WP_002725873.1	lcl|NZ_RQHI01000027.1_cds_WP_035983633.1_2407	62.162	74	106
WP_061209188.1	lcl|NZ_RQHI01000027.1_cds_WP_100716953.1_2404	80.645	310	314
WP_061209188.1	lcl|NZ_RQHI01000053.1_cds_WP_100718697.1_491	24.451	319	314
WP_061209188.1	lcl|NZ_RQHI01000053.1_cds_WP_135630011.1_518	26.087	322	314
WP_061209188.1	lcl|NZ_RQHI01000027.1_cds_WP_135697848.1_2405	22.120	217	314
WP_061209188.1	lcl|NZ_RQHI01000050.1_cds_WP_004788049.1_3625	22.043	186	314
WP_061209188.1	lcl|NZ_RQHI01000053.1_cds_WP_100719192.1_1092	22.324	327	314
WP_061208759.1	lcl|NZ_RQHI01000010.1_cds_WP_035982890.1_3214	43.049	223	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629834.1_789	41.202	233	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629873.1_726	38.326	227	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629696.1_1097	32.601	273	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629695.1_1099	33.813	278	594
WP_061208759.1	lcl|NZ_RQHI01000037.1_cds_WP_135631322.1_2825	31.897	232	594
WP_061208759.1	lcl|NZ_RQHI01000041.1_cds_WP_100719737.1_3721	29.412	221	594
WP_061208759.1	lcl|NZ_RQHI01000035.1_cds_WP_100721531.1_3037	26.724	232	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_100721031.1_2300	31.513	238	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629726.1_1009	31.304	230	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629703.1_1074	31.797	217	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135698014.1_309	32.536	209	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_020777451.1_2237	30.000	220	594
WP_061208759.1	lcl|NZ_RQHI01000008.1_cds_WP_135630630.1_3885	27.935	247	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_035983849.1_2023	28.700	223	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_004789028.1_1860	27.193	228	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_004786946.1_1492	30.172	232	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_135630940.1_1996	27.358	212	594
WP_061208759.1	lcl|NZ_RQHI01000035.1_cds_WP_100717789.1_2965	26.761	213	594
WP_061208759.1	lcl|NZ_RQHI01000035.1_cds_WP_100717789.1_2965	25.926	162	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_100739256.1_2274	27.523	218	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_100734678.1_2384	25.991	227	594
WP_061208759.1	lcl|NZ_RQHI01000035.1_cds_WP_100719518.1_3123	30.208	192	594
WP_061208759.1	lcl|NZ_RQHI01000035.1_cds_WP_004784813.1_3115	26.961	204	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_100720168.1_156	25.561	223	594
WP_061208759.1	lcl|NZ_RQHI01000037.1_cds_WP_135631573.1_2555	21.757	239	594
WP_061208759.1	lcl|NZ_RQHI01000008.1_cds_WP_135609054.1_3856	26.383	235	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629704.1_1073	26.923	234	594
WP_061208759.1	lcl|NZ_RQHI01000037.1_cds_WP_135631430.1_2682	24.336	226	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_100719460.1_1442	27.586	203	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_100719460.1_1442	29.348	184	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_135631039.1_1725	28.448	232	594
WP_061208759.1	lcl|NZ_RQHI01000035.1_cds_WP_135630550.1_3025	25.806	186	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_100719214.1_1117	23.699	173	594
WP_061208759.1	lcl|NZ_RQHI01000010.1_cds_WP_135629448.1_3299	23.902	205	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_100721035.1_2298	22.816	206	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135655955.1_948	23.762	202	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_100720747.1_1017	22.892	249	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_100720747.1_1017	24.390	246	594
WP_061208759.1	lcl|NZ_RQHI01000010.1_cds_WP_035982890.1_3214	43.049	223	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629834.1_789	41.202	233	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629873.1_726	38.326	227	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629696.1_1097	32.601	273	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629695.1_1099	33.813	278	594
WP_061208759.1	lcl|NZ_RQHI01000037.1_cds_WP_135631322.1_2825	31.897	232	594
WP_061208759.1	lcl|NZ_RQHI01000041.1_cds_WP_100719737.1_3721	29.412	221	594
WP_061208759.1	lcl|NZ_RQHI01000035.1_cds_WP_100721531.1_3037	26.724	232	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_100721031.1_2300	31.513	238	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629726.1_1009	31.304	230	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135629703.1_1074	31.797	217	594
WP_061208759.1	lcl|NZ_RQHI01000053.1_cds_WP_135698014.1_309	32.536	209	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_020777451.1_2237	30.000	220	594
WP_061208759.1	lcl|NZ_RQHI01000008.1_cds_WP_135630630.1_3885	27.935	247	594
WP_061208759.1	lcl|NZ_RQHI01000027.1_cds_WP_035983849.1_2023	28.700	223	594
