WP_002725873.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360260.1_2313	62.162	74	106
WP_061209188.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360372.1_2314	83.548	310	314
WP_061209188.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360263.1_2317	24.473	237	314
WP_061209188.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100725791.1_1808	23.006	326	314
WP_061209188.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135638554.1_2365	27.755	245	314
WP_061209188.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360278.1_2333	20.513	273	314
WP_061209188.1	lcl|NZ_JAMQPU010000006.1_cds_WP_100715920.1_3461	22.619	168	314
WP_061209188.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265359989.1_1246	23.248	314	314
WP_061208759.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360262.1_2316	48.709	581	594
WP_061208759.1	lcl|NZ_JAMQPU010000001.1_cds_WP_265359844.1_569	42.194	237	594
WP_061208759.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100716163.1_1522	41.525	236	594
WP_061208759.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265355717.1_1582	40.000	225	594
WP_061208759.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265355611.1_1240	34.317	271	594
WP_061208759.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265359988.1_1238	34.496	258	594
WP_061208759.1	lcl|NZ_JAMQPU010000005.1_cds_WP_135687279.1_3207	29.304	273	594
WP_061208759.1	lcl|NZ_JAMQPU010000004.1_cds_WP_100717653.1_2799	28.326	233	594
WP_061208759.1	lcl|NZ_JAMQPU010000001.1_cds_WP_135591471.1_895	28.311	219	594
WP_061208759.1	lcl|NZ_JAMQPU010000003.1_cds_WP_100728022.1_2495	29.204	226	594
WP_061208759.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100719689.1_1265	32.258	217	594
WP_061208759.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265360166.1_1995	30.973	226	594
WP_061208759.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135592251.1_2434	31.356	236	594
WP_061208759.1	lcl|NZ_JAMQPU010000008.1_cds_WP_100718591.1_3673	28.175	252	594
WP_061208759.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135653122.1_1332	28.879	232	594
WP_061208759.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265356057.1_2460	29.817	218	594
