WP_002725873.1	lcl|NZ_JADDWE010000005.1_cds_WP_002725873.1_2713	100.000	106	106
WP_061209188.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733579.1_2712	100.000	313	314
WP_061209188.1	lcl|NZ_JADDWE010000017.1_cds_WP_002722638.1_566	24.845	322	314
WP_061209188.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733534.1_2709	26.908	249	314
WP_061209188.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740024.1_2618	23.132	281	314
WP_061209188.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728309.1_2886	25.723	311	314
WP_061209188.1	lcl|NZ_JADDWE010000028.1_cds_WP_002743770.1_1320	20.809	173	314
WP_061209188.1	lcl|NZ_JADDWE010000005.1_cds_WP_016749081.1_2680	24.503	151	314
WP_061209188.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740721.1_2706	24.848	330	314
WP_061208759.1	lcl|NZ_JADDWE010000001.1_cds_WP_002723347.1_742	41.228	228	594
WP_061208759.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740724.1_2687	39.167	240	594
WP_061208759.1	lcl|NZ_JADDWE010000070.1_cds_WP_002742222.1_3000	40.000	230	594
WP_061208759.1	lcl|NZ_JADDWE010000029.1_cds_WP_002741286.1_1354	31.620	389	594
WP_061208759.1	lcl|NZ_JADDWE010000005.1_cds_IQA47_RS03070_2676	35.115	262	594
WP_061208759.1	lcl|NZ_JADDWE010000009.1_cds_WP_002726143.1_3356	33.333	216	594
WP_061208759.1	lcl|NZ_JADDWE010000008.1_cds_WP_002739451.1_3290	25.806	217	594
WP_061208759.1	lcl|NZ_JADDWE010000010.1_cds_WP_032854486.1_83	33.010	206	594
WP_061208759.1	lcl|NZ_JADDWE010000004.1_cds_WP_002734207.1_2343	28.017	232	594
WP_061208759.1	lcl|NZ_JADDWE010000008.1_cds_WP_002725984.1_3258	29.565	230	594
WP_061208759.1	lcl|NZ_JADDWE010000002.1_cds_WP_002721827.1_1521	29.954	217	594
WP_061208759.1	lcl|NZ_JADDWE010000002.1_cds_WP_002721914.1_1489	29.817	218	594
WP_061208759.1	lcl|NZ_JADDWE010000026.1_cds_WP_002729296.1_1219	27.948	229	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002724285.1_1933	30.093	216	594
WP_061208759.1	lcl|NZ_JADDWE010000010.1_cds_WP_002728388.1_67	29.048	210	594
WP_061208759.1	lcl|NZ_JADDWE010000011.1_cds_WP_002752475.1_182	27.197	239	594
WP_061208759.1	lcl|NZ_JADDWE010000054.1_cds_WP_002738485.1_2500	29.255	188	594
WP_061208759.1	lcl|NZ_JADDWE010000030.1_cds_WP_032853264.1_1530	25.592	211	594
WP_061208759.1	lcl|NZ_JADDWE010000030.1_cds_WP_032853264.1_1530	25.478	157	594
WP_061208759.1	lcl|NZ_JADDWE010000011.1_cds_WP_002729758.1_173	31.696	224	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002730493.1_1915	26.512	215	594
WP_061208759.1	lcl|NZ_JADDWE010000023.1_cds_WP_002733837.1_1074	29.064	203	594
WP_061208759.1	lcl|NZ_JADDWE010000023.1_cds_WP_002733837.1_1074	26.630	184	594
WP_061208759.1	lcl|NZ_JADDWE010000016.1_cds_WP_002733736.1_505	25.600	250	594
WP_061208759.1	lcl|NZ_JADDWE010000001.1_cds_WP_002735056.1_827	28.272	191	594
WP_061208759.1	lcl|NZ_JADDWE010000011.1_cds_WP_002729133.1_190	26.126	222	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002724311.1_1934	26.587	252	594
WP_061208759.1	lcl|NZ_JADDWE010000050.1_cds_WP_002739367.1_2415	23.305	236	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002734915.1_1985	24.887	221	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002734915.1_1985	22.605	261	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002739909.1_1976	27.500	200	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002739909.1_1976	22.581	186	594
WP_061208759.1	lcl|NZ_JADDWE010000030.1_cds_WP_002723659.1_1539	29.333	225	594
WP_061208759.1	lcl|NZ_JADDWE010000001.1_cds_WP_002723347.1_742	41.228	228	594
WP_061208759.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740724.1_2687	39.167	240	594
WP_061208759.1	lcl|NZ_JADDWE010000070.1_cds_WP_002742222.1_3000	40.000	230	594
WP_061208759.1	lcl|NZ_JADDWE010000029.1_cds_WP_002741286.1_1354	31.620	389	594
WP_061208759.1	lcl|NZ_JADDWE010000005.1_cds_IQA47_RS03070_2676	35.115	262	594
WP_061208759.1	lcl|NZ_JADDWE010000009.1_cds_WP_002726143.1_3356	33.333	216	594
WP_061208759.1	lcl|NZ_JADDWE010000008.1_cds_WP_002739451.1_3290	25.806	217	594
WP_061208759.1	lcl|NZ_JADDWE010000010.1_cds_WP_032854486.1_83	33.010	206	594
WP_061208759.1	lcl|NZ_JADDWE010000004.1_cds_WP_002734207.1_2343	28.017	232	594
WP_061208759.1	lcl|NZ_JADDWE010000008.1_cds_WP_002725984.1_3258	29.565	230	594
WP_061208759.1	lcl|NZ_JADDWE010000002.1_cds_WP_002721827.1_1521	29.954	217	594
WP_061208759.1	lcl|NZ_JADDWE010000002.1_cds_WP_002721914.1_1489	29.817	218	594
WP_061208759.1	lcl|NZ_JADDWE010000026.1_cds_WP_002729296.1_1219	27.948	229	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002724285.1_1933	30.093	216	594
WP_061208759.1	lcl|NZ_JADDWE010000010.1_cds_WP_002728388.1_67	29.048	210	594
WP_061208759.1	lcl|NZ_JADDWE010000011.1_cds_WP_002752475.1_182	27.197	239	594
WP_061208759.1	lcl|NZ_JADDWE010000054.1_cds_WP_002738485.1_2500	29.255	188	594
WP_061208759.1	lcl|NZ_JADDWE010000030.1_cds_WP_032853264.1_1530	25.592	211	594
WP_061208759.1	lcl|NZ_JADDWE010000030.1_cds_WP_032853264.1_1530	25.478	157	594
WP_061208759.1	lcl|NZ_JADDWE010000011.1_cds_WP_002729758.1_173	31.696	224	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002730493.1_1915	26.512	215	594
WP_061208759.1	lcl|NZ_JADDWE010000023.1_cds_WP_002733837.1_1074	29.064	203	594
WP_061208759.1	lcl|NZ_JADDWE010000023.1_cds_WP_002733837.1_1074	26.630	184	594
WP_061208759.1	lcl|NZ_JADDWE010000016.1_cds_WP_002733736.1_505	25.600	250	594
WP_061208759.1	lcl|NZ_JADDWE010000001.1_cds_WP_002735056.1_827	28.272	191	594
WP_061208759.1	lcl|NZ_JADDWE010000011.1_cds_WP_002729133.1_190	26.126	222	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002724311.1_1934	26.587	252	594
WP_061208759.1	lcl|NZ_JADDWE010000050.1_cds_WP_002739367.1_2415	23.305	236	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002734915.1_1985	24.887	221	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002734915.1_1985	22.605	261	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002739909.1_1976	27.500	200	594
WP_061208759.1	lcl|NZ_JADDWE010000003.1_cds_WP_002739909.1_1976	22.581	186	594
WP_061208759.1	lcl|NZ_JADDWE010000030.1_cds_WP_002723659.1_1539	29.333	225	594
WP_061208753.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740938.1_2681	25.185	135	359
WP_061208754.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733534.1_2709	31.657	338	343
WP_061208754.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740024.1_2618	26.857	350	343
WP_061208754.1	lcl|NZ_JADDWE010000017.1_cds_WP_002722638.1_566	25.959	339	343
WP_061208754.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733638.1_2672	28.212	358	343
WP_061208754.1	lcl|NZ_JADDWE010000028.1_cds_WP_002743770.1_1320	24.513	359	343
WP_061208754.1	lcl|NZ_JADDWE010000080.1_cds_WP_002741146.1_3196	24.425	348	343
WP_061208754.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728309.1_2886	23.284	335	343
WP_061208754.1	lcl|NZ_JADDWE010000005.1_cds_WP_016749081.1_2680	28.740	254	343
WP_061208754.1	lcl|NZ_JADDWE010000063.1_cds_WP_002740236.1_2780	27.801	241	343
WP_061208754.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740721.1_2706	28.571	231	343
WP_061208754.1	lcl|NZ_JADDWE010000005.1_cds_WP_002744551.1_2678	28.926	242	343
WP_061208754.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733757.1_2645	25.269	186	343
WP_061208754.1	lcl|NZ_JADDWE010000005.1_cds_IQA47_RS03060_2674	60.000	25	343
WP_061208755.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733548.1_2673	26.889	450	422
WP_061208755.1	lcl|NZ_JADDWE010000050.1_cds_WP_002726457.1_2416	24.533	428	422
WP_061208755.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733548.1_2673	26.889	450	422
