WP_002725873.1	lcl|NZ_JADDUS010000005.1_cds_WP_002725873.1_2765	100.000	106	106
WP_061209188.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733579.1_2764	100.000	313	314
WP_061209188.1	lcl|NZ_JADDUS010000017.1_cds_WP_002722638.1_589	24.845	322	314
WP_061209188.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733534.1_2761	26.908	249	314
WP_061209188.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740024.1_2670	23.132	281	314
WP_061209188.1	lcl|NZ_JADDUS010000006.1_cds_WP_002728309.1_3028	25.723	311	314
WP_061209188.1	lcl|NZ_JADDUS010000020.1_cds_WP_002743770.1_892	20.809	173	314
WP_061209188.1	lcl|NZ_JADDUS010000005.1_cds_WP_016749081.1_2732	24.503	151	314
WP_061209188.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740721.1_2758	24.848	330	314
WP_061208759.1	lcl|NZ_JADDUS010000001.1_cds_WP_002723347.1_704	41.228	228	594
WP_061208759.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740724.1_2739	39.167	240	594
WP_061208759.1	lcl|NZ_JADDUS010000067.1_cds_WP_002742222.1_2889	40.000	230	594
WP_061208759.1	lcl|NZ_JADDUS010000031.1_cds_WP_002741286.1_1588	31.620	389	594
WP_061208759.1	lcl|NZ_JADDUS010000005.1_cds_IQC43_RS03180_2728	35.115	262	594
WP_061208759.1	lcl|NZ_JADDUS010000008.1_cds_WP_002726143.1_3255	33.333	216	594
WP_061208759.1	lcl|NZ_JADDUS010000013.1_cds_WP_002739451.1_302	25.806	217	594
WP_061208759.1	lcl|NZ_JADDUS010000009.1_cds_WP_032854486.1_3333	33.010	206	594
WP_061208759.1	lcl|NZ_JADDUS010000002.1_cds_WP_002734207.1_1467	28.017	232	594
WP_061208759.1	lcl|NZ_JADDUS010000013.1_cds_WP_002725984.1_334	29.565	230	594
WP_061208759.1	lcl|NZ_JADDUS010000003.1_cds_WP_002721827.1_1910	29.954	217	594
WP_061208759.1	lcl|NZ_JADDUS010000003.1_cds_WP_002721914.1_1943	29.817	218	594
WP_061208759.1	lcl|NZ_JADDUS010000028.1_cds_WP_002729296.1_1306	27.948	229	594
