WP_002725873.1	lcl|NZ_AOVC01000018.1_cds_WP_000340715.1_198	93.902	82	106
WP_061209188.1	lcl|NZ_AOVC01000018.1_cds_WP_000410273.1_197	92.971	313	314
WP_061209188.1	lcl|NZ_AOVC01000018.1_cds_WP_000093099.1_177	58.730	63	314
WP_061209188.1	lcl|NZ_AOVC01000018.1_cds_WP_000646252.1_194	27.711	249	314
WP_061209188.1	lcl|NZ_AOVC01000041.1_cds_WP_000744700.1_632	23.385	325	314
WP_061209188.1	lcl|NZ_AOVC01000018.1_cds_WP_000600889.1_168	22.909	275	314
WP_061209188.1	lcl|NZ_AOVC01000018.1_cds_WP_000723090.1_115	23.875	289	314
WP_061209188.1	lcl|NZ_AOVC01000018.1_cds_WP_001067557.1_191	24.540	326	314
WP_061208759.1	lcl|NZ_AOVC01000045.1_cds_WP_000667646.1_796	32.412	398	594
WP_061208759.1	lcl|NZ_AOVC01000045.1_cds_WP_000172202.1_753	39.130	230	594
WP_061208759.1	lcl|NZ_AOVC01000041.1_cds_WP_000828455.1_721	36.863	255	594
WP_061208759.1	lcl|NZ_AOVC01000018.1_cds_WP_000834715.1_174	37.553	237	594
WP_061208759.1	lcl|NZ_AOVC01000112.1_cds_WP_001161019.1_2847	32.407	216	594
WP_061208759.1	lcl|NZ_AOVC01000112.1_cds_WP_000510777.1_2749	26.941	219	594
WP_061208759.1	lcl|NZ_AOVC01000102.1_cds_WP_001052498.1_2341	25.820	244	594
WP_061208759.1	lcl|NZ_AOVC01000107.1_cds_WP_000942282.1_2629	28.509	228	594
WP_061208759.1	lcl|NZ_AOVC01000102.1_cds_WP_000619175.1_2296	29.098	244	594
WP_061208759.1	lcl|NZ_AOVC01000098.1_cds_WP_000666552.1_2192	28.099	242	594
WP_061208759.1	lcl|NZ_AOVC01000037.1_cds_WP_000603361.1_555	29.130	230	594
WP_061208759.1	lcl|NZ_AOVC01000108.1_cds_WP_001141158.1_2655	30.942	223	594
WP_061208759.1	lcl|NZ_AOVC01000116.1_cds_WP_000047473.1_3062	28.571	210	594
WP_061208759.1	lcl|NZ_AOVC01000098.1_cds_WP_001089500.1_2172	29.911	224	594
WP_061208759.1	lcl|NZ_AOVC01000098.1_cds_WP_000433117.1_2140	32.927	164	594
WP_061208759.1	lcl|NZ_AOVC01000102.1_cds_WP_000218838.1_2295	28.112	249	594
WP_061208759.1	lcl|NZ_AOVC01000138.1_cds_WP_000590867.1_3743	25.943	212	594
WP_061208759.1	lcl|NZ_AOVC01000138.1_cds_WP_000590867.1_3743	24.841	157	594
WP_061208759.1	lcl|NZ_AOVC01000027.1_cds_WP_000052667.1_425	25.439	228	594
WP_061208759.1	lcl|NZ_AOVC01000093.1_cds_WP_000184524.1_1967	26.728	217	594
WP_061208759.1	lcl|NZ_AOVC01000049.1_cds_WP_001288326.1_942	27.778	216	594
WP_061208759.1	lcl|NZ_AOVC01000095.1_cds_WP_001049205.1_2040	28.500	200	594
WP_061208759.1	lcl|NZ_AOVC01000095.1_cds_WP_001049205.1_2040	26.957	230	594
WP_061208759.1	lcl|NZ_AOVC01000127.1_cds_WP_000675807.1_3400	25.506	247	594
WP_061208759.1	lcl|NZ_AOVC01000037.1_cds_WP_000054169.1_571	23.445	209	594
WP_061208759.1	lcl|NZ_AOVC01000045.1_cds_WP_000626143.1_758	28.000	200	594
WP_061208759.1	lcl|NZ_AOVC01000045.1_cds_WP_000626143.1_758	21.505	186	594
WP_061208759.1	lcl|NZ_AOVC01000136.1_cds_WP_000481720.1_3729	24.229	227	594
WP_061208759.1	lcl|NZ_AOVC01000136.1_cds_WP_000481720.1_3729	22.500	240	594
WP_061208759.1	lcl|NZ_AOVC01000121.1_cds_WP_000136057.1_3239	27.027	222	594
WP_061208759.1	lcl|NZ_AOVC01000045.1_cds_WP_000667646.1_796	32.412	398	594
WP_061208759.1	lcl|NZ_AOVC01000045.1_cds_WP_000172202.1_753	39.130	230	594
WP_061208759.1	lcl|NZ_AOVC01000041.1_cds_WP_000828455.1_721	36.863	255	594
WP_061208759.1	lcl|NZ_AOVC01000018.1_cds_WP_000834715.1_174	37.553	237	594
WP_061208759.1	lcl|NZ_AOVC01000112.1_cds_WP_001161019.1_2847	32.407	216	594
WP_061208759.1	lcl|NZ_AOVC01000112.1_cds_WP_000510777.1_2749	26.941	219	594
WP_061208759.1	lcl|NZ_AOVC01000102.1_cds_WP_001052498.1_2341	25.820	244	594
WP_061208759.1	lcl|NZ_AOVC01000107.1_cds_WP_000942282.1_2629	28.509	228	594
WP_061208759.1	lcl|NZ_AOVC01000102.1_cds_WP_000619175.1_2296	29.098	244	594
WP_061208759.1	lcl|NZ_AOVC01000098.1_cds_WP_000666552.1_2192	28.099	242	594
WP_061208759.1	lcl|NZ_AOVC01000037.1_cds_WP_000603361.1_555	29.130	230	594
WP_061208759.1	lcl|NZ_AOVC01000108.1_cds_WP_001141158.1_2655	30.942	223	594
WP_061208759.1	lcl|NZ_AOVC01000116.1_cds_WP_000047473.1_3062	28.571	210	594
WP_061208759.1	lcl|NZ_AOVC01000098.1_cds_WP_001089500.1_2172	29.911	224	594
WP_061208759.1	lcl|NZ_AOVC01000098.1_cds_WP_000433117.1_2140	32.927	164	594
WP_061208759.1	lcl|NZ_AOVC01000102.1_cds_WP_000218838.1_2295	28.112	249	594
WP_061208759.1	lcl|NZ_AOVC01000138.1_cds_WP_000590867.1_3743	25.943	212	594
WP_061208759.1	lcl|NZ_AOVC01000138.1_cds_WP_000590867.1_3743	24.841	157	594
WP_061208759.1	lcl|NZ_AOVC01000027.1_cds_WP_000052667.1_425	25.439	228	594
WP_061208759.1	lcl|NZ_AOVC01000093.1_cds_WP_000184524.1_1967	26.728	217	594
WP_061208759.1	lcl|NZ_AOVC01000049.1_cds_WP_001288326.1_942	27.778	216	594
WP_061208759.1	lcl|NZ_AOVC01000095.1_cds_WP_001049205.1_2040	28.500	200	594
WP_061208759.1	lcl|NZ_AOVC01000095.1_cds_WP_001049205.1_2040	26.957	230	594
WP_061208759.1	lcl|NZ_AOVC01000127.1_cds_WP_000675807.1_3400	25.506	247	594
