WP_002725873.1	lcl|NZ_AOVV01000149.1_cds_WP_000340715.1_3463	93.902	82	106
WP_061209188.1	lcl|NZ_AOVV01000149.1_cds_WP_000410273.1_3464	92.971	313	314
WP_061209188.1	lcl|NZ_AOVV01000149.1_cds_WP_000093099.1_3484	58.730	63	314
WP_061209188.1	lcl|NZ_AOVV01000149.1_cds_WP_000646250.1_3467	27.711	249	314
WP_061209188.1	lcl|NZ_AOVV01000147.1_cds_WP_000744700.1_3407	23.385	325	314
WP_061209188.1	lcl|NZ_AOVV01000149.1_cds_WP_000600889.1_3493	22.909	275	314
WP_061209188.1	lcl|NZ_AOVV01000149.1_cds_WP_000723090.1_3546	23.875	289	314
WP_061209188.1	lcl|NZ_AOVV01000149.1_cds_WP_001067557.1_3470	24.540	326	314
WP_061208759.1	lcl|NZ_AOVV01000142.1_cds_WP_000667646.1_3041	32.412	398	594
WP_061208759.1	lcl|NZ_AOVV01000112.1_cds_WP_000172202.1_2179	39.130	230	594
WP_061208759.1	lcl|NZ_AOVV01000147.1_cds_WP_000828455.1_3318	36.863	255	594
WP_061208759.1	lcl|NZ_AOVV01000149.1_cds_WP_000834715.1_3487	37.553	237	594
WP_061208759.1	lcl|NZ_AOVV01000033.1_cds_WP_001161019.1_459	32.407	216	594
WP_061208759.1	lcl|NZ_AOVV01000131.1_cds_WP_000510777.1_2776	26.941	219	594
WP_061208759.1	lcl|NZ_AOVV01000053.1_cds_WP_001052498.1_798	25.820	244	594
WP_061208759.1	lcl|NZ_AOVV01000121.1_cds_WP_000942282.1_2418	28.509	228	594
WP_061208759.1	lcl|NZ_AOVV01000053.1_cds_WP_000619175.1_754	29.098	244	594
WP_061208759.1	lcl|NZ_AOVV01000037.1_cds_WP_000666552.1_596	28.099	242	594
WP_061208759.1	lcl|NZ_AOVV01000088.1_cds_WP_000603361.1_1620	29.130	230	594
WP_061208759.1	lcl|NZ_AOVV01000090.1_cds_WP_001141158.1_1674	30.942	223	594
WP_061208759.1	lcl|NZ_AOVV01000108.1_cds_WP_000047473.1_2046	28.571	210	594
WP_061208759.1	lcl|NZ_AOVV01000009.1_cds_WP_001089500.1_100	29.911	224	594
WP_061208759.1	lcl|NZ_AOVV01000009.1_cds_WP_000433117.1_68	32.927	164	594
WP_061208759.1	lcl|NZ_AOVV01000053.1_cds_WP_000218838.1_753	28.112	249	594
WP_061208759.1	lcl|NZ_AOVV01000123.1_cds_WP_000590867.1_2455	25.943	212	594
WP_061208759.1	lcl|NZ_AOVV01000123.1_cds_WP_000590867.1_2455	24.841	157	594
WP_061208759.1	lcl|NZ_AOVV01000082.1_cds_WP_000052667.1_1374	25.439	228	594
WP_061208759.1	lcl|NZ_AOVV01000118.1_cds_WP_000184524.1_2357	26.728	217	594
WP_061208759.1	lcl|NZ_AOVV01000010.1_cds_WP_001288326.1_133	27.778	216	594
WP_061208759.1	lcl|NZ_AOVV01000013.1_cds_WP_001049205.1_196	28.500	200	594
WP_061208759.1	lcl|NZ_AOVV01000013.1_cds_WP_001049205.1_196	26.957	230	594
WP_061208759.1	lcl|NZ_AOVV01000149.1_cds_WP_000675807.1_3589	25.506	247	594
WP_061208759.1	lcl|NZ_AOVV01000088.1_cds_WP_000054169.1_1636	23.445	209	594
WP_061208759.1	lcl|NZ_AOVV01000112.1_cds_WP_000626143.1_2184	28.000	200	594
WP_061208759.1	lcl|NZ_AOVV01000112.1_cds_WP_000626143.1_2184	21.505	186	594
WP_061208759.1	lcl|NZ_AOVV01000135.1_cds_WP_000481720.1_2910	24.229	227	594
WP_061208759.1	lcl|NZ_AOVV01000135.1_cds_WP_000481720.1_2910	22.500	240	594
WP_061208759.1	lcl|NZ_AOVV01000073.1_cds_WP_000136057.1_1147	27.027	222	594
WP_061208759.1	lcl|NZ_AOVV01000142.1_cds_WP_000667646.1_3041	32.412	398	594
WP_061208759.1	lcl|NZ_AOVV01000112.1_cds_WP_000172202.1_2179	39.130	230	594
WP_061208759.1	lcl|NZ_AOVV01000147.1_cds_WP_000828455.1_3318	36.863	255	594
WP_061208759.1	lcl|NZ_AOVV01000149.1_cds_WP_000834715.1_3487	37.553	237	594
WP_061208759.1	lcl|NZ_AOVV01000033.1_cds_WP_001161019.1_459	32.407	216	594
WP_061208759.1	lcl|NZ_AOVV01000131.1_cds_WP_000510777.1_2776	26.941	219	594
WP_061208759.1	lcl|NZ_AOVV01000053.1_cds_WP_001052498.1_798	25.820	244	594
WP_061208759.1	lcl|NZ_AOVV01000121.1_cds_WP_000942282.1_2418	28.509	228	594
WP_061208759.1	lcl|NZ_AOVV01000053.1_cds_WP_000619175.1_754	29.098	244	594
WP_061208759.1	lcl|NZ_AOVV01000037.1_cds_WP_000666552.1_596	28.099	242	594
WP_061208759.1	lcl|NZ_AOVV01000088.1_cds_WP_000603361.1_1620	29.130	230	594
WP_061208759.1	lcl|NZ_AOVV01000090.1_cds_WP_001141158.1_1674	30.942	223	594
WP_061208759.1	lcl|NZ_AOVV01000108.1_cds_WP_000047473.1_2046	28.571	210	594
WP_061208759.1	lcl|NZ_AOVV01000009.1_cds_WP_001089500.1_100	29.911	224	594
WP_061208759.1	lcl|NZ_AOVV01000009.1_cds_WP_000433117.1_68	32.927	164	594
WP_061208759.1	lcl|NZ_AOVV01000053.1_cds_WP_000218838.1_753	28.112	249	594
WP_061208759.1	lcl|NZ_AOVV01000123.1_cds_WP_000590867.1_2455	25.943	212	594
WP_061208759.1	lcl|NZ_AOVV01000123.1_cds_WP_000590867.1_2455	24.841	157	594
