WP_002725873.1	lcl|NZ_JQPP01000016.1_cds_WP_000340715.1_656	93.902	82	106
WP_061209188.1	lcl|NZ_JQPP01000016.1_cds_WP_000410275.1_655	93.226	310	314
WP_061209188.1	lcl|NZ_JQPP01000071.1_cds_WP_061278524.1_1831	23.385	325	314
WP_061209188.1	lcl|NZ_JQPP01000016.1_cds_WP_000723078.1_607	22.302	278	314
WP_061209188.1	lcl|NZ_JQPP01000016.1_cds_WP_000723091.1_587	24.221	289	314
WP_061209188.1	lcl|NZ_JQPP01000016.1_cds_WP_000567887.1_605	23.009	226	314
WP_061208759.1	lcl|NZ_JQPP01000062.1_cds_WP_000667645.1_1746	32.250	400	594
WP_061208759.1	lcl|NZ_JQPP01000217.1_cds_WP_000172203.1_3632	39.565	230	594
WP_061208759.1	lcl|NZ_JQPP01000027.1_cds_WP_000828456.1_831	36.863	255	594
WP_061208759.1	lcl|NZ_JQPP01000016.1_cds_WP_000614938.1_629	34.649	228	594
WP_061208759.1	lcl|NZ_JQPP01000004.1_cds_WP_001161019.1_242	32.407	216	594
WP_061208759.1	lcl|NZ_JQPP01000146.1_cds_WP_000510777.1_2981	26.941	219	594
WP_061208759.1	lcl|NZ_JQPP01000041.1_cds_WP_001052495.1_1259	25.410	244	594
WP_061208759.1	lcl|NZ_JQPP01000052.1_cds_WP_002071818.1_1538	28.070	228	594
WP_061208759.1	lcl|NZ_JQPP01000092.1_cds_WP_061252136.1_2215	28.689	244	594
WP_061208759.1	lcl|NZ_JQPP01000113.1_cds_WP_000666554.1_2576	28.099	242	594
WP_061208759.1	lcl|NZ_JQPP01000065.1_cds_WP_000603361.1_1770	29.130	230	594
WP_061208759.1	lcl|NZ_JQPP01000220.1_cds_WP_001141158.1_3642	30.942	223	594
WP_061208759.1	lcl|NZ_JQPP01000002.1_cds_WP_000047473.1_162	28.571	210	594
WP_061208759.1	lcl|NZ_JQPP01000072.1_cds_WP_001089499.1_1881	29.911	224	594
WP_061208759.1	lcl|NZ_JQPP01000072.1_cds_WP_000433117.1_1913	32.927	164	594
WP_061208759.1	lcl|NZ_JQPP01000092.1_cds_WP_000218838.1_2214	28.112	249	594
WP_061208759.1	lcl|NZ_JQPP01000257.1_cds_WP_061217493.1_3862	25.943	212	594
WP_061208759.1	lcl|NZ_JQPP01000257.1_cds_WP_061217493.1_3862	24.841	157	594
WP_061208759.1	lcl|NZ_JQPP01000109.1_cds_WP_000052667.1_2521	25.439	228	594
WP_061208759.1	lcl|NZ_JQPP01000186.1_cds_WP_000184524.1_3382	26.728	217	594
WP_061208759.1	lcl|NZ_JQPP01000045.1_cds_WP_001288326.1_1361	27.778	216	594
WP_061208759.1	lcl|NZ_JQPP01000021.1_cds_WP_000651459.1_706	25.703	249	594
WP_061208759.1	lcl|NZ_JQPP01000035.1_cds_WP_061278388.1_1134	28.000	200	594
WP_061208759.1	lcl|NZ_JQPP01000035.1_cds_WP_061278388.1_1134	26.957	230	594
WP_061208759.1	lcl|NZ_JQPP01000088.1_cds_WP_000054165.1_2131	23.445	209	594
WP_061208759.1	lcl|NZ_JQPP01000217.1_cds_WP_000626143.1_3627	28.000	200	594
WP_061208759.1	lcl|NZ_JQPP01000217.1_cds_WP_000626143.1_3627	21.505	186	594
WP_061208759.1	lcl|NZ_JQPP01000277.1_cds_WP_000481722.1_3951	24.229	227	594
WP_061208759.1	lcl|NZ_JQPP01000277.1_cds_WP_000481722.1_3951	22.500	240	594
WP_061208759.1	lcl|NZ_JQPP01000080.1_cds_WP_000136057.1_2012	27.027	222	594
WP_061208759.1	lcl|NZ_JQPP01000062.1_cds_WP_000667645.1_1746	32.250	400	594
WP_061208759.1	lcl|NZ_JQPP01000217.1_cds_WP_000172203.1_3632	39.565	230	594
WP_061208759.1	lcl|NZ_JQPP01000027.1_cds_WP_000828456.1_831	36.863	255	594
WP_061208759.1	lcl|NZ_JQPP01000016.1_cds_WP_000614938.1_629	34.649	228	594
WP_061208759.1	lcl|NZ_JQPP01000004.1_cds_WP_001161019.1_242	32.407	216	594
WP_061208759.1	lcl|NZ_JQPP01000146.1_cds_WP_000510777.1_2981	26.941	219	594
WP_061208759.1	lcl|NZ_JQPP01000041.1_cds_WP_001052495.1_1259	25.410	244	594
WP_061208759.1	lcl|NZ_JQPP01000052.1_cds_WP_002071818.1_1538	28.070	228	594
WP_061208759.1	lcl|NZ_JQPP01000092.1_cds_WP_061252136.1_2215	28.689	244	594
WP_061208759.1	lcl|NZ_JQPP01000113.1_cds_WP_000666554.1_2576	28.099	242	594
