WP_002725873.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352101.1_2699	62.162	74	106
WP_061209188.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352100.1_2698	83.226	310	314
WP_061209188.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350398.1_318	26.923	312	314
WP_061209188.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350373.1_291	23.313	326	314
WP_061209188.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352082.1_2677	20.818	269	314
WP_061209188.1	lcl|NZ_JAMQPM010000003.1_cds_WP_265351842.1_2463	21.505	186	314
WP_061209188.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350875.1_863	23.438	320	314
WP_061208759.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265368929.1_2696	45.704	547	594
WP_061208759.1	lcl|NZ_JAMQPM010000009.1_cds_WP_265353080.1_3768	42.373	236	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350631.1_586	40.773	233	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350582.1_523	38.696	230	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350880.1_868	32.967	273	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350882.1_870	33.813	278	594
WP_061208759.1	lcl|NZ_JAMQPM010000006.1_cds_WP_265352657.1_3345	31.602	231	594
WP_061208759.1	lcl|NZ_JAMQPM010000011.1_cds_WP_265353331.1_1182	28.182	220	594
WP_061208759.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352017.1_2582	32.353	238	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352329.1_2969	27.155	232	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350804.1_781	30.435	230	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350859.1_845	32.212	208	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350216.1_114	33.014	209	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_265351032.1_1419	30.594	219	594
WP_061208759.1	lcl|NZ_JAMQPM010000003.1_cds_WP_265351868.1_2434	27.917	240	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_135592366.1_1631	28.251	223	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_265351246.1_1658	28.390	236	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_265351364.1_1799	28.509	228	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352274.1_3036	26.941	219	594
WP_061208759.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265351992.1_2556	27.982	218	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352273.1_3037	26.961	204	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352273.1_3037	26.087	161	594
WP_061208759.1	lcl|NZ_JAMQPM010000009.1_cds_WP_265353008.1_3854	30.000	210	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352410.1_2878	29.688	192	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352402.1_2886	25.490	204	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_265351624.1_1961	27.027	185	594
WP_061208759.1	lcl|NZ_JAMQPM010000007.1_cds_WP_265352788.1_3411	25.346	217	594
WP_061208759.1	lcl|NZ_JAMQPM010000006.1_cds_WP_265352534.1_3200	27.000	200	594
WP_061208759.1	lcl|NZ_JAMQPM010000010.1_cds_WP_265353142.1_1049	26.923	208	594
WP_061208759.1	lcl|NZ_JAMQPM010000010.1_cds_WP_265353142.1_1049	28.261	184	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350758.1_733	24.623	199	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350858.1_844	27.727	220	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352317.1_2981	25.806	186	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352317.1_2981	28.571	238	594
WP_061208759.1	lcl|NZ_JAMQPM010000012.1_cds_WP_265353370.1_1246	24.887	221	594
WP_061208759.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352015.1_2580	25.000	208	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350898.1_888	23.699	173	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350812.1_789	24.898	245	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350812.1_789	24.194	248	594
WP_061208759.1	lcl|NZ_JAMQPM010000117.1_cds_WP_265365574.1_1198	41.463	41	594
WP_061208759.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265368929.1_2696	45.704	547	594
WP_061208759.1	lcl|NZ_JAMQPM010000009.1_cds_WP_265353080.1_3768	42.373	236	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350631.1_586	40.773	233	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350582.1_523	38.696	230	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350880.1_868	32.967	273	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350882.1_870	33.813	278	594
WP_061208759.1	lcl|NZ_JAMQPM010000006.1_cds_WP_265352657.1_3345	31.602	231	594
WP_061208759.1	lcl|NZ_JAMQPM010000011.1_cds_WP_265353331.1_1182	28.182	220	594
WP_061208759.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352017.1_2582	32.353	238	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352329.1_2969	27.155	232	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350804.1_781	30.435	230	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350859.1_845	32.212	208	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350216.1_114	33.014	209	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_265351032.1_1419	30.594	219	594
WP_061208759.1	lcl|NZ_JAMQPM010000003.1_cds_WP_265351868.1_2434	27.917	240	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_135592366.1_1631	28.251	223	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_265351246.1_1658	28.390	236	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_265351364.1_1799	28.509	228	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352274.1_3036	26.941	219	594
WP_061208759.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265351992.1_2556	27.982	218	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352273.1_3037	26.961	204	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352273.1_3037	26.087	161	594
WP_061208759.1	lcl|NZ_JAMQPM010000009.1_cds_WP_265353008.1_3854	30.000	210	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352410.1_2878	29.688	192	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352402.1_2886	25.490	204	594
WP_061208759.1	lcl|NZ_JAMQPM010000002.1_cds_WP_265351624.1_1961	27.027	185	594
WP_061208759.1	lcl|NZ_JAMQPM010000007.1_cds_WP_265352788.1_3411	25.346	217	594
WP_061208759.1	lcl|NZ_JAMQPM010000006.1_cds_WP_265352534.1_3200	27.000	200	594
WP_061208759.1	lcl|NZ_JAMQPM010000010.1_cds_WP_265353142.1_1049	26.923	208	594
WP_061208759.1	lcl|NZ_JAMQPM010000010.1_cds_WP_265353142.1_1049	28.261	184	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350758.1_733	24.623	199	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350858.1_844	27.727	220	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352317.1_2981	25.806	186	594
WP_061208759.1	lcl|NZ_JAMQPM010000005.1_cds_WP_265352317.1_2981	28.571	238	594
WP_061208759.1	lcl|NZ_JAMQPM010000012.1_cds_WP_265353370.1_1246	24.887	221	594
WP_061208759.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352015.1_2580	25.000	208	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350898.1_888	23.699	173	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350812.1_789	24.898	245	594
WP_061208759.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350812.1_789	24.194	248	594
WP_061208759.1	lcl|NZ_JAMQPM010000117.1_cds_WP_265365574.1_1198	41.463	41	594
WP_061208754.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350373.1_291	23.460	341	343
WP_061208754.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352082.1_2677	28.627	255	343
WP_061208754.1	lcl|NZ_JAMQPM010000003.1_cds_WP_265351842.1_2463	24.860	358	343
WP_061208754.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350875.1_863	23.373	338	343
WP_061208754.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350398.1_318	26.423	246	343
WP_061208754.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350671.1_630	28.099	242	343
WP_061208754.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352209.1_2670	30.220	182	343
WP_061208754.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350327.1_237	27.972	143	343
WP_061208754.1	lcl|NZ_JAMQPM010000012.1_cds_WP_265353373.1_1243	25.352	142	343
WP_061208756.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352095.1_2693	34.802	227	577
WP_061208756.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265351982.1_2546	26.978	278	577
WP_061208756.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352099.1_2697	26.339	224	577
WP_061208756.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352080.1_2675	26.846	149	577
