WP_002725873.1	lcl|NZ_AOGY02000051.1_cds_WP_002983174.1_1829	59.701	67	106
WP_061209188.1	lcl|NZ_AOGY02000051.1_cds_WP_002982922.1_1828	81.290	310	314
WP_061209188.1	lcl|NZ_AOGY02000070.1_cds_WP_002988752.1_678	22.936	327	314
WP_061209188.1	lcl|NZ_AOGY02000007.1_cds_WP_002976093.1_3828	27.157	313	314
WP_061209188.1	lcl|NZ_AOGY02000039.1_cds_WP_002980664.1_2330	21.354	192	314
WP_061209188.1	lcl|NZ_AOGY02000014.1_cds_WP_002976825.1_3574	22.741	321	314
WP_061208759.1	lcl|NZ_AOGY02000051.1_cds_WP_002982565.1_1826	44.610	538	594
WP_061208759.1	lcl|NZ_AOGY02000056.1_cds_WP_039926820.1_1485	41.102	236	594
WP_061208759.1	lcl|NZ_AOGY02000038.1_cds_WP_002980311.1_2535	41.202	233	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002976861.1_3579	34.066	273	594
WP_061208759.1	lcl|NZ_AOGY02000038.1_cds_WP_002980337.1_2475	38.261	230	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002977075.1_3581	33.813	278	594
WP_061208759.1	lcl|NZ_AOGY02000011.1_cds_WP_002976370.1_3763	32.468	231	594
WP_061208759.1	lcl|NZ_AOGY02000032.1_cds_WP_039926317.1_2657	28.311	219	594
WP_061208759.1	lcl|NZ_AOGY02000028.1_cds_WP_002979111.1_2804	32.889	225	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978192.1_3105	28.017	232	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002977073.1_3491	30.088	226	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002976873.1_3556	32.212	208	594
WP_061208759.1	lcl|NZ_AOGY02000051.1_cds_WP_002982576.1_1695	28.205	234	594
WP_061208759.1	lcl|NZ_AOGY02000012.1_cds_WP_002976499.1_3708	28.333	240	594
WP_061208759.1	lcl|NZ_AOGY02000051.1_cds_WP_002982978.1_1633	30.594	219	594
WP_061208759.1	lcl|NZ_AOGY02000065.1_cds_WP_039927115.1_994	28.251	223	594
WP_061208759.1	lcl|NZ_AOGY02000006.1_cds_WP_002975886.1_3992	28.509	228	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978145.1_3036	26.484	219	594
WP_061208759.1	lcl|NZ_AOGY02000065.1_cds_WP_002986990.1_967	26.582	237	594
WP_061208759.1	lcl|NZ_AOGY02000056.1_cds_WP_002984142.1_1400	29.825	228	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978270.1_3200	30.729	192	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978548.1_3192	27.000	200	594
WP_061208759.1	lcl|NZ_AOGY02000051.1_cds_WP_002982589.1_1669	27.523	218	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978207.1_3035	25.943	212	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978207.1_3035	25.466	161	594
WP_061208759.1	lcl|NZ_AOGY02000062.1_cds_WP_002986486.1_1202	23.744	219	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002977215.1_3555	27.823	248	594
WP_061208759.1	lcl|NZ_AOGY02000075.1_cds_WP_002990344.1_338	26.033	242	594
WP_061208759.1	lcl|NZ_AOGY02000072.1_cds_WP_002989587.1_503	24.528	212	594
WP_061208759.1	lcl|NZ_AOGY02000027.1_cds_WP_039926199.1_2927	27.143	210	594
WP_061208759.1	lcl|NZ_AOGY02000027.1_cds_WP_039926199.1_2927	27.717	184	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002976964.1_3598	25.000	172	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978170.1_3093	26.087	230	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978170.1_3093	23.626	182	594
WP_061208759.1	lcl|NZ_AOGY02000051.1_cds_WP_002982539.1_1693	25.238	210	594
WP_061208759.1	lcl|NZ_AOGY02000042.1_cds_WP_002981612.1_2117	27.429	175	594
WP_061208759.1	lcl|NZ_AOGY02000069.1_cds_WP_002988242.1_740	23.404	188	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_232420593.1_3436	22.170	212	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002976855.1_3499	24.701	251	594
WP_061208759.1	lcl|NZ_AOGY02000051.1_cds_WP_002982565.1_1826	44.610	538	594
WP_061208759.1	lcl|NZ_AOGY02000056.1_cds_WP_039926820.1_1485	41.102	236	594
WP_061208759.1	lcl|NZ_AOGY02000038.1_cds_WP_002980311.1_2535	41.202	233	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002976861.1_3579	34.066	273	594
WP_061208759.1	lcl|NZ_AOGY02000038.1_cds_WP_002980337.1_2475	38.261	230	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002977075.1_3581	33.813	278	594
WP_061208759.1	lcl|NZ_AOGY02000011.1_cds_WP_002976370.1_3763	32.468	231	594
WP_061208759.1	lcl|NZ_AOGY02000032.1_cds_WP_039926317.1_2657	28.311	219	594
WP_061208759.1	lcl|NZ_AOGY02000028.1_cds_WP_002979111.1_2804	32.889	225	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978192.1_3105	28.017	232	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002977073.1_3491	30.088	226	594
WP_061208759.1	lcl|NZ_AOGY02000014.1_cds_WP_002976873.1_3556	32.212	208	594
WP_061208759.1	lcl|NZ_AOGY02000051.1_cds_WP_002982576.1_1695	28.205	234	594
WP_061208759.1	lcl|NZ_AOGY02000012.1_cds_WP_002976499.1_3708	28.333	240	594
WP_061208759.1	lcl|NZ_AOGY02000051.1_cds_WP_002982978.1_1633	30.594	219	594
WP_061208759.1	lcl|NZ_AOGY02000065.1_cds_WP_039927115.1_994	28.251	223	594
WP_061208759.1	lcl|NZ_AOGY02000006.1_cds_WP_002975886.1_3992	28.509	228	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978145.1_3036	26.484	219	594
WP_061208759.1	lcl|NZ_AOGY02000065.1_cds_WP_002986990.1_967	26.582	237	594
WP_061208759.1	lcl|NZ_AOGY02000056.1_cds_WP_002984142.1_1400	29.825	228	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978270.1_3200	30.729	192	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978548.1_3192	27.000	200	594
WP_061208759.1	lcl|NZ_AOGY02000051.1_cds_WP_002982589.1_1669	27.523	218	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978207.1_3035	25.943	212	594
WP_061208759.1	lcl|NZ_AOGY02000024.1_cds_WP_002978207.1_3035	25.466	161	594
