WP_002725873.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279481.1_592	92.683	82	106
WP_061209188.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279480.1_591	89.032	310	314
WP_061209188.1	lcl|NZ_JAFFPU010000024.1_cds_WP_205278953.1_1403	24.534	322	314
WP_061209188.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279426.1_534	24.014	279	314
WP_061209188.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279409.1_514	24.280	243	314
WP_061209188.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279424.1_532	24.681	235	314
WP_061209188.1	lcl|NZ_JAFFPU010000026.1_cds_WP_205278984.1_4075	21.864	279	314
WP_061209188.1	lcl|NZ_JAFFPU010000016.1_cds_WP_205278474.1_2568	20.833	168	314
WP_061208759.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279477.1_588	33.051	590	594
WP_061208759.1	lcl|NZ_JAFFPU010000075.1_cds_WP_205281359.1_275	38.824	255	594
WP_061208759.1	lcl|NZ_JAFFPU010000048.1_cds_WP_205280311.1_3806	37.736	265	594
WP_061208759.1	lcl|NZ_JAFFPU010000074.1_cds_WP_205281034.1_2987	36.653	251	594
WP_061208759.1	lcl|NZ_JAFFPU010000068.1_cds_WP_205280814.1_888	27.189	217	594
WP_061208759.1	lcl|NZ_JAFFPU010000024.1_cds_WP_205278822.1_1253	33.180	217	594
WP_061208759.1	lcl|NZ_JAFFPU010000068.1_cds_WP_205280796.1_867	32.367	207	594
WP_061208759.1	lcl|NZ_JAFFPU010000051.1_cds_WP_205280387.1_2354	33.482	224	594
WP_061208759.1	lcl|NZ_JAFFPU010000045.1_cds_WP_205280261.1_3849	29.565	230	594
WP_061208759.1	lcl|NZ_JAFFPU010000004.1_cds_WP_205277953.1_2252	31.731	208	594
WP_061208759.1	lcl|NZ_JAFFPU010000011.1_cds_WP_205278179.1_731	30.319	188	594
WP_061208759.1	lcl|NZ_JAFFPU010000016.1_cds_WP_205278464.1_2556	29.245	212	594
WP_061208759.1	lcl|NZ_JAFFPU010000082.1_cds_WP_205281719.1_3089	29.187	209	594
WP_061208759.1	lcl|NZ_JAFFPU010000017.1_cds_WP_205278582.1_3504	30.653	199	594
WP_061208759.1	lcl|NZ_JAFFPU010000067.1_cds_WP_205280690.1_1685	28.947	228	594
WP_061208759.1	lcl|NZ_JAFFPU010000003.1_cds_WP_205277808.1_2912	28.571	210	594
WP_061208759.1	lcl|NZ_JAFFPU010000067.1_cds_WP_205280742.1_1743	29.060	234	594
WP_061208759.1	lcl|NZ_JAFFPU010000024.1_cds_WP_205278968.1_1287	24.051	237	594
WP_061208759.1	lcl|NZ_JAFFPU010000067.1_cds_WP_205280708.1_1705	30.435	230	594
WP_061208759.1	lcl|NZ_JAFFPU010000006.1_cds_WP_205278073.1_2745	27.064	218	594
WP_061208759.1	lcl|NZ_JAFFPU010000061.1_cds_WP_205280569.1_471	25.726	241	594
WP_061208759.1	lcl|NZ_JAFFPU010000006.1_cds_WP_205278081.1_2753	25.101	247	594
WP_061208759.1	lcl|NZ_JAFFPU010000006.1_cds_WP_205278081.1_2753	25.478	157	594
WP_061208759.1	lcl|NZ_JAFFPU010000075.1_cds_WP_205281489.1_423	26.829	205	594
WP_061208759.1	lcl|NZ_JAFFPU010000048.1_cds_WP_205280288.1_3782	26.906	223	594
WP_061208759.1	lcl|NZ_JAFFPU010000024.1_cds_WP_205278821.1_1252	28.395	243	594
WP_061208759.1	lcl|NZ_JAFFPU010000068.1_cds_WP_205280813.1_887	25.281	178	594
WP_061208759.1	lcl|NZ_JAFFPU010000011.1_cds_WP_205278173.1_724	25.728	206	594
WP_061208759.1	lcl|NZ_JAFFPU010000082.1_cds_WP_205281674.1_3112	26.087	161	594
WP_061208759.1	lcl|NZ_JAFFPU010000048.1_cds_WP_205280315.1_3810	29.703	202	594
WP_061208759.1	lcl|NZ_JAFFPU010000048.1_cds_WP_205280315.1_3810	22.581	186	594
WP_061208759.1	lcl|NZ_JAFFPU010000056.1_cds_WP_205280458.1_1102	25.991	227	594
WP_061208759.1	lcl|NZ_JAFFPU010000056.1_cds_WP_205280458.1_1102	26.068	234	594
WP_061208759.1	lcl|NZ_JAFFPU010000017.1_cds_WP_205278566.1_3487	24.324	222	594
WP_061208759.1	lcl|NZ_JAFFPU010000075.1_cds_WP_205281366.1_285	23.744	219	594
WP_061208759.1	lcl|NZ_JAFFPU010000075.1_cds_WP_205281366.1_285	21.509	265	594
WP_061208759.1	lcl|NZ_JAFFPU010000051.1_cds_WP_118967678.1_2341	27.354	223	594
WP_061208759.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279477.1_588	33.051	590	594
WP_061208759.1	lcl|NZ_JAFFPU010000075.1_cds_WP_205281359.1_275	38.824	255	594
