WP_002725873.1	lcl|NZ_JQRS01000042.1_cds_WP_061249343.1_1944	96.341	82	106
WP_061209188.1	lcl|NZ_JQRS01000042.1_cds_WP_061249344.1_1945	90.645	310	314
WP_061209188.1	lcl|NZ_JQRS01000042.1_cds_WP_061249358.1_1968	24.060	266	314
WP_061209188.1	lcl|NZ_JQRS01000002.1_cds_WP_020771927.1_131	24.149	323	314
WP_061209188.1	lcl|NZ_JQRS01000042.1_cds_WP_061249345.1_1948	26.316	247	314
WP_061209188.1	lcl|NZ_JQRS01000042.1_cds_WP_061249410.1_2034	23.770	244	314
WP_061209188.1	lcl|NZ_JQRS01000097.1_cds_WP_020775260.1_3318	20.238	168	314
WP_061209188.1	lcl|NZ_JQRS01000020.1_cds_WP_017808832.1_1304	24.424	217	314
WP_061208759.1	lcl|NZ_JQRS01000042.1_cds_WP_235596823.1_1976	56.027	589	594
WP_061208759.1	lcl|NZ_JQRS01000008.1_cds_WP_020772142.1_466	31.807	393	594
WP_061208759.1	lcl|NZ_JQRS01000008.1_cds_WP_020774675.1_500	39.556	225	594
WP_061208759.1	lcl|NZ_JQRS01000002.1_cds_WP_061247843.1_33	36.863	255	594
WP_061208759.1	lcl|NZ_JQRS01000056.1_cds_WP_017807632.1_2371	32.870	216	594
WP_061208759.1	lcl|NZ_JQRS01000024.1_cds_WP_020774460.1_1463	26.293	232	594
WP_061208759.1	lcl|NZ_JQRS01000014.1_cds_WP_061248753.1_980	28.509	228	594
WP_061208759.1	lcl|NZ_JQRS01000002.1_cds_WP_061247885.1_87	29.630	216	594
WP_061208759.1	lcl|NZ_JQRS01000009.1_cds_WP_061248394.1_640	31.250	224	594
WP_061208759.1	lcl|NZ_JQRS01000063.1_cds_WP_021064499.1_2557	25.306	245	594
WP_061208759.1	lcl|NZ_JQRS01000062.1_cds_WP_061249620.1_2505	30.732	205	594
WP_061208759.1	lcl|NZ_JQRS01000009.1_cds_WP_017808979.1_621	27.511	229	594
WP_061208759.1	lcl|NZ_JQRS01000016.1_cds_WP_061248873.1_1110	29.787	188	594
WP_061208759.1	lcl|NZ_JQRS01000012.1_cds_WP_061248558.1_760	29.048	210	594
WP_061208759.1	lcl|NZ_JQRS01000023.1_cds_WP_020775191.1_1430	31.658	199	594
WP_061208759.1	lcl|NZ_JQRS01000135.1_cds_WP_020772697.1_3575	27.004	237	594
WP_061208759.1	lcl|NZ_JQRS01000066.1_cds_WP_061249708.1_2699	29.825	228	594
WP_061208759.1	lcl|NZ_JQRS01000066.1_cds_WP_020774785.1_2685	26.066	211	594
WP_061208759.1	lcl|NZ_JQRS01000009.1_cds_WP_061248416.1_674	28.311	219	594
WP_061208759.1	lcl|NZ_JQRS01000014.1_cds_WP_061248741.1_967	26.180	233	594
WP_061208759.1	lcl|NZ_JQRS01000020.1_cds_WP_020773562.1_1216	27.143	210	594
WP_061208759.1	lcl|NZ_JQRS01000049.1_cds_WP_061249506.1_2243	24.082	245	594
WP_061208759.1	lcl|NZ_JQRS01000002.1_cds_WP_020771751.1_88	28.226	248	594
WP_061208759.1	lcl|NZ_JQRS01000069.1_cds_WP_020774244.1_2794	27.094	203	594
WP_061208759.1	lcl|NZ_JQRS01000069.1_cds_WP_020774244.1_2794	25.110	227	594
WP_061208759.1	lcl|NZ_JQRS01000056.1_cds_WP_061249574.1_2385	23.982	221	594
WP_061208759.1	lcl|NZ_JQRS01000008.1_cds_WP_021064669.1_504	28.141	199	594
WP_061208759.1	lcl|NZ_JQRS01000008.1_cds_WP_021064669.1_504	22.581	186	594
WP_061208759.1	lcl|NZ_JQRS01000008.1_cds_WP_036040888.1_456	23.041	217	594
WP_061208759.1	lcl|NZ_JQRS01000008.1_cds_WP_036040888.1_456	22.088	249	594
WP_061208759.1	lcl|NZ_JQRS01000100.1_cds_WP_020774788.1_3341	27.027	222	594
WP_061208759.1	lcl|NZ_JQRS01000042.1_cds_WP_235596823.1_1976	56.027	589	594
WP_061208759.1	lcl|NZ_JQRS01000008.1_cds_WP_020772142.1_466	31.807	393	594
WP_061208759.1	lcl|NZ_JQRS01000008.1_cds_WP_020774675.1_500	39.556	225	594
WP_061208759.1	lcl|NZ_JQRS01000002.1_cds_WP_061247843.1_33	36.863	255	594
WP_061208759.1	lcl|NZ_JQRS01000056.1_cds_WP_017807632.1_2371	32.870	216	594
WP_061208759.1	lcl|NZ_JQRS01000024.1_cds_WP_020774460.1_1463	26.293	232	594
WP_061208759.1	lcl|NZ_JQRS01000014.1_cds_WP_061248753.1_980	28.509	228	594
WP_061208759.1	lcl|NZ_JQRS01000002.1_cds_WP_061247885.1_87	29.630	216	594
