WP_002725873.1	lcl|NZ_JADDUR010000005.1_cds_WP_002725873.1_2696	100.000	106	106
WP_061209188.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733579.1_2697	100.000	313	314
WP_061209188.1	lcl|NZ_JADDUR010000018.1_cds_WP_002722638.1_675	24.845	322	314
WP_061209188.1	lcl|NZ_JADDUR010000005.1_cds_WP_002733534.1_2700	26.908	249	314
WP_061209188.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740024.1_2791	23.132	281	314
WP_061209188.1	lcl|NZ_JADDUR010000006.1_cds_WP_002728309.1_2940	25.723	311	314
WP_061209188.1	lcl|NZ_JADDUR010000013.1_cds_WP_002743770.1_315	20.809	173	314
WP_061209188.1	lcl|NZ_JADDUR010000005.1_cds_WP_016749081.1_2729	24.503	151	314
WP_061209188.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740721.1_2703	24.848	330	314
WP_061208759.1	lcl|NZ_JADDUR010000002.1_cds_WP_002723347.1_1601	41.228	228	594
WP_061208759.1	lcl|NZ_JADDUR010000005.1_cds_WP_002740724.1_2722	39.167	240	594
WP_061208759.1	lcl|NZ_JADDUR010000066.1_cds_WP_002742222.1_2891	40.000	230	594
WP_061208759.1	lcl|NZ_JADDUR010000029.1_cds_WP_002741286.1_1438	31.620	389	594
WP_061208759.1	lcl|NZ_JADDUR010000005.1_cds_IP946_RS03350_2733	35.115	262	594
WP_061208759.1	lcl|NZ_JADDUR010000009.1_cds_WP_002726143.1_3360	33.333	216	594
WP_061208759.1	lcl|NZ_JADDUR010000008.1_cds_WP_002739451.1_3245	25.806	217	594
WP_061208759.1	lcl|NZ_JADDUR010000010.1_cds_WP_032854486.1_29	33.010	206	594
WP_061208759.1	lcl|NZ_JADDUR010000003.1_cds_WP_002734207.1_2000	28.017	232	594
WP_061208759.1	lcl|NZ_JADDUR010000008.1_cds_WP_002725984.1_3277	29.565	230	594
WP_061208759.1	lcl|NZ_JADDUR010000004.1_cds_WP_002721827.1_2357	29.954	217	594
WP_061208759.1	lcl|NZ_JADDUR010000004.1_cds_WP_002721914.1_2390	29.817	218	594
WP_061208759.1	lcl|NZ_JADDUR010000027.1_cds_WP_002729296.1_1345	27.948	229	594
WP_061208759.1	lcl|NZ_JADDUR010000001.1_cds_WP_002724285.1_882	30.093	216	594
