WP_002725873.1	lcl|NZ_JASEXI010000064.1_cds_WP_004462903.1_3423	97.561	82	106
WP_061209188.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220368.1_3422	91.613	310	314
WP_061209188.1	lcl|NZ_JASEXI010000013.1_cds_WP_004461583.1_1517	23.913	322	314
WP_061209188.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479538.1_3419	26.908	249	314
WP_061209188.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476514.1_2538	23.132	281	314
WP_061209188.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490254.1_86	20.710	169	314
WP_061208759.1	lcl|NZ_JASEXI010000072.1_cds_WP_061219831.1_3476	54.669	589	594
WP_061208759.1	lcl|NZ_JASEXI010000005.1_cds_WP_017863782.1_679	32.061	393	594
WP_061208759.1	lcl|NZ_JASEXI010000020.1_cds_WP_004457781.1_2075	41.304	230	594
WP_061208759.1	lcl|NZ_JASEXI010000009.1_cds_WP_004480428.1_1168	31.620	389	594
WP_061208759.1	lcl|NZ_JASEXI010000015.1_cds_WP_004475846.1_1647	36.702	188	594
WP_061208759.1	lcl|NZ_JASEXI010000004.1_cds_WP_004461439.1_633	25.806	217	594
WP_061208759.1	lcl|NZ_JASEXI010000026.1_cds_WP_004480113.1_2413	29.258	229	594
WP_061208759.1	lcl|NZ_JASEXI010000009.1_cds_WP_004473839.1_1196	26.891	238	594
WP_061208759.1	lcl|NZ_JASEXI010000003.1_cds_WP_004460145.1_419	29.911	224	594
WP_061208759.1	lcl|NZ_JASEXI010000005.1_cds_WP_016552026.1_792	31.818	220	594
WP_061208759.1	lcl|NZ_JASEXI010000019.1_cds_WP_282964994.1_2028	31.553	206	594
WP_061208759.1	lcl|NZ_JASEXI010000032.1_cds_WP_004462026.1_2737	29.130	230	594
WP_061208759.1	lcl|NZ_JASEXI010000051.1_cds_WP_004460086.1_3273	29.358	218	594
WP_061208759.1	lcl|NZ_JASEXI010000003.1_cds_WP_004473583.1_438	29.386	228	594
WP_061208759.1	lcl|NZ_JASEXI010000029.1_cds_WP_004460645.1_2649	29.048	210	594
