WP_002725873.1	lcl|NZ_JADDVA010000006.1_cds_WP_002725873.1_3025	100.000	106	106
WP_061209188.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733579.1_3024	100.000	313	314
WP_061209188.1	lcl|NZ_JADDVA010000016.1_cds_WP_002722638.1_515	24.845	322	314
WP_061209188.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733534.1_3021	26.908	249	314
WP_061209188.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740024.1_2930	23.132	281	314
WP_061209188.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728309.1_3087	25.723	311	314
WP_061209188.1	lcl|NZ_JADDVA010000028.1_cds_WP_002743770.1_1300	20.809	173	314
WP_061209188.1	lcl|NZ_JADDVA010000006.1_cds_WP_016749081.1_2992	24.503	151	314
WP_061209188.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740721.1_3018	24.848	330	314
WP_061208759.1	lcl|NZ_JADDVA010000001.1_cds_WP_002723347.1_715	41.228	228	594
WP_061208759.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740724.1_2999	39.167	240	594
WP_061208759.1	lcl|NZ_JADDVA010000029.1_cds_WP_002742222.1_1353	40.000	230	594
WP_061208759.1	lcl|NZ_JADDVA010000030.1_cds_WP_002741286.1_1515	31.620	389	594
WP_061208759.1	lcl|NZ_JADDVA010000006.1_cds_IQA54_RS03780_2988	35.115	262	594
WP_061208759.1	lcl|NZ_JADDVA010000010.1_cds_WP_002726143.1_42	33.333	216	594
WP_061208759.1	lcl|NZ_JADDVA010000009.1_cds_WP_002739451.1_3381	25.806	217	594
WP_061208759.1	lcl|NZ_JADDVA010000005.1_cds_WP_032854486.1_2693	33.010	206	594
WP_061208759.1	lcl|NZ_JADDVA010000002.1_cds_WP_002734207.1_1431	28.017	232	594
WP_061208759.1	lcl|NZ_JADDVA010000009.1_cds_WP_002725984.1_3349	29.565	230	594
WP_061208759.1	lcl|NZ_JADDVA010000003.1_cds_WP_002721827.1_1887	29.954	217	594
WP_061208759.1	lcl|NZ_JADDVA010000003.1_cds_WP_002721914.1_1919	29.817	218	594
