WP_002725873.1	lcl|NZ_AFKF01000097.1_cds_WP_000340715.1_1922	93.902	82	106
WP_061209188.1	lcl|NZ_AFKF01000097.1_cds_WP_000410273.1_1923	92.971	313	314
WP_061209188.1	lcl|NZ_AFKF01000097.1_cds_WP_000093099.1_1943	58.730	63	314
WP_061209188.1	lcl|NZ_AFKF01000097.1_cds_WP_000646252.1_1926	27.711	249	314
WP_061209188.1	lcl|NZ_AFKF01000228.1_cds_WP_000744700.1_114	23.385	325	314
WP_061209188.1	lcl|NZ_AFKF01000097.1_cds_WP_000600889.1_1952	22.909	275	314
WP_061209188.1	lcl|NZ_AFKF01000097.1_cds_WP_000723090.1_2005	23.875	289	314
WP_061209188.1	lcl|NZ_AFKF01000097.1_cds_WP_001067557.1_1929	24.540	326	314
WP_061208759.1	lcl|NZ_AFKF01000112.1_cds_WP_000667646.1_1546	32.412	398	594
WP_061208759.1	lcl|NZ_AFKF01000025.1_cds_WP_000172202.1_3362	39.130	230	594
WP_061208759.1	lcl|NZ_AFKF01000219.1_cds_WP_000828455.1_335	36.863	255	594
WP_061208759.1	lcl|NZ_AFKF01000097.1_cds_WP_000834715.1_1946	37.553	237	594
WP_061208759.1	lcl|NZ_AFKF01000106.1_cds_WP_001161019.1_1680	32.407	216	594
WP_061208759.1	lcl|NZ_AFKF01000057.1_cds_WP_000510777.1_2457	26.941	219	594
WP_061208759.1	lcl|NZ_AFKF01000121.1_cds_WP_001052498.1_1354	25.820	244	594
WP_061208759.1	lcl|NZ_AFKF01000025.1_cds_WP_000942282.1_3376	28.509	228	594
WP_061208759.1	lcl|NZ_AFKF01000145.1_cds_WP_000619175.1_833	29.098	244	594
WP_061208759.1	lcl|NZ_AFKF01000040.1_cds_WP_000666552.1_2927	28.099	242	594
WP_061208759.1	lcl|NZ_AFKF01000029.1_cds_WP_000603361.1_3229	29.130	230	594
WP_061208759.1	lcl|NZ_AFKF01000035.1_cds_WP_001141158.1_3029	30.942	223	594
WP_061208759.1	lcl|NZ_AFKF01000065.1_cds_WP_000047473.1_2400	28.571	210	594
WP_061208759.1	lcl|NZ_AFKF01000040.1_cds_WP_001089500.1_2907	29.911	224	594
WP_061208759.1	lcl|NZ_AFKF01000040.1_cds_WP_000433117.1_2875	32.927	164	594
WP_061208759.1	lcl|NZ_AFKF01000145.1_cds_WP_000218838.1_832	28.112	249	594
WP_061208759.1	lcl|NZ_AFKF01000192.1_cds_WP_000590867.1_431	25.943	212	594
WP_061208759.1	lcl|NZ_AFKF01000192.1_cds_WP_000590867.1_431	24.841	157	594
WP_061208759.1	lcl|NZ_AFKF01000096.1_cds_WP_000052667.1_2035	25.439	228	594
WP_061208759.1	lcl|NZ_AFKF01000107.1_cds_WP_000184524.1_1638	26.728	217	594
WP_061208759.1	lcl|NZ_AFKF01000099.1_cds_WP_001288326.1_1881	27.778	216	594
WP_061208759.1	lcl|NZ_AFKF01000033.1_cds_WP_001049205.1_3115	28.500	200	594
WP_061208759.1	lcl|NZ_AFKF01000033.1_cds_WP_001049205.1_3115	26.957	230	594
WP_061208759.1	lcl|NZ_AFKF01000153.1_cds_WP_000675807.1_712	25.506	247	594
WP_061208759.1	lcl|NZ_AFKF01000029.1_cds_WP_000054169.1_3213	23.445	209	594
WP_061208759.1	lcl|NZ_AFKF01000198.1_cds_WP_000626143.1_409	28.000	200	594
WP_061208759.1	lcl|NZ_AFKF01000198.1_cds_WP_000626143.1_409	21.505	186	594
WP_061208759.1	lcl|NZ_AFKF01000190.1_cds_WP_000481720.1_434	24.229	227	594
WP_061208759.1	lcl|NZ_AFKF01000190.1_cds_WP_000481720.1_434	22.500	240	594
WP_061208759.1	lcl|NZ_AFKF01000031.1_cds_WP_000136057.1_3173	27.027	222	594
WP_061208759.1	lcl|NZ_AFKF01000112.1_cds_WP_000667646.1_1546	32.412	398	594
WP_061208759.1	lcl|NZ_AFKF01000025.1_cds_WP_000172202.1_3362	39.130	230	594
WP_061208759.1	lcl|NZ_AFKF01000219.1_cds_WP_000828455.1_335	36.863	255	594
WP_061208759.1	lcl|NZ_AFKF01000097.1_cds_WP_000834715.1_1946	37.553	237	594
WP_061208759.1	lcl|NZ_AFKF01000106.1_cds_WP_001161019.1_1680	32.407	216	594
WP_061208759.1	lcl|NZ_AFKF01000057.1_cds_WP_000510777.1_2457	26.941	219	594
WP_061208759.1	lcl|NZ_AFKF01000121.1_cds_WP_001052498.1_1354	25.820	244	594
WP_061208759.1	lcl|NZ_AFKF01000025.1_cds_WP_000942282.1_3376	28.509	228	594
WP_061208759.1	lcl|NZ_AFKF01000145.1_cds_WP_000619175.1_833	29.098	244	594
WP_061208759.1	lcl|NZ_AFKF01000040.1_cds_WP_000666552.1_2927	28.099	242	594
WP_061208759.1	lcl|NZ_AFKF01000029.1_cds_WP_000603361.1_3229	29.130	230	594
