WP_002725873.1	lcl|NZ_AKWT02000035.1_cds_WP_004462903.1_1826	97.561	82	106
WP_061209188.1	lcl|NZ_AKWT02000035.1_cds_WP_004477867.1_1827	91.987	312	314
WP_061209188.1	lcl|NZ_AKWT02000032.1_cds_WP_004476620.1_2107	24.224	322	314
WP_061209188.1	lcl|NZ_AKWT02000035.1_cds_WP_004462127.1_1842	22.464	276	314
WP_061209188.1	lcl|NZ_AKWT02000035.1_cds_WP_004491542.1_1902	23.132	281	314
WP_061209188.1	lcl|NZ_AKWT02000027.1_cds_WP_004461234.1_2456	25.087	287	314
WP_061209188.1	lcl|NZ_AKWT02000040.1_cds_WP_004468319.1_1717	20.710	169	314
WP_061208759.1	lcl|NZ_AKWT02000035.1_cds_WP_004491563.1_1830	82.264	592	594
WP_061208759.1	lcl|NZ_AKWT02000051.1_cds_WP_017863782.1_1311	32.061	393	594
WP_061208759.1	lcl|NZ_AKWT02000026.1_cds_WP_004457781.1_2579	41.304	230	594
WP_061208759.1	lcl|NZ_AKWT02000032.1_cds_WP_004459265.1_2266	31.620	389	594
WP_061208759.1	lcl|NZ_AKWT02000055.1_cds_WP_004464005.1_990	35.266	207	594
WP_061208759.1	lcl|NZ_AKWT02000048.1_cds_WP_004461439.1_1579	25.806	217	594
WP_061208759.1	lcl|NZ_AKWT02000003.1_cds_WP_004480113.1_3657	29.258	229	594
WP_061208759.1	lcl|NZ_AKWT02000018.1_cds_WP_004491087.1_2991	29.911	224	594
WP_061208759.1	lcl|NZ_AKWT02000032.1_cds_WP_004491379.1_2238	27.004	237	594
WP_061208759.1	lcl|NZ_AKWT02000035.1_cds_WP_004476577.1_2016	31.553	206	594
WP_061208759.1	lcl|NZ_AKWT02000051.1_cds_WP_004469508.1_1487	31.818	220	594
WP_061208759.1	lcl|NZ_AKWT02000048.1_cds_WP_004462026.1_1535	29.130	230	594
WP_061208759.1	lcl|NZ_AKWT02000018.1_cds_WP_004460086.1_2957	29.358	218	594
WP_061208759.1	lcl|NZ_AKWT02000018.1_cds_WP_004473583.1_3010	29.386	228	594
WP_061208759.1	lcl|NZ_AKWT02000052.1_cds_WP_004460645.1_1094	29.048	210	594
WP_061208759.1	lcl|NZ_AKWT02000055.1_cds_WP_004464119.1_904	31.746	189	594
WP_061208759.1	lcl|NZ_AKWT02000038.1_cds_WP_004466497.1_1787	26.609	233	594
WP_061208759.1	lcl|NZ_AKWT02000038.1_cds_WP_004466635.1_1765	30.357	224	594
WP_061208759.1	lcl|NZ_AKWT02000033.1_cds_WP_004461802.1_2040	23.984	246	594
WP_061208759.1	lcl|NZ_AKWT02000033.1_cds_WP_004461802.1_2040	26.115	157	594
WP_061208759.1	lcl|NZ_AKWT02000051.1_cds_WP_004459763.1_1217	26.442	208	594
