WP_002725873.1	lcl|NZ_RQHU01000019.1_cds_WP_135746496.1_2234	60.811	74	106
WP_061209188.1	lcl|NZ_RQHU01000019.1_cds_WP_135746495.1_2235	83.548	310	314
WP_061209188.1	lcl|NZ_RQHU01000005.1_cds_WP_135745382.1_1152	26.837	313	314
WP_061209188.1	lcl|NZ_RQHU01000005.1_cds_WP_135745407.1_1179	23.242	327	314
WP_061209188.1	lcl|NZ_RQHU01000024.1_cds_WP_135743732.1_3333	22.043	186	314
WP_061209188.1	lcl|NZ_RQHU01000019.1_cds_WP_135746462.1_2269	20.818	269	314
WP_061209188.1	lcl|NZ_RQHU01000005.1_cds_WP_135744912.1_597	23.438	320	314
WP_061209188.1	lcl|NZ_RQHU01000019.1_cds_WP_135746431.1_2301	25.806	186	314
WP_061208759.1	lcl|NZ_RQHU01000019.1_cds_WP_238778023.1_2238	50.275	545	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135744507.1_139	43.946	223	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135745152.1_882	40.773	233	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135745202.1_944	38.261	230	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135744907.1_592	32.342	269	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135744905.1_590	34.752	282	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_244288973.1_2083	32.444	225	594
WP_061208759.1	lcl|NZ_RQHU01000019.1_cds_WP_135746388.1_2375	33.193	238	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135745841.1_1690	28.017	232	594
WP_061208759.1	lcl|NZ_RQHU01000008.1_cds_WP_135743521.1_3663	28.636	220	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135744976.1_678	30.568	229	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135744926.1_615	32.692	208	594
WP_061208759.1	lcl|NZ_RQHU01000019.1_cds_WP_135743210.1_2464	31.507	219	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135745551.1_1351	31.674	221	594
WP_061208759.1	lcl|NZ_RQHU01000019.1_cds_WP_135592366.1_2675	28.251	223	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135745784.1_1623	26.941	219	594
WP_061208759.1	lcl|NZ_RQHU01000013.1_cds_WP_100728389.1_3695	28.000	225	594
WP_061208759.1	lcl|NZ_RQHU01000019.1_cds_WP_135744089.1_2837	28.947	228	594
WP_061208759.1	lcl|NZ_RQHU01000019.1_cds_WP_135744206.1_2702	26.872	227	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135745783.1_1622	27.451	204	594
WP_061208759.1	lcl|NZ_RQHU01000005.1_cds_WP_135745783.1_1622	26.087	161	594
