WP_002725873.1	lcl|NZ_AFJV02000132.1_cds_WP_000340715.1_1116	93.902	82	106
WP_061209188.1	lcl|NZ_AFJV02000132.1_cds_WP_000410273.1_1117	92.971	313	314
WP_061209188.1	lcl|NZ_AFJV02000132.1_cds_WP_000093099.1_1137	58.730	63	314
WP_061209188.1	lcl|NZ_AFJV02000132.1_cds_WP_000646250.1_1120	27.711	249	314
WP_061209188.1	lcl|NZ_AFJV02000098.1_cds_WP_000744700.1_1999	23.385	325	314
WP_061209188.1	lcl|NZ_AFJV02000132.1_cds_WP_000600889.1_1146	22.909	275	314
WP_061209188.1	lcl|NZ_AFJV02000104.1_cds_WP_000723090.1_1859	23.875	289	314
WP_061209188.1	lcl|NZ_AFJV02000132.1_cds_WP_001067557.1_1123	24.540	326	314
WP_061208759.1	lcl|NZ_AFJV02000163.1_cds_WP_000667646.1_268	32.412	398	594
WP_061208759.1	lcl|NZ_AFJV02000162.1_cds_WP_000172202.1_337	39.130	230	594
WP_061208759.1	lcl|NZ_AFJV02000098.1_cds_WP_000828455.1_1910	36.863	255	594
WP_061208759.1	lcl|NZ_AFJV02000132.1_cds_WP_000834715.1_1140	37.553	237	594
WP_061208759.1	lcl|NZ_AFJV02000010.1_cds_WP_001161019.1_3476	32.407	216	594
WP_061208759.1	lcl|NZ_AFJV02000137.1_cds_WP_000510777.1_867	26.941	219	594
WP_061208759.1	lcl|NZ_AFJV02000152.1_cds_WP_001052498.1_623	25.820	244	594
WP_061208759.1	lcl|NZ_AFJV02000162.1_cds_WP_000942282.1_323	28.509	228	594
WP_061208759.1	lcl|NZ_AFJV02000004.1_cds_WP_000619175.1_3591	29.098	244	594
WP_061208759.1	lcl|NZ_AFJV02000003.1_cds_WP_000666552.1_3718	28.099	242	594
WP_061208759.1	lcl|NZ_AFJV02000155.1_cds_WP_000603361.1_537	29.130	230	594
WP_061208759.1	lcl|NZ_AFJV02000090.1_cds_WP_001141158.1_2169	30.942	223	594
WP_061208759.1	lcl|NZ_AFJV02000022.1_cds_WP_000047473.1_3302	28.571	210	594
WP_061208759.1	lcl|NZ_AFJV02000128.1_cds_WP_001089500.1_1248	29.911	224	594
WP_061208759.1	lcl|NZ_AFJV02000128.1_cds_WP_000433117.1_1280	32.927	164	594
WP_061208759.1	lcl|NZ_AFJV02000004.1_cds_WP_000218838.1_3592	28.112	249	594
WP_061208759.1	lcl|NZ_AFJV02000086.1_cds_WP_000590867.1_2216	25.943	212	594
WP_061208759.1	lcl|NZ_AFJV02000086.1_cds_WP_000590867.1_2216	24.841	157	594
WP_061208759.1	lcl|NZ_AFJV02000123.1_cds_WP_000052667.1_1392	25.439	228	594
WP_061208759.1	lcl|NZ_AFJV02000002.1_cds_WP_000184524.1_3749	26.728	217	594
WP_061208759.1	lcl|NZ_AFJV02000165.1_cds_WP_001288326.1_123	27.778	216	594
WP_061208759.1	lcl|NZ_AFJV02000138.1_cds_WP_001049205.1_840	28.500	200	594
WP_061208759.1	lcl|NZ_AFJV02000138.1_cds_WP_001049205.1_840	26.957	230	594
WP_061208759.1	lcl|NZ_AFJV02000110.1_cds_WP_000675807.1_1720	25.506	247	594
WP_061208759.1	lcl|NZ_AFJV02000155.1_cds_WP_000054169.1_521	23.445	209	594
WP_061208759.1	lcl|NZ_AFJV02000163.1_cds_WP_000626143.1_230	28.000	200	594
WP_061208759.1	lcl|NZ_AFJV02000163.1_cds_WP_000626143.1_230	21.505	186	594
WP_061208759.1	lcl|NZ_AFJV02000101.1_cds_WP_000481720.1_1889	24.229	227	594
WP_061208759.1	lcl|NZ_AFJV02000101.1_cds_WP_000481720.1_1889	22.500	240	594
WP_061208759.1	lcl|NZ_AFJV02000131.1_cds_WP_000136057.1_1218	27.027	222	594
