WP_002725873.1	lcl|NZ_JADDUO010000009.1_cds_WP_002725873.1_3386	100.000	106	106
WP_061209188.1	lcl|NZ_JADDUO010000009.1_cds_WP_002733579.1_3387	100.000	313	314
WP_061209188.1	lcl|NZ_JADDUO010000020.1_cds_WP_002722638.1_1171	24.845	322	314
WP_061209188.1	lcl|NZ_JADDUO010000009.1_cds_WP_002733534.1_3390	26.908	249	314
WP_061209188.1	lcl|NZ_JADDUO010000009.1_cds_WP_002740024.1_3481	23.132	281	314
WP_061209188.1	lcl|NZ_JADDUO010000001.1_cds_WP_002728309.1_1046	25.723	311	314
WP_061209188.1	lcl|NZ_JADDUO010000011.1_cds_WP_002743770.1_158	20.809	173	314
WP_061209188.1	lcl|NZ_JADDUO010000009.1_cds_WP_016749081.1_3419	24.503	151	314
WP_061209188.1	lcl|NZ_JADDUO010000009.1_cds_WP_002740721.1_3393	24.848	330	314
WP_061208759.1	lcl|NZ_JADDUO010000003.1_cds_WP_002723347.1_2225	41.228	228	594
WP_061208759.1	lcl|NZ_JADDUO010000009.1_cds_WP_002740724.1_3412	39.167	240	594
WP_061208759.1	lcl|NZ_JADDUO010000029.1_cds_WP_002742222.1_1647	40.000	230	594
WP_061208759.1	lcl|NZ_JADDUO010000028.1_cds_WP_002741286.1_1632	31.620	389	594
WP_061208759.1	lcl|NZ_JADDUO010000009.1_cds_IP947_RS05920_3423	35.115	262	594
WP_061208759.1	lcl|NZ_JADDUO010000013.1_cds_WP_002726143.1_372	33.333	216	594
WP_061208759.1	lcl|NZ_JADDUO010000005.1_cds_WP_002739451.1_2928	25.806	217	594
WP_061208759.1	lcl|NZ_JADDUO010000010.1_cds_WP_032854486.1_37	33.010	206	594
WP_061208759.1	lcl|NZ_JADDUO010000012.1_cds_WP_002734207.1_302	28.017	232	594
WP_061208759.1	lcl|NZ_JADDUO010000005.1_cds_WP_002725984.1_2960	29.565	230	594
WP_061208759.1	lcl|NZ_JADDUO010000004.1_cds_WP_002721827.1_2733	29.954	217	594
WP_061208759.1	lcl|NZ_JADDUO010000004.1_cds_WP_002721914.1_2701	29.817	218	594
WP_061208759.1	lcl|NZ_JADDUO010000006.1_cds_WP_002729296.1_3122	27.948	229	594
WP_061208759.1	lcl|NZ_JADDUO010000002.1_cds_WP_002724285.1_1755	30.093	216	594
WP_061208759.1	lcl|NZ_JADDUO010000010.1_cds_WP_002728388.1_53	29.048	210	594
WP_061208759.1	lcl|NZ_JADDUO010000014.1_cds_WP_002752475.1_487	27.197	239	594
WP_061208759.1	lcl|NZ_JADDUO010000044.1_cds_WP_002738485.1_2495	29.255	188	594
WP_061208759.1	lcl|NZ_JADDUO010000011.1_cds_WP_032853264.1_189	25.592	211	594
WP_061208759.1	lcl|NZ_JADDUO010000011.1_cds_WP_032853264.1_189	25.478	157	594
WP_061208759.1	lcl|NZ_JADDUO010000014.1_cds_WP_002729758.1_478	31.696	224	594
WP_061208759.1	lcl|NZ_JADDUO010000002.1_cds_WP_002730493.1_1774	26.512	215	594
WP_061208759.1	lcl|NZ_JADDUO010000007.1_cds_WP_002733837.1_3187	29.064	203	594
WP_061208759.1	lcl|NZ_JADDUO010000007.1_cds_WP_002733837.1_3187	26.630	184	594
WP_061208759.1	lcl|NZ_JADDUO010000019.1_cds_WP_002733736.1_867	25.600	250	594
WP_061208759.1	lcl|NZ_JADDUO010000003.1_cds_WP_002735056.1_2310	28.272	191	594
WP_061208759.1	lcl|NZ_JADDUO010000014.1_cds_WP_002729133.1_495	26.126	222	594
WP_061208759.1	lcl|NZ_JADDUO010000002.1_cds_WP_002724311.1_1754	26.587	252	594
WP_061208759.1	lcl|NZ_JADDUO010000031.1_cds_WP_002739367.1_1941	23.305	236	594
WP_061208759.1	lcl|NZ_JADDUO010000002.1_cds_WP_002734915.1_1702	24.887	221	594
WP_061208759.1	lcl|NZ_JADDUO010000002.1_cds_WP_002734915.1_1702	22.605	261	594
WP_061208759.1	lcl|NZ_JADDUO010000002.1_cds_WP_002739909.1_1711	27.500	200	594
WP_061208759.1	lcl|NZ_JADDUO010000002.1_cds_WP_002739909.1_1711	22.581	186	594
WP_061208759.1	lcl|NZ_JADDUO010000011.1_cds_WP_002723659.1_198	29.333	225	594
WP_061208759.1	lcl|NZ_JADDUO010000003.1_cds_WP_002723347.1_2225	41.228	228	594
WP_061208759.1	lcl|NZ_JADDUO010000009.1_cds_WP_002740724.1_3412	39.167	240	594
WP_061208759.1	lcl|NZ_JADDUO010000029.1_cds_WP_002742222.1_1647	40.000	230	594
WP_061208759.1	lcl|NZ_JADDUO010000028.1_cds_WP_002741286.1_1632	31.620	389	594
WP_061208759.1	lcl|NZ_JADDUO010000009.1_cds_IP947_RS05920_3423	35.115	262	594
WP_061208759.1	lcl|NZ_JADDUO010000013.1_cds_WP_002726143.1_372	33.333	216	594
WP_061208759.1	lcl|NZ_JADDUO010000005.1_cds_WP_002739451.1_2928	25.806	217	594
WP_061208759.1	lcl|NZ_JADDUO010000010.1_cds_WP_032854486.1_37	33.010	206	594
WP_061208759.1	lcl|NZ_JADDUO010000012.1_cds_WP_002734207.1_302	28.017	232	594
WP_061208759.1	lcl|NZ_JADDUO010000005.1_cds_WP_002725984.1_2960	29.565	230	594
WP_061208759.1	lcl|NZ_JADDUO010000004.1_cds_WP_002721827.1_2733	29.954	217	594
WP_061208759.1	lcl|NZ_JADDUO010000004.1_cds_WP_002721914.1_2701	29.817	218	594
WP_061208759.1	lcl|NZ_JADDUO010000006.1_cds_WP_002729296.1_3122	27.948	229	594
WP_061208759.1	lcl|NZ_JADDUO010000002.1_cds_WP_002724285.1_1755	30.093	216	594
