WP_002725873.1	lcl|NZ_AHNG02000018.1_cds_WP_002733653.1_1948	99.057	106	106
WP_061209188.1	lcl|NZ_AHNG02000018.1_cds_WP_002733579.1_1947	100.000	313	314
WP_061209188.1	lcl|NZ_AHNG02000006.1_cds_WP_002722638.1_2749	24.845	322	314
WP_061209188.1	lcl|NZ_AHNG02000018.1_cds_WP_002733534.1_1944	26.908	249	314
WP_061209188.1	lcl|NZ_AHNG02000018.1_cds_WP_002727919.1_1853	23.132	281	314
WP_061209188.1	lcl|NZ_AHNG02000031.1_cds_WP_002728309.1_556	25.723	311	314
WP_061209188.1	lcl|NZ_AHNG02000020.1_cds_WP_002729504.1_1469	20.809	173	314
WP_061209188.1	lcl|NZ_AHNG02000018.1_cds_WP_016749081.1_1920	24.503	151	314
WP_061209188.1	lcl|NZ_AHNG02000018.1_cds_WP_016749079.1_1941	24.242	330	314
WP_061208759.1	lcl|NZ_AHNG02000024.1_cds_WP_002723347.1_939	41.228	228	594
WP_061208759.1	lcl|NZ_AHNG02000027.1_cds_WP_002735243.1_724	40.435	230	594
WP_061208759.1	lcl|NZ_AHNG02000006.1_cds_WP_002732396.1_2665	31.620	389	594
WP_061208759.1	lcl|NZ_AHNG02000018.1_cds_WP_002733589.1_1916	35.115	262	594
WP_061208759.1	lcl|NZ_AHNG02000021.1_cds_WP_002726143.1_1282	33.333	216	594
WP_061208759.1	lcl|NZ_AHNG02000030.1_cds_WP_002723679.1_654	25.806	217	594
WP_061208759.1	lcl|NZ_AHNG02000032.1_cds_WP_002735846.1_378	32.524	206	594
WP_061208759.1	lcl|NZ_AHNG02000020.1_cds_WP_002734207.1_1616	28.017	232	594
WP_061208759.1	lcl|NZ_AHNG02000030.1_cds_WP_002725984.1_623	29.565	230	594
WP_061208759.1	lcl|NZ_AHNG02000002.1_cds_WP_002721827.1_3257	29.954	217	594
WP_061208759.1	lcl|NZ_AHNG02000002.1_cds_WP_002721914.1_3224	29.817	218	594
WP_061208759.1	lcl|NZ_AHNG02000002.1_cds_WP_002729296.1_3276	27.948	229	594
WP_061208759.1	lcl|NZ_AHNG02000024.1_cds_WP_002724285.1_1001	30.093	216	594
WP_061208759.1	lcl|NZ_AHNG02000032.1_cds_WP_002728388.1_362	29.048	210	594
WP_061208759.1	lcl|NZ_AHNG02000020.1_cds_WP_002733932.1_1416	27.197	239	594
WP_061208759.1	lcl|NZ_AHNG02000010.1_cds_WP_002732862.1_2376	29.255	188	594
WP_061208759.1	lcl|NZ_AHNG02000020.1_cds_WP_016749008.1_1500	26.066	211	594
WP_061208759.1	lcl|NZ_AHNG02000020.1_cds_WP_016749008.1_1500	26.115	157	594
