WP_002725873.1	lcl|NZ_AP025028.1_cds_WP_109019586.1_2140	66.197	71	106
WP_061209188.1	lcl|NZ_AP025028.1_cds_WP_109019372.1_2139	82.903	310	314
WP_061209188.1	lcl|NZ_AP025028.1_cds_WP_109019587.1_2110	49.679	312	314
WP_061209188.1	lcl|NZ_AP025028.1_cds_WP_174705662.1_3407	25.497	302	314
WP_061209188.1	lcl|NZ_AP025028.1_cds_WP_109021488.1_3379	23.565	331	314
WP_061209188.1	lcl|NZ_AP025028.1_cds_WP_109019369.1_2143	22.780	259	314
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109020425.1_2708	44.000	225	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109021689.1_3600	36.194	268	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109021739.1_51	39.912	228	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109021376.1_3254	34.944	269	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109021374.1_3252	37.004	227	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109019245.1_2274	27.027	407	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_242935351.1_841	35.841	226	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109018453.1_1140	27.397	219	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109019485.1_2017	29.675	246	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_242935178.1_2324	31.250	192	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109019995.1_1865	29.596	223	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109020093.1_582	26.122	245	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109018946.1_1453	28.509	228	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109021894.1_216	28.829	222	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109019693.1_1645	29.279	222	594
WP_061208759.1	lcl|NZ_AP025030.1_cds_WP_242935475.1_3875	29.384	211	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109022085.1_429	30.144	209	594
WP_061208759.1	lcl|NZ_AP025028.1_cds_WP_109019511.1_1988	28.241	216	594
