WP_002725873.1	lcl|NZ_JQRU01000088.1_cds_WP_020774736.1_3228	96.341	82	106
WP_061209188.1	lcl|NZ_JQRU01000088.1_cds_WP_020774692.1_3229	90.645	310	314
WP_061209188.1	lcl|NZ_JQRU01000088.1_cds_WP_020774697.1_3232	26.908	249	314
WP_061209188.1	lcl|NZ_JQRU01000008.1_cds_WP_020771927.1_591	24.149	323	314
WP_061209188.1	lcl|NZ_JQRU01000088.1_cds_WP_020774725.1_3262	24.194	186	314
WP_061209188.1	lcl|NZ_JQRU01000002.1_cds_WP_020774296.1_165	23.045	243	314
WP_061209188.1	lcl|NZ_JQRU01000104.1_cds_WP_020775260.1_3470	20.238	168	314
WP_061209188.1	lcl|NZ_JQRU01000004.1_cds_WP_017808832.1_299	24.424	217	314
WP_061208759.1	lcl|NZ_JQRU01000005.1_cds_WP_020772142.1_370	31.807	393	594
WP_061208759.1	lcl|NZ_JQRU01000079.1_cds_WP_020774675.1_3072	39.556	225	594
WP_061208759.1	lcl|NZ_JQRU01000088.1_cds_WP_020774734.1_3251	39.344	244	594
WP_061208759.1	lcl|NZ_JQRU01000023.1_cds_WP_020771820.1_1345	36.863	255	594
WP_061208759.1	lcl|NZ_JQRU01000047.1_cds_WP_017807632.1_2271	32.870	216	594
WP_061208759.1	lcl|NZ_JQRU01000116.1_cds_WP_020774460.1_3658	26.293	232	594
WP_061208759.1	lcl|NZ_JQRU01000040.1_cds_WP_020774955.1_2081	28.947	228	594
WP_061208759.1	lcl|NZ_JQRU01000008.1_cds_WP_020771995.1_635	29.493	217	594
WP_061208759.1	lcl|NZ_JQRU01000038.1_cds_WP_020772814.1_1996	30.804	224	594
WP_061208759.1	lcl|NZ_JQRU01000035.1_cds_WP_021064499.1_1812	25.306	245	594
WP_061208759.1	lcl|NZ_JQRU01000002.1_cds_WP_020774263.1_50	30.732	205	594
WP_061208759.1	lcl|NZ_JQRU01000038.1_cds_WP_017808979.1_1977	27.511	229	594
WP_061208759.1	lcl|NZ_JQRU01000019.1_cds_WP_020773964.1_1151	29.787	188	594
WP_061208759.1	lcl|NZ_JQRU01000025.1_cds_WP_020773130.1_1473	29.048	210	594
WP_061208759.1	lcl|NZ_JQRU01000050.1_cds_WP_020775191.1_2352	31.658	199	594
WP_061208759.1	lcl|NZ_JQRU01000065.1_cds_WP_020772697.1_2803	27.004	237	594
WP_061208759.1	lcl|NZ_JQRU01000032.1_cds_WP_020774796.1_1713	29.825	228	594
WP_061208759.1	lcl|NZ_JQRU01000032.1_cds_WP_020774785.1_1699	26.066	211	594
WP_061208759.1	lcl|NZ_JQRU01000038.1_cds_WP_020772906.1_2030	28.311	219	594
WP_061208759.1	lcl|NZ_JQRU01000002.1_cds_WP_020774389.1_123	24.898	245	594
WP_061208759.1	lcl|NZ_JQRU01000040.1_cds_WP_020774979.1_2094	26.180	233	594
WP_061208759.1	lcl|NZ_JQRU01000014.1_cds_WP_020773562.1_952	27.143	210	594
WP_061208759.1	lcl|NZ_JQRU01000008.1_cds_WP_020771751.1_634	28.226	248	594
WP_061208759.1	lcl|NZ_JQRU01000073.1_cds_WP_020774244.1_2980	27.094	203	594
WP_061208759.1	lcl|NZ_JQRU01000073.1_cds_WP_020774244.1_2980	25.110	227	594
WP_061208759.1	lcl|NZ_JQRU01000033.1_cds_WP_020774455.1_1730	23.982	221	594
WP_061208759.1	lcl|NZ_JQRU01000079.1_cds_WP_021064669.1_3068	28.141	199	594
WP_061208759.1	lcl|NZ_JQRU01000079.1_cds_WP_021064669.1_3068	22.581	186	594
WP_061208759.1	lcl|NZ_JQRU01000005.1_cds_WP_036040888.1_381	23.041	217	594
WP_061208759.1	lcl|NZ_JQRU01000005.1_cds_WP_036040888.1_381	22.088	249	594
WP_061208759.1	lcl|NZ_JQRU01000044.1_cds_WP_020774788.1_2207	27.027	222	594
WP_061208759.1	lcl|NZ_JQRU01000005.1_cds_WP_020772142.1_370	31.807	393	594
WP_061208759.1	lcl|NZ_JQRU01000079.1_cds_WP_020774675.1_3072	39.556	225	594
WP_061208759.1	lcl|NZ_JQRU01000088.1_cds_WP_020774734.1_3251	39.344	244	594
WP_061208759.1	lcl|NZ_JQRU01000023.1_cds_WP_020771820.1_1345	36.863	255	594
WP_061208759.1	lcl|NZ_JQRU01000047.1_cds_WP_017807632.1_2271	32.870	216	594
WP_061208759.1	lcl|NZ_JQRU01000116.1_cds_WP_020774460.1_3658	26.293	232	594
WP_061208759.1	lcl|NZ_JQRU01000040.1_cds_WP_020774955.1_2081	28.947	228	594
WP_061208759.1	lcl|NZ_JQRU01000008.1_cds_WP_020771995.1_635	29.493	217	594
WP_061208759.1	lcl|NZ_JQRU01000038.1_cds_WP_020772814.1_1996	30.804	224	594
WP_061208759.1	lcl|NZ_JQRU01000035.1_cds_WP_021064499.1_1812	25.306	245	594
WP_061208759.1	lcl|NZ_JQRU01000002.1_cds_WP_020774263.1_50	30.732	205	594
WP_061208759.1	lcl|NZ_JQRU01000038.1_cds_WP_017808979.1_1977	27.511	229	594
WP_061208759.1	lcl|NZ_JQRU01000019.1_cds_WP_020773964.1_1151	29.787	188	594
WP_061208759.1	lcl|NZ_JQRU01000025.1_cds_WP_020773130.1_1473	29.048	210	594
WP_061208759.1	lcl|NZ_JQRU01000050.1_cds_WP_020775191.1_2352	31.658	199	594
WP_061208759.1	lcl|NZ_JQRU01000065.1_cds_WP_020772697.1_2803	27.004	237	594
WP_061208759.1	lcl|NZ_JQRU01000032.1_cds_WP_020774796.1_1713	29.825	228	594
WP_061208759.1	lcl|NZ_JQRU01000032.1_cds_WP_020774785.1_1699	26.066	211	594
WP_061208759.1	lcl|NZ_JQRU01000038.1_cds_WP_020772906.1_2030	28.311	219	594
WP_061208759.1	lcl|NZ_JQRU01000002.1_cds_WP_020774389.1_123	24.898	245	594
WP_061208759.1	lcl|NZ_JQRU01000040.1_cds_WP_020774979.1_2094	26.180	233	594
WP_061208759.1	lcl|NZ_JQRU01000014.1_cds_WP_020773562.1_952	27.143	210	594
WP_061208759.1	lcl|NZ_JQRU01000008.1_cds_WP_020771751.1_634	28.226	248	594
WP_061208759.1	lcl|NZ_JQRU01000073.1_cds_WP_020774244.1_2980	27.094	203	594
WP_061208759.1	lcl|NZ_JQRU01000073.1_cds_WP_020774244.1_2980	25.110	227	594
WP_061208759.1	lcl|NZ_JQRU01000033.1_cds_WP_020774455.1_1730	23.982	221	594
WP_061208759.1	lcl|NZ_JQRU01000079.1_cds_WP_021064669.1_3068	28.141	199	594
WP_061208759.1	lcl|NZ_JQRU01000079.1_cds_WP_021064669.1_3068	22.581	186	594
WP_061208759.1	lcl|NZ_JQRU01000005.1_cds_WP_036040888.1_381	23.041	217	594
WP_061208759.1	lcl|NZ_JQRU01000005.1_cds_WP_036040888.1_381	22.088	249	594
WP_061208759.1	lcl|NZ_JQRU01000044.1_cds_WP_020774788.1_2207	27.027	222	594
WP_061208754.1	lcl|NZ_JQRU01000088.1_cds_WP_020774697.1_3232	32.143	336	343
WP_061208754.1	lcl|NZ_JQRU01000088.1_cds_WP_020774725.1_3262	27.246	345	343
WP_061208754.1	lcl|NZ_JQRU01000008.1_cds_WP_020771927.1_591	26.686	341	343
WP_061208754.1	lcl|NZ_JQRU01000002.1_cds_WP_020774296.1_165	26.648	349	343
WP_061208754.1	lcl|NZ_JQRU01000104.1_cds_WP_020775260.1_3470	23.876	356	343
WP_061208754.1	lcl|NZ_JQRU01000089.1_cds_WP_020775061.1_3322	24.855	346	343
WP_061208754.1	lcl|NZ_JQRU01000025.1_cds_WP_020773134.1_1404	26.136	352	343
WP_061208754.1	lcl|NZ_JQRU01000004.1_cds_WP_017808832.1_299	29.744	195	343
WP_061208754.1	lcl|NZ_JQRU01000088.1_cds_WP_020774722.1_3235	27.347	245	343
WP_061208754.1	lcl|NZ_JQRU01000088.1_cds_WP_017809394.1_3257	28.685	251	343
WP_061208754.1	lcl|NZ_JQRU01000061.1_cds_WP_020772546.1_2706	22.881	236	343
WP_061208754.1	lcl|NZ_JQRU01000088.1_cds_WP_021064603.1_3259	26.250	240	343
WP_061208754.1	lcl|NZ_JQRU01000061.1_cds_WP_020772564.1_2704	24.444	180	343
WP_061208756.1	lcl|NZ_JQRU01000088.1_cds_WP_020774707.1_3261	39.474	228	577
WP_061208756.1	lcl|NZ_JQRU01000002.1_cds_WP_020774383.1_77	25.758	264	577
WP_061208756.1	lcl|NZ_JQRU01000088.1_cds_WP_017810303.1_3271	30.901	233	577
WP_061208756.1	lcl|NZ_JQRU01000061.1_cds_WP_020772545.1_2701	24.590	244	577
WP_061208756.1	lcl|NZ_JQRU01000011.1_cds_WP_020773244.1_764	26.374	273	577
WP_061208756.1	lcl|NZ_JQRU01000061.1_cds_WP_021064599.1_2697	30.508	59	577
