WP_002725873.1	lcl|NZ_RQHE01000004.1_cds_WP_135576183.1_118	63.514	74	106
WP_061209188.1	lcl|NZ_RQHE01000004.1_cds_WP_135737733.1_119	82.258	310	314
WP_061209188.1	lcl|NZ_RQHE01000004.1_cds_WP_135739208.1_2303	23.053	321	314
WP_061209188.1	lcl|NZ_RQHE01000004.1_cds_WP_135576173.1_123	24.064	187	314
WP_061209188.1	lcl|NZ_RQHE01000011.1_cds_WP_012476594.1_3296	22.619	168	314
WP_061209188.1	lcl|NZ_RQHE01000004.1_cds_WP_135738981.1_1723	23.220	323	314
WP_061209188.1	lcl|NZ_RQHE01000004.1_cds_WP_135738365.1_148	19.856	277	314
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738787.1_1267	42.194	237	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135577291.1_2009	41.841	239	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738979.1_1717	35.055	271	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135577216.1_2073	38.362	232	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738977.1_1715	34.496	258	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_135579329.1_3115	30.337	267	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_012388182.1_956	29.596	223	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_135579585.1_2762	27.897	233	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_246845486.1_2494	33.816	207	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_233440954.1_1744	33.178	214	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_012387298.1_1809	31.304	230	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738413.1_299	30.000	220	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738500.1_536	28.372	215	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_041769999.1_509	28.700	223	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_135738184.1_2844	28.910	211	594
WP_061208759.1	lcl|NZ_RQHE01000007.1_cds_WP_135579429.1_3490	27.778	252	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135575152.1_238	28.750	240	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_012388483.1_662	27.632	228	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135739334.1_2650	23.810	231	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_135579491.1_2684	26.471	204	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_135579491.1_2684	25.309	162	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135575176.1_264	26.457	223	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_012387776.1_1354	28.947	228	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_135579674.1_2836	29.412	204	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135576175.1_122	24.631	203	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_012387409.1_1696	28.218	202	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_135738245.1_2969	29.648	199	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738843.1_1397	28.500	200	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738843.1_1397	27.586	174	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_012387360.1_1745	26.613	248	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738750.1_1190	22.772	202	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135739045.1_1867	24.752	202	594
WP_061208759.1	lcl|NZ_RQHE01000007.1_cds_WP_135739478.1_3521	25.941	239	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_012389603.1_2750	25.806	186	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_012389603.1_2750	28.151	238	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135575154.1_240	25.359	209	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738787.1_1267	42.194	237	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135577291.1_2009	41.841	239	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738979.1_1717	35.055	271	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135577216.1_2073	38.362	232	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738977.1_1715	34.496	258	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_135579329.1_3115	30.337	267	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_012388182.1_956	29.596	223	594
WP_061208759.1	lcl|NZ_RQHE01000001.1_cds_WP_135579585.1_2762	27.897	233	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_246845486.1_2494	33.816	207	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_233440954.1_1744	33.178	214	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_012387298.1_1809	31.304	230	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738413.1_299	30.000	220	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_135738500.1_536	28.372	215	594
WP_061208759.1	lcl|NZ_RQHE01000004.1_cds_WP_041769999.1_509	28.700	223	594
