WP_002725873.1	lcl|NZ_JASEXH010000052.1_cds_WP_004462903.1_3228	97.561	82	106
WP_061209188.1	lcl|NZ_JASEXH010000052.1_cds_WP_004472299.1_3229	91.935	310	314
WP_061209188.1	lcl|NZ_JASEXH010000027.1_cds_WP_004461583.1_2456	23.913	322	314
WP_061209188.1	lcl|NZ_JASEXH010000052.1_cds_WP_004479538.1_3232	26.908	249	314
WP_061209188.1	lcl|NZ_JASEXH010000039.1_cds_WP_282965079.1_2943	23.132	281	314
WP_061209188.1	lcl|NZ_JASEXH010000001.1_cds_WP_004461234.1_43	25.087	287	314
WP_061209188.1	lcl|NZ_JASEXH010000042.1_cds_WP_004468319.1_3013	20.710	169	314
WP_061208759.1	lcl|NZ_JASEXH010000084.1_cds_QMM61_RS17200_3445	50.728	481	594
WP_061208759.1	lcl|NZ_JASEXH010000084.1_cds_WP_282965225.1_3446	67.939	131	594
WP_061208759.1	lcl|NZ_JASEXH010000035.1_cds_WP_282965048.1_2778	42.174	230	594
WP_061208759.1	lcl|NZ_JASEXH010000005.1_cds_WP_282964551.1_910	41.702	235	594
WP_061208759.1	lcl|NZ_JASEXH010000032.1_cds_WP_004459265.1_2673	31.620	389	594
WP_061208759.1	lcl|NZ_JASEXH010000002.1_cds_WP_004457911.1_302	35.266	207	594
WP_061208759.1	lcl|NZ_JASEXH010000015.1_cds_WP_004461439.1_504	25.806	217	594
WP_061208759.1	lcl|NZ_JASEXH010000014.1_cds_WP_282964797.1_1797	29.258	229	594
WP_061208759.1	lcl|NZ_JASEXH010000003.1_cds_WP_004463720.1_703	30.357	224	594
WP_061208759.1	lcl|NZ_JASEXH010000036.1_cds_WP_004467144.1_2823	26.141	241	594
WP_061208759.1	lcl|NZ_JASEXH010000005.1_cds_WP_282964570.1_1024	31.818	220	594
WP_061208759.1	lcl|NZ_JASEXH010000029.1_cds_WP_282964994.1_2574	31.553	206	594
WP_061208759.1	lcl|NZ_JASEXH010000015.1_cds_WP_004462026.1_548	29.130	230	594
WP_061208759.1	lcl|NZ_JASEXH010000003.1_cds_WP_004460086.1_737	29.358	218	594
WP_061208759.1	lcl|NZ_JASEXH010000003.1_cds_WP_004473583.1_684	29.386	228	594
WP_061208759.1	lcl|NZ_JASEXH010000004.1_cds_WP_004460645.1_793	29.048	210	594
WP_061208759.1	lcl|NZ_JASEXH010000011.1_cds_WP_004464119.1_1575	31.746	189	594
WP_061208759.1	lcl|NZ_JASEXH010000024.1_cds_WP_061206016.1_2330	26.609	233	594
WP_061208759.1	lcl|NZ_JASEXH010000024.1_cds_WP_004466635.1_2309	30.357	224	594
WP_061208759.1	lcl|NZ_JASEXH010000021.1_cds_WP_016756939.1_2189	24.291	247	594
WP_061208759.1	lcl|NZ_JASEXH010000021.1_cds_WP_016756939.1_2189	26.115	157	594
WP_061208759.1	lcl|NZ_JASEXH010000007.1_cds_WP_004459763.1_1228	26.442	208	594
WP_061208759.1	lcl|NZ_JASEXH010000033.1_cds_WP_004460408.1_2717	26.190	252	594
WP_061208759.1	lcl|NZ_JASEXH010000010.1_cds_WP_282964700.1_1535	28.358	201	594
WP_061208759.1	lcl|NZ_JASEXH010000010.1_cds_WP_282964700.1_1535	27.869	183	594
