WP_002725873.1	lcl|NZ_AHOH02000001.1_cds_WP_004462903.1_3520	97.561	82	106
WP_061209188.1	lcl|NZ_AHOH02000001.1_cds_WP_004472299.1_3521	91.935	310	314
WP_061209188.1	lcl|NZ_AHOH02000014.1_cds_WP_004461583.1_1602	23.913	322	314
WP_061209188.1	lcl|NZ_AHOH02000001.1_cds_WP_004479538.1_3524	26.908	249	314
WP_061209188.1	lcl|NZ_AHOH02000001.1_cds_WP_004479686.1_3555	23.936	188	314
WP_061209188.1	lcl|NZ_AHOH02000001.1_cds_WP_004476514.1_3632	23.132	281	314
WP_061209188.1	lcl|NZ_AHOH02000012.1_cds_WP_004461234.1_2154	25.087	287	314
WP_061209188.1	lcl|NZ_AHOH02000019.1_cds_WP_004468319.1_1238	20.710	169	314
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_017863782.1_1425	32.061	393	594
WP_061208759.1	lcl|NZ_AHOH02000008.1_cds_WP_004457781.1_2761	41.304	230	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004479548.1_3553	38.983	236	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004480428.1_1755	31.620	389	594
WP_061208759.1	lcl|NZ_AHOH02000010.1_cds_WP_004464005.1_2388	35.266	207	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004461439.1_3332	25.806	217	594
WP_061208759.1	lcl|NZ_AHOH02000008.1_cds_WP_004480113.1_2655	29.258	229	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004480457.1_1725	27.311	238	594
WP_061208759.1	lcl|NZ_AHOH02000045.1_cds_WP_004460145.1_238	29.911	224	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004466161.1_3287	29.130	230	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004476577.1_3748	31.553	206	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004469508.1_1538	31.818	220	594
WP_061208759.1	lcl|NZ_AHOH02000045.1_cds_WP_004460182.1_219	29.386	228	594
WP_061208759.1	lcl|NZ_AHOH02000045.1_cds_WP_004481334.1_272	29.358	218	594
WP_061208759.1	lcl|NZ_AHOH02000002.1_cds_WP_004460645.1_3208	29.048	210	594
WP_061208759.1	lcl|NZ_AHOH02000010.1_cds_WP_004480212.1_2486	31.746	189	594
WP_061208759.1	lcl|NZ_AHOH02000013.1_cds_WP_004480402.1_2020	26.609	233	594
WP_061208759.1	lcl|NZ_AHOH02000013.1_cds_WP_004480385.1_1999	30.357	224	594
WP_061208759.1	lcl|NZ_AHOH02000008.1_cds_WP_004461802.1_2527	23.984	246	594
WP_061208759.1	lcl|NZ_AHOH02000008.1_cds_WP_004461802.1_2527	26.115	157	594
WP_061208759.1	lcl|NZ_AHOH02000012.1_cds_WP_004459763.1_2230	26.442	208	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004474610.1_3676	26.190	252	594
WP_061208759.1	lcl|NZ_AHOH02000002.1_cds_WP_004479790.1_3052	28.571	231	594
WP_061208759.1	lcl|NZ_AHOH02000002.1_cds_WP_004479790.1_3052	27.869	183	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004467532.1_1537	26.378	254	594
WP_061208759.1	lcl|NZ_AHOH02000005.1_cds_WP_004466296.1_2922	24.658	219	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004479667.1_3410	22.727	220	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004480430.1_1437	24.434	221	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004480430.1_1437	22.490	249	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004459333.1_1794	27.000	200	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004459333.1_1794	22.043	186	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_017863782.1_1425	32.061	393	594
WP_061208759.1	lcl|NZ_AHOH02000008.1_cds_WP_004457781.1_2761	41.304	230	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004479548.1_3553	38.983	236	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004480428.1_1755	31.620	389	594
WP_061208759.1	lcl|NZ_AHOH02000010.1_cds_WP_004464005.1_2388	35.266	207	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004461439.1_3332	25.806	217	594
WP_061208759.1	lcl|NZ_AHOH02000008.1_cds_WP_004480113.1_2655	29.258	229	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004480457.1_1725	27.311	238	594
WP_061208759.1	lcl|NZ_AHOH02000045.1_cds_WP_004460145.1_238	29.911	224	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004466161.1_3287	29.130	230	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004476577.1_3748	31.553	206	594
WP_061208759.1	lcl|NZ_AHOH02000014.1_cds_WP_004469508.1_1538	31.818	220	594
WP_061208759.1	lcl|NZ_AHOH02000045.1_cds_WP_004460182.1_219	29.386	228	594
WP_061208759.1	lcl|NZ_AHOH02000045.1_cds_WP_004481334.1_272	29.358	218	594
WP_061208759.1	lcl|NZ_AHOH02000002.1_cds_WP_004460645.1_3208	29.048	210	594
WP_061208759.1	lcl|NZ_AHOH02000010.1_cds_WP_004480212.1_2486	31.746	189	594
WP_061208759.1	lcl|NZ_AHOH02000013.1_cds_WP_004480402.1_2020	26.609	233	594
WP_061208759.1	lcl|NZ_AHOH02000013.1_cds_WP_004480385.1_1999	30.357	224	594
WP_061208759.1	lcl|NZ_AHOH02000008.1_cds_WP_004461802.1_2527	23.984	246	594
WP_061208759.1	lcl|NZ_AHOH02000008.1_cds_WP_004461802.1_2527	26.115	157	594
WP_061208759.1	lcl|NZ_AHOH02000012.1_cds_WP_004459763.1_2230	26.442	208	594
WP_061208759.1	lcl|NZ_AHOH02000001.1_cds_WP_004474610.1_3676	26.190	252	594
