WP_002725873.1	lcl|NZ_AFLF01000123.1_cds_WP_000340715.1_1368	93.902	82	106
WP_061209188.1	lcl|NZ_AFLF01000123.1_cds_WP_000410273.1_1367	92.971	313	314
WP_061209188.1	lcl|NZ_AFLF01000123.1_cds_WP_000093099.1_1347	58.730	63	314
WP_061209188.1	lcl|NZ_AFLF01000123.1_cds_WP_000646250.1_1364	27.711	249	314
WP_061209188.1	lcl|NZ_AFLF01000219.1_cds_WP_000744700.1_251	23.385	325	314
WP_061209188.1	lcl|NZ_AFLF01000123.1_cds_WP_000600889.1_1338	22.909	275	314
WP_061209188.1	lcl|NZ_AFLF01000123.1_cds_WP_000723090.1_1285	23.875	289	314
WP_061209188.1	lcl|NZ_AFLF01000123.1_cds_WP_001067557.1_1361	24.540	326	314
WP_061208759.1	lcl|NZ_AFLF01000056.1_cds_WP_000667646.1_2448	32.412	398	594
WP_061208759.1	lcl|NZ_AFLF01000042.1_cds_WP_000172202.1_2653	39.130	230	594
WP_061208759.1	lcl|NZ_AFLF01000003.1_cds_WP_000828455.1_3705	36.863	255	594
WP_061208759.1	lcl|NZ_AFLF01000123.1_cds_WP_000834715.1_1344	37.553	237	594
WP_061208759.1	lcl|NZ_AFLF01000116.1_cds_WP_001161019.1_1511	32.407	216	594
WP_061208759.1	lcl|NZ_AFLF01000055.1_cds_WP_000510777.1_2464	26.941	219	594
WP_061208759.1	lcl|NZ_AFLF01000124.1_cds_WP_001052498.1_1283	25.820	244	594
WP_061208759.1	lcl|NZ_AFLF01000042.1_cds_WP_000942282.1_2639	28.509	228	594
WP_061208759.1	lcl|NZ_AFLF01000129.1_cds_WP_000619175.1_1155	29.098	244	594
WP_061208759.1	lcl|NZ_AFLF01000161.1_cds_WP_000666552.1_565	28.099	242	594
WP_061208759.1	lcl|NZ_AFLF01000070.1_cds_WP_000603361.1_2119	29.130	230	594
WP_061208759.1	lcl|NZ_AFLF01000048.1_cds_WP_001141158.1_2557	30.942	223	594
WP_061208759.1	lcl|NZ_AFLF01000145.1_cds_WP_000047473.1_808	28.571	210	594
WP_061208759.1	lcl|NZ_AFLF01000023.1_cds_WP_001089500.1_3457	29.911	224	594
WP_061208759.1	lcl|NZ_AFLF01000023.1_cds_WP_000433117.1_3425	32.927	164	594
