WP_002725873.1	lcl|NZ_AFLG01000181.1_cds_WP_000340715.1_1057	93.902	82	106
WP_061209188.1	lcl|NZ_AFLG01000181.1_cds_WP_000410273.1_1058	92.971	313	314
WP_061209188.1	lcl|NZ_AFLG01000181.1_cds_WP_000093099.1_1078	58.730	63	314
WP_061209188.1	lcl|NZ_AFLG01000181.1_cds_WP_000646252.1_1061	27.711	249	314
WP_061209188.1	lcl|NZ_AFLG01000043.1_cds_WP_000744700.1_3100	23.385	325	314
WP_061209188.1	lcl|NZ_AFLG01000181.1_cds_WP_000600889.1_1087	22.909	275	314
WP_061209188.1	lcl|NZ_AFLG01000181.1_cds_WP_000723090.1_1140	23.875	289	314
WP_061209188.1	lcl|NZ_AFLG01000181.1_cds_WP_001067557.1_1064	24.540	326	314
WP_061208759.1	lcl|NZ_AFLG01000182.1_cds_WP_000667646.1_1043	32.412	398	594
WP_061208759.1	lcl|NZ_AFLG01000087.1_cds_WP_000172202.1_2060	39.130	230	594
WP_061208759.1	lcl|NZ_AFLG01000058.1_cds_WP_000828455.1_2689	36.863	255	594
WP_061208759.1	lcl|NZ_AFLG01000181.1_cds_WP_000834715.1_1081	37.553	237	594
WP_061208759.1	lcl|NZ_AFLG01000054.1_cds_WP_001161019.1_2809	32.407	216	594
WP_061208759.1	lcl|NZ_AFLG01000138.1_cds_WP_000510777.1_1429	26.941	219	594
WP_061208759.1	lcl|NZ_AFLG01000097.1_cds_WP_001052498.1_1907	25.820	244	594
WP_061208759.1	lcl|NZ_AFLG01000087.1_cds_WP_000942282.1_2046	28.509	228	594
WP_061208759.1	lcl|NZ_AFLG01000103.1_cds_WP_000619175.1_1833	29.098	244	594
WP_061208759.1	lcl|NZ_AFLG01000180.1_cds_WP_000666552.1_1154	28.099	242	594
WP_061208759.1	lcl|NZ_AFLG01000078.1_cds_WP_000603361.1_2219	29.130	230	594
WP_061208759.1	lcl|NZ_AFLG01000239.1_cds_WP_001141158.1_448	30.942	223	594
WP_061208759.1	lcl|NZ_AFLG01000034.1_cds_WP_000047473.1_3329	28.571	210	594
WP_061208759.1	lcl|NZ_AFLG01000052.1_cds_WP_001089500.1_2876	29.911	224	594
WP_061208759.1	lcl|NZ_AFLG01000159.1_cds_WP_000433117.1_1321	32.927	164	594
WP_061208759.1	lcl|NZ_AFLG01000103.1_cds_WP_000218838.1_1834	28.112	249	594
WP_061208759.1	lcl|NZ_AFLG01000288.1_cds_WP_000590867.1_226	25.943	212	594
WP_061208759.1	lcl|NZ_AFLG01000288.1_cds_WP_000590867.1_226	24.841	157	594
WP_061208759.1	lcl|NZ_AFLG01000064.1_cds_WP_000052667.1_2515	25.439	228	594
WP_061208759.1	lcl|NZ_AFLG01000119.1_cds_WP_000184524.1_1686	26.728	217	594
WP_061208759.1	lcl|NZ_AFLG01000004.1_cds_WP_001288326.1_3708	27.778	216	594
WP_061208759.1	lcl|NZ_AFLG01000226.1_cds_WP_001049205.1_533	28.500	200	594
WP_061208759.1	lcl|NZ_AFLG01000226.1_cds_WP_001049205.1_533	26.957	230	594
WP_061208759.1	lcl|NZ_AFLG01000028.1_cds_WP_000675807.1_3459	25.506	247	594
WP_061208759.1	lcl|NZ_AFLG01000078.1_cds_WP_000054169.1_2203	23.445	209	594
WP_061208759.1	lcl|NZ_AFLG01000229.1_cds_WP_000626143.1_498	28.000	200	594
WP_061208759.1	lcl|NZ_AFLG01000229.1_cds_WP_000626143.1_498	21.505	186	594
WP_061208759.1	lcl|NZ_AFLG01000088.1_cds_WP_000481720.1_2036	24.229	227	594
WP_061208759.1	lcl|NZ_AFLG01000088.1_cds_WP_000481720.1_2036	22.500	240	594
WP_061208759.1	lcl|NZ_AFLG01000123.1_cds_WP_000136057.1_1631	27.027	222	594
WP_061208759.1	lcl|NZ_AFLG01000182.1_cds_WP_000667646.1_1043	32.412	398	594
WP_061208759.1	lcl|NZ_AFLG01000087.1_cds_WP_000172202.1_2060	39.130	230	594
WP_061208759.1	lcl|NZ_AFLG01000058.1_cds_WP_000828455.1_2689	36.863	255	594
WP_061208759.1	lcl|NZ_AFLG01000181.1_cds_WP_000834715.1_1081	37.553	237	594
WP_061208759.1	lcl|NZ_AFLG01000054.1_cds_WP_001161019.1_2809	32.407	216	594
WP_061208759.1	lcl|NZ_AFLG01000138.1_cds_WP_000510777.1_1429	26.941	219	594
WP_061208759.1	lcl|NZ_AFLG01000097.1_cds_WP_001052498.1_1907	25.820	244	594
WP_061208759.1	lcl|NZ_AFLG01000087.1_cds_WP_000942282.1_2046	28.509	228	594
WP_061208759.1	lcl|NZ_AFLG01000103.1_cds_WP_000619175.1_1833	29.098	244	594
WP_061208759.1	lcl|NZ_AFLG01000180.1_cds_WP_000666552.1_1154	28.099	242	594
WP_061208759.1	lcl|NZ_AFLG01000078.1_cds_WP_000603361.1_2219	29.130	230	594
WP_061208759.1	lcl|NZ_AFLG01000239.1_cds_WP_001141158.1_448	30.942	223	594
WP_061208759.1	lcl|NZ_AFLG01000034.1_cds_WP_000047473.1_3329	28.571	210	594
WP_061208759.1	lcl|NZ_AFLG01000052.1_cds_WP_001089500.1_2876	29.911	224	594
WP_061208759.1	lcl|NZ_AFLG01000159.1_cds_WP_000433117.1_1321	32.927	164	594
WP_061208759.1	lcl|NZ_AFLG01000103.1_cds_WP_000218838.1_1834	28.112	249	594
WP_061208759.1	lcl|NZ_AFLG01000288.1_cds_WP_000590867.1_226	25.943	212	594
