WP_002725873.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000340715.1_1674	93.902	82	106
WP_061209188.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000410275.1_1675	93.226	310	314
WP_061209188.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000744700.1_326	23.385	325	314
WP_061209188.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723078.1_1724	22.302	278	314
WP_061209188.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723090.1_1744	23.875	289	314
WP_061209188.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000567887.1_1726	23.009	226	314
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000667646.1_924	32.412	398	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000172205.1_888	37.879	264	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000828456.1_416	36.863	255	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000614938.1_1701	34.649	228	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001161018.1_1455	32.407	216	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000510774.1_1357	26.941	219	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000942282.1_3252	28.509	228	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001052495.1_3787	25.410	244	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000619173.1_3743	29.098	244	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000666552.1_2029	28.099	242	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000603361.1_1566	29.130	230	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001141158.1_963	30.942	223	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000047473.1_2317	28.571	210	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001089500.1_2009	29.911	224	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000433117.1_1977	32.927	164	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000218838.1_3742	28.112	249	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000590871.1_2987	25.943	212	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000590871.1_2987	24.841	157	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000052667.1_533	25.439	228	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000184524.1_2755	26.728	217	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001288326.1_648	27.778	216	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002187456.1_2419	28.500	200	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002187456.1_2419	26.201	229	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000651460.1_1792	25.703	249	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000054169.1_1584	23.445	209	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000626143.1_894	28.000	200	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000626143.1_894	21.505	186	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189384.1_687	24.229	227	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189384.1_687	22.083	240	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000136057.1_850	27.027	222	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000667646.1_924	32.412	398	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000172205.1_888	37.879	264	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000828456.1_416	36.863	255	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000614938.1_1701	34.649	228	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001161018.1_1455	32.407	216	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000510774.1_1357	26.941	219	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000942282.1_3252	28.509	228	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001052495.1_3787	25.410	244	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000619173.1_3743	29.098	244	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000666552.1_2029	28.099	242	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000603361.1_1566	29.130	230	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001141158.1_963	30.942	223	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000047473.1_2317	28.571	210	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001089500.1_2009	29.911	224	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000433117.1_1977	32.927	164	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000218838.1_3742	28.112	249	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000590871.1_2987	25.943	212	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000590871.1_2987	24.841	157	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000052667.1_533	25.439	228	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000184524.1_2755	26.728	217	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001288326.1_648	27.778	216	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002187456.1_2419	28.500	200	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002187456.1_2419	26.201	229	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000651460.1_1792	25.703	249	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000054169.1_1584	23.445	209	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000626143.1_894	28.000	200	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000626143.1_894	21.505	186	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189384.1_687	24.229	227	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189384.1_687	22.083	240	594
WP_061208759.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000136057.1_850	27.027	222	594
WP_061208753.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000900194.1_1702	26.837	313	359
WP_061208754.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723090.1_1744	26.857	350	343
WP_061208754.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000744700.1_326	25.959	339	343
WP_061208754.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723078.1_1724	31.950	241	343
WP_061208754.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001984071.1_3515	23.962	313	343
WP_061208754.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000649923.1_502	23.837	344	343
WP_061208754.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000567887.1_1726	22.727	330	343
WP_061208754.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001074785.1_2250	27.362	307	343
WP_061208756.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001970514.1_1876	26.136	264	577
WP_061208756.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189029.1_1716	28.571	245	577
WP_061208756.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000421041.1_1329	23.920	301	577
WP_061208756.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001970514.1_1876	26.136	264	577
WP_061208756.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189029.1_1716	28.571	245	577
WP_061208756.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000421041.1_1329	23.920	301	577
WP_061208756.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001970514.1_1876	26.136	264	577
WP_061208756.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189029.1_1716	28.571	245	577
WP_061208756.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000421041.1_1329	23.920	301	577
WP_061208757.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002076509.1_1677	50.249	201	223
WP_061208757.1	lcl|NZ_JAKUHO010000002.1_cds_WP_025177750.1_1740	29.412	85	223
WP_061208757.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189135.1_1718	25.610	82	223
WP_061208757.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000868624.1_744	28.571	84	223
WP_061208758.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189187.1_1697	29.688	256	230
WP_061208758.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001011674.1_2453	32.328	232	230
WP_061208758.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001136118.1_1678	26.754	228	230
WP_257945214.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002189147.1_1711	40.816	49	245
WP_061208429.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000394787.1_300	27.049	122	306
WP_061208429.1	lcl|NZ_JAKUHO010000001.1_cds_WP_025177644.1_164	29.508	61	306
WP_061209096.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000665194.1_1703	24.382	283	607
WP_061209097.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723078.1_1724	73.795	332	332
WP_061209097.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000567887.1_1726	28.571	315	332
WP_061209097.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000649923.1_502	29.338	317	332
WP_061209097.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000723090.1_1744	29.607	331	332
WP_061209097.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000744700.1_326	28.182	330	332
WP_061209097.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000709511.1_3525	27.640	322	332
WP_061209097.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001984071.1_3515	25.159	314	332
WP_061209097.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000410275.1_1675	21.505	186	332
WP_061209098.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002078520.1_1700	28.535	396	393
WP_061209098.1	lcl|NZ_JAKUHO010000002.1_cds_WP_002188046.1_3472	32.624	282	393
WP_061209098.1	lcl|NZ_JAKUHO010000002.1_cds_WP_001117632.1_1682	35.223	247	393
WP_061209098.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000575178.1_1738	26.908	249	393
WP_061209098.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000041233.1_1685	29.289	239	393
WP_061209098.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000538757.1_949	27.341	267	393
WP_061209099.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000644954.1_3403	30.841	107	203
WP_061209099.1	lcl|NZ_JAKUHO010000002.1_cds_WP_000007746.1_1854	28.696	115	203
