WP_002725873.1	lcl|NZ_AHQQ01000424.1_cds_WP_000340715.1_193	93.902	82	106
WP_061209188.1	lcl|NZ_AHQQ01000424.1_cds_WP_000410273.1_192	92.971	313	314
WP_061209188.1	lcl|NZ_AHQQ01000079.1_cds_WP_000093099.1_3063	58.730	63	314
WP_061209188.1	lcl|NZ_AHQQ01000424.1_cds_WP_000646250.1_189	27.711	249	314
WP_061209188.1	lcl|NZ_AHQQ01000084.1_cds_WP_000744700.1_2904	23.385	325	314
WP_061209188.1	lcl|NZ_AHQQ01000079.1_cds_WP_000600889.1_3054	22.909	275	314
WP_061209188.1	lcl|NZ_AHQQ01000079.1_cds_WP_000723090.1_3001	23.875	289	314
WP_061209188.1	lcl|NZ_AHQQ01000424.1_cds_WP_001067557.1_186	24.540	326	314
WP_061208759.1	lcl|NZ_AHQQ01000141.1_cds_WP_000667646.1_2058	32.412	398	594
WP_061208759.1	lcl|NZ_AHQQ01000080.1_cds_WP_000172202.1_2996	39.130	230	594
WP_061208759.1	lcl|NZ_AHQQ01000073.1_cds_WP_000828455.1_3151	36.863	255	594
WP_061208759.1	lcl|NZ_AHQQ01000079.1_cds_WP_000834715.1_3060	37.553	237	594
WP_061208759.1	lcl|NZ_AHQQ01000006.1_cds_WP_001161019.1_3739	32.407	216	594
WP_061208759.1	lcl|NZ_AHQQ01000253.1_cds_WP_000510777.1_989	26.941	219	594
WP_061208759.1	lcl|NZ_AHQQ01000065.1_cds_WP_001052498.1_3343	25.820	244	594
WP_061208759.1	lcl|NZ_AHQQ01000120.1_cds_WP_000619175.1_2240	29.098	244	594
WP_061208759.1	lcl|NZ_AHQQ01000250.1_cds_WP_000666552.1_1015	28.099	242	594
WP_061208759.1	lcl|NZ_AHQQ01000232.1_cds_WP_000603361.1_1216	29.130	230	594
WP_061208759.1	lcl|NZ_AHQQ01000319.1_cds_WP_001141158.1_617	30.942	223	594
WP_061208759.1	lcl|NZ_AHQQ01000098.1_cds_WP_000047473.1_2538	28.571	210	594
WP_061208759.1	lcl|NZ_AHQQ01000125.1_cds_WP_001089500.1_2192	29.911	224	594
WP_061208759.1	lcl|NZ_AHQQ01000030.1_cds_WP_000433117.1_3479	32.927	164	594
WP_061208759.1	lcl|NZ_AHQQ01000120.1_cds_WP_000218838.1_2239	28.112	249	594
WP_061208759.1	lcl|NZ_AHQQ01000209.1_cds_WP_000590867.1_1465	25.943	212	594
WP_061208759.1	lcl|NZ_AHQQ01000209.1_cds_WP_000590867.1_1465	24.841	157	594
WP_061208759.1	lcl|NZ_AHQQ01000118.1_cds_WP_000052667.1_2282	25.439	228	594
WP_061208759.1	lcl|NZ_AHQQ01000076.1_cds_WP_000184524.1_3102	26.728	217	594
WP_061208759.1	lcl|NZ_AHQQ01000143.1_cds_WP_001288326.1_2014	27.778	216	594
WP_061208759.1	lcl|NZ_AHQQ01000203.1_cds_WP_001049205.1_1544	28.500	200	594
WP_061208759.1	lcl|NZ_AHQQ01000203.1_cds_WP_001049205.1_1544	26.957	230	594
WP_061208759.1	lcl|NZ_AHQQ01000255.1_cds_WP_000675807.1_977	25.506	247	594
WP_061208759.1	lcl|NZ_AHQQ01000349.1_cds_WP_000054169.1_541	23.445	209	594
WP_061208759.1	lcl|NZ_AHQQ01000080.1_cds_WP_000324510.1_2982	31.646	79	594
WP_061208759.1	lcl|NZ_AHQQ01000021.1_cds_WP_000942279.1_3557	40.625	64	594
WP_061208759.1	lcl|NZ_AHQQ01000357.1_cds_WP_000626143.1_526	28.000	200	594
WP_061208759.1	lcl|NZ_AHQQ01000357.1_cds_WP_000626143.1_526	21.505	186	594
WP_061208759.1	lcl|NZ_AHQQ01000341.1_cds_WP_000481720.1_556	24.229	227	594
