WP_002725873.1	lcl|NZ_AKWL02000022.1_cds_WP_004753574.1_2636	91.463	82	106
WP_061209188.1	lcl|NZ_AKWL02000022.1_cds_WP_004761722.1_2635	92.949	312	314
WP_061209188.1	lcl|NZ_AKWL02000022.1_cds_WP_004755430.1_2632	27.309	249	314
WP_061209188.1	lcl|NZ_AKWL02000051.1_cds_WP_004753565.1_206	23.313	326	314
WP_061209188.1	lcl|NZ_AKWL02000022.1_cds_WP_004763603.1_2563	22.776	281	314
WP_061209188.1	lcl|NZ_AKWL02000022.1_cds_WP_004755319.1_2629	25.152	330	314
WP_061208759.1	lcl|NZ_AKWL02000022.1_cds_WP_004777125.1_2611	54.392	592	594
WP_061208759.1	lcl|NZ_AKWL02000006.1_cds_WP_004752998.1_3805	32.061	393	594
WP_061208759.1	lcl|NZ_AKWL02000048.1_cds_WP_004754744.1_618	40.000	230	594
WP_061208759.1	lcl|NZ_AKWL02000051.1_cds_WP_004755367.1_291	36.863	255	594
WP_061208759.1	lcl|NZ_AKWL02000031.1_cds_WP_004759288.1_2045	32.243	214	594
WP_061208759.1	lcl|NZ_AKWL02000028.1_cds_WP_004751633.1_2155	28.689	244	594
WP_061208759.1	lcl|NZ_AKWL02000014.1_cds_WP_004750725.1_3212	26.977	215	594
WP_061208759.1	lcl|NZ_AKWL02000027.1_cds_WP_004754759.1_2395	25.833	240	594
WP_061208759.1	lcl|NZ_AKWL02000049.1_cds_WP_004754327.1_573	28.634	227	594
WP_061208759.1	lcl|NZ_AKWL02000022.1_cds_WP_004753839.1_2731	29.565	230	594
WP_061208759.1	lcl|NZ_AKWL02000041.1_cds_WP_004752570.1_1090	28.099	242	594
WP_061208759.1	lcl|NZ_AKWL02000043.1_cds_WP_004777985.1_932	30.942	223	594
WP_061208759.1	lcl|NZ_AKWL02000039.1_cds_WP_016749953.1_1741	28.571	210	594
WP_061208759.1	lcl|NZ_AKWL02000041.1_cds_WP_004752581.1_1037	34.356	163	594
WP_061208759.1	lcl|NZ_AKWL02000041.1_cds_WP_004752322.1_1070	29.464	224	594
WP_061208759.1	lcl|NZ_AKWL02000027.1_cds_WP_004777257.1_2304	29.688	192	594
WP_061208759.1	lcl|NZ_AKWL02000012.1_cds_WP_004754310.1_3313	26.316	228	594
WP_061208759.1	lcl|NZ_AKWL02000028.1_cds_WP_004751619.1_2154	27.686	242	594
WP_061208759.1	lcl|NZ_AKWL02000050.1_cds_WP_004761397.1_517	26.852	216	594
WP_061208759.1	lcl|NZ_AKWL02000052.1_cds_WP_004755856.1_98	25.472	212	594
WP_061208759.1	lcl|NZ_AKWL02000052.1_cds_WP_004755856.1_98	24.204	157	594
WP_061208759.1	lcl|NZ_AKWL02000022.1_cds_WP_004753756.1_2523	25.000	252	594
WP_061208759.1	lcl|NZ_AKWL02000021.1_cds_WP_004752046.1_2823	28.358	201	594
WP_061208759.1	lcl|NZ_AKWL02000021.1_cds_WP_004752046.1_2823	25.991	227	594
WP_061208759.1	lcl|NZ_AKWL02000022.1_cds_WP_004754862.1_2715	24.167	240	594
WP_061208759.1	lcl|NZ_AKWL02000049.1_cds_WP_004778132.1_588	28.000	200	594
WP_061208759.1	lcl|NZ_AKWL02000049.1_cds_WP_004778132.1_588	21.505	186	594
WP_061208759.1	lcl|NZ_AKWL02000035.1_cds_WP_004757887.1_1837	23.256	215	594
WP_061208759.1	lcl|NZ_AKWL02000035.1_cds_WP_004757887.1_1837	22.907	227	594
WP_061208759.1	lcl|NZ_AKWL02000043.1_cds_WP_004759182.1_889	27.928	222	594
WP_061208759.1	lcl|NZ_AKWL02000022.1_cds_WP_004777125.1_2611	54.392	592	594
WP_061208759.1	lcl|NZ_AKWL02000006.1_cds_WP_004752998.1_3805	32.061	393	594
WP_061208759.1	lcl|NZ_AKWL02000048.1_cds_WP_004754744.1_618	40.000	230	594
WP_061208759.1	lcl|NZ_AKWL02000051.1_cds_WP_004755367.1_291	36.863	255	594
WP_061208759.1	lcl|NZ_AKWL02000031.1_cds_WP_004759288.1_2045	32.243	214	594
WP_061208759.1	lcl|NZ_AKWL02000028.1_cds_WP_004751633.1_2155	28.689	244	594
WP_061208759.1	lcl|NZ_AKWL02000014.1_cds_WP_004750725.1_3212	26.977	215	594
WP_061208759.1	lcl|NZ_AKWL02000027.1_cds_WP_004754759.1_2395	25.833	240	594
WP_061208759.1	lcl|NZ_AKWL02000049.1_cds_WP_004754327.1_573	28.634	227	594
WP_061208759.1	lcl|NZ_AKWL02000022.1_cds_WP_004753839.1_2731	29.565	230	594
WP_061208759.1	lcl|NZ_AKWL02000041.1_cds_WP_004752570.1_1090	28.099	242	594
WP_061208759.1	lcl|NZ_AKWL02000043.1_cds_WP_004777985.1_932	30.942	223	594
WP_061208759.1	lcl|NZ_AKWL02000039.1_cds_WP_016749953.1_1741	28.571	210	594
WP_061208759.1	lcl|NZ_AKWL02000041.1_cds_WP_004752581.1_1037	34.356	163	594
WP_061208759.1	lcl|NZ_AKWL02000041.1_cds_WP_004752322.1_1070	29.464	224	594
WP_061208759.1	lcl|NZ_AKWL02000027.1_cds_WP_004777257.1_2304	29.688	192	594
WP_061208759.1	lcl|NZ_AKWL02000012.1_cds_WP_004754310.1_3313	26.316	228	594
WP_061208759.1	lcl|NZ_AKWL02000028.1_cds_WP_004751619.1_2154	27.686	242	594
WP_061208759.1	lcl|NZ_AKWL02000050.1_cds_WP_004761397.1_517	26.852	216	594
WP_061208759.1	lcl|NZ_AKWL02000052.1_cds_WP_004755856.1_98	25.472	212	594
WP_061208759.1	lcl|NZ_AKWL02000052.1_cds_WP_004755856.1_98	24.204	157	594
WP_061208759.1	lcl|NZ_AKWL02000022.1_cds_WP_004753756.1_2523	25.000	252	594
WP_061208759.1	lcl|NZ_AKWL02000021.1_cds_WP_004752046.1_2823	28.358	201	594
WP_061208759.1	lcl|NZ_AKWL02000021.1_cds_WP_004752046.1_2823	25.991	227	594
