WP_002725873.1	lcl|NZ_VCHI01000060.1_cds_WP_000340715.1_2921	93.902	82	106
WP_061209188.1	lcl|NZ_VCHI01000060.1_cds_WP_000410266.1_2920	92.971	313	314
WP_061209188.1	lcl|NZ_VCHI01000008.1_cds_WP_000744698.1_3373	23.385	325	314
WP_061209188.1	lcl|NZ_VCHI01000060.1_cds_WP_000646254.1_2917	27.309	249	314
WP_061209188.1	lcl|NZ_VCHI01000025.1_cds_WP_000723091.1_1447	24.221	289	314
WP_061209188.1	lcl|NZ_VCHI01000060.1_cds_WP_001067557.1_2914	24.540	326	314
WP_061208759.1	lcl|NZ_VCHI01000094.1_cds_WP_002072224.1_3661	52.277	593	594
WP_061208759.1	lcl|NZ_VCHI01000031.1_cds_WP_000667646.1_1836	32.412	398	594
WP_061208759.1	lcl|NZ_VCHI01000045.1_cds_WP_000172209.1_2402	39.565	230	594
WP_061208759.1	lcl|NZ_VCHI01000037.1_cds_WP_000828456.1_2069	36.863	255	594
WP_061208759.1	lcl|NZ_VCHI01000017.1_cds_WP_001161019.1_925	32.407	216	594
WP_061208759.1	lcl|NZ_VCHI01000020.1_cds_WP_000510770.1_1247	26.606	218	594
WP_061208759.1	lcl|NZ_VCHI01000003.1_cds_WP_001052496.1_1755	25.820	244	594
WP_061208759.1	lcl|NZ_VCHI01000003.1_cds_WP_000619182.1_1710	29.098	244	594
WP_061208759.1	lcl|NZ_VCHI01000045.1_cds_WP_002071818.1_2388	28.070	228	594
WP_061208759.1	lcl|NZ_VCHI01000007.1_cds_WP_000666552.1_3087	28.099	242	594
WP_061208759.1	lcl|NZ_VCHI01000096.1_cds_WP_000603361.1_3695	29.130	230	594
WP_061208759.1	lcl|NZ_VCHI01000150.1_cds_WP_001141162.1_789	29.646	226	594
WP_061208759.1	lcl|NZ_VCHI01000002.1_cds_WP_000047473.1_1167	28.571	210	594
WP_061208759.1	lcl|NZ_VCHI01000013.1_cds_WP_001089503.1_582	29.911	224	594
WP_061208759.1	lcl|NZ_VCHI01000013.1_cds_WP_000433117.1_550	32.927	164	594
WP_061208759.1	lcl|NZ_VCHI01000003.1_cds_WP_000218832.1_1709	28.112	249	594
WP_061208759.1	lcl|NZ_VCHI01000099.1_cds_WP_000590871.1_3730	25.943	212	594
WP_061208759.1	lcl|NZ_VCHI01000099.1_cds_WP_000590871.1_3730	24.841	157	594
WP_061208759.1	lcl|NZ_VCHI01000043.1_cds_WP_000052667.1_2320	25.439	228	594
WP_061208759.1	lcl|NZ_VCHI01000110.1_cds_WP_000184524.1_340	26.728	217	594
WP_061208759.1	lcl|NZ_VCHI01000073.1_cds_WP_001288322.1_3232	28.241	216	594
WP_061208759.1	lcl|NZ_VCHI01000133.1_cds_WP_000651462.1_621	26.104	249	594
WP_061208759.1	lcl|NZ_VCHI01000010.1_cds_WP_001049212.1_134	28.500	200	594
WP_061208759.1	lcl|NZ_VCHI01000010.1_cds_WP_001049212.1_134	26.638	229	594
WP_061208759.1	lcl|NZ_VCHI01000086.1_cds_WP_000054169.1_3502	23.445	209	594
WP_061208759.1	lcl|NZ_VCHI01000082.1_cds_WP_000626143.1_3436	28.000	200	594
WP_061208759.1	lcl|NZ_VCHI01000082.1_cds_WP_000626143.1_3436	21.505	186	594
WP_061208759.1	lcl|NZ_VCHI01000077.1_cds_WP_000481721.1_3291	24.229	227	594
WP_061208759.1	lcl|NZ_VCHI01000077.1_cds_WP_000481721.1_3291	22.500	240	594
WP_061208759.1	lcl|NZ_VCHI01000023.1_cds_WP_000136058.1_1385	27.477	222	594
WP_061208759.1	lcl|NZ_VCHI01000094.1_cds_WP_002072224.1_3661	52.277	593	594
WP_061208759.1	lcl|NZ_VCHI01000031.1_cds_WP_000667646.1_1836	32.412	398	594
WP_061208759.1	lcl|NZ_VCHI01000045.1_cds_WP_000172209.1_2402	39.565	230	594
WP_061208759.1	lcl|NZ_VCHI01000037.1_cds_WP_000828456.1_2069	36.863	255	594
WP_061208759.1	lcl|NZ_VCHI01000017.1_cds_WP_001161019.1_925	32.407	216	594
WP_061208759.1	lcl|NZ_VCHI01000020.1_cds_WP_000510770.1_1247	26.606	218	594
WP_061208759.1	lcl|NZ_VCHI01000003.1_cds_WP_001052496.1_1755	25.820	244	594
WP_061208759.1	lcl|NZ_VCHI01000003.1_cds_WP_000619182.1_1710	29.098	244	594
WP_061208759.1	lcl|NZ_VCHI01000045.1_cds_WP_002071818.1_2388	28.070	228	594
WP_061208759.1	lcl|NZ_VCHI01000007.1_cds_WP_000666552.1_3087	28.099	242	594
WP_061208759.1	lcl|NZ_VCHI01000096.1_cds_WP_000603361.1_3695	29.130	230	594
WP_061208759.1	lcl|NZ_VCHI01000150.1_cds_WP_001141162.1_789	29.646	226	594
WP_061208759.1	lcl|NZ_VCHI01000002.1_cds_WP_000047473.1_1167	28.571	210	594
WP_061208759.1	lcl|NZ_VCHI01000013.1_cds_WP_001089503.1_582	29.911	224	594
WP_061208759.1	lcl|NZ_VCHI01000013.1_cds_WP_000433117.1_550	32.927	164	594
WP_061208759.1	lcl|NZ_VCHI01000003.1_cds_WP_000218832.1_1709	28.112	249	594
WP_061208759.1	lcl|NZ_VCHI01000099.1_cds_WP_000590871.1_3730	25.943	212	594
WP_061208759.1	lcl|NZ_VCHI01000099.1_cds_WP_000590871.1_3730	24.841	157	594
WP_061208759.1	lcl|NZ_VCHI01000043.1_cds_WP_000052667.1_2320	25.439	228	594
WP_061208759.1	lcl|NZ_VCHI01000110.1_cds_WP_000184524.1_340	26.728	217	594
WP_061208759.1	lcl|NZ_VCHI01000073.1_cds_WP_001288322.1_3232	28.241	216	594
WP_061208759.1	lcl|NZ_VCHI01000133.1_cds_WP_000651462.1_621	26.104	249	594
WP_061208759.1	lcl|NZ_VCHI01000010.1_cds_WP_001049212.1_134	28.500	200	594
WP_061208759.1	lcl|NZ_VCHI01000010.1_cds_WP_001049212.1_134	26.638	229	594
WP_061208759.1	lcl|NZ_VCHI01000086.1_cds_WP_000054169.1_3502	23.445	209	594
WP_061208759.1	lcl|NZ_VCHI01000082.1_cds_WP_000626143.1_3436	28.000	200	594
WP_061208759.1	lcl|NZ_VCHI01000082.1_cds_WP_000626143.1_3436	21.505	186	594
WP_061208759.1	lcl|NZ_VCHI01000077.1_cds_WP_000481721.1_3291	24.229	227	594
WP_061208759.1	lcl|NZ_VCHI01000077.1_cds_WP_000481721.1_3291	22.500	240	594
WP_061208759.1	lcl|NZ_VCHI01000023.1_cds_WP_000136058.1_1385	27.477	222	594
WP_061208754.1	lcl|NZ_VCHI01000060.1_cds_WP_000646254.1_2917	32.840	338	343
WP_061208754.1	lcl|NZ_VCHI01000008.1_cds_WP_000744698.1_3373	25.959	339	343
WP_061208754.1	lcl|NZ_VCHI01000025.1_cds_WP_000723091.1_1447	26.571	350	343
WP_061208754.1	lcl|NZ_VCHI01000011.1_cds_WP_002072074.1_282	23.642	313	343
WP_061208754.1	lcl|NZ_VCHI01000005.1_cds_WP_000649924.1_2535	23.837	344	343
WP_061208754.1	lcl|NZ_VCHI01000060.1_cds_WP_001067557.1_2914	28.017	232	343
WP_061208754.1	lcl|NZ_VCHI01000002.1_cds_WP_001074779.1_1101	27.036	307	343
WP_061208756.1	lcl|NZ_VCHI01000019.1_cds_WP_002175471.1_1044	25.758	264	577
WP_061208756.1	lcl|NZ_VCHI01000092.1_cds_WP_000421042.1_3635	24.252	301	577
WP_061208756.1	lcl|NZ_VCHI01000030.1_cds_WP_001035155.1_1808	29.268	82	577
WP_061208756.1	lcl|NZ_VCHI01000019.1_cds_WP_002175471.1_1044	25.758	264	577
WP_061208756.1	lcl|NZ_VCHI01000092.1_cds_WP_000421042.1_3635	24.252	301	577
WP_061208756.1	lcl|NZ_VCHI01000030.1_cds_WP_001035155.1_1808	29.268	82	577
WP_061208756.1	lcl|NZ_VCHI01000019.1_cds_WP_002175471.1_1044	25.758	264	577
WP_061208756.1	lcl|NZ_VCHI01000092.1_cds_WP_000421042.1_3635	24.252	301	577
