WP_002725873.1	lcl|NZ_JQPS01000038.1_cds_WP_000340715.1_1112	93.902	82	106
WP_061209188.1	lcl|NZ_JQPS01000038.1_cds_WP_000712241.1_1113	92.971	313	314
WP_061209188.1	lcl|NZ_JQPS01000038.1_cds_WP_042752256.1_1132	63.492	63	314
WP_061209188.1	lcl|NZ_JQPS01000111.1_cds_WP_000744704.1_2532	23.385	325	314
WP_061209188.1	lcl|NZ_JQPS01000038.1_cds_WP_017854439.1_1116	27.309	249	314
WP_061209188.1	lcl|NZ_JQPS01000038.1_cds_WP_000600891.1_1141	22.909	275	314
WP_061209188.1	lcl|NZ_JQPS01000038.1_cds_WP_000723090.1_1203	23.875	289	314
WP_061209188.1	lcl|NZ_JQPS01000038.1_cds_WP_001067556.1_1119	24.540	326	314
WP_061208759.1	lcl|NZ_JQPS01000011.1_cds_WP_000667646.1_405	32.412	398	594
WP_061208759.1	lcl|NZ_JQPS01000104.1_cds_WP_000172203.1_2431	39.565	230	594
WP_061208759.1	lcl|NZ_JQPS01000138.1_cds_WP_000828456.1_2790	36.863	255	594
WP_061208759.1	lcl|NZ_JQPS01000038.1_cds_WP_000834715.1_1135	37.553	237	594
WP_061208759.1	lcl|NZ_JQPS01000073.1_cds_WP_001161019.1_1967	32.407	216	594
WP_061208759.1	lcl|NZ_JQPS01000144.1_cds_WP_000510777.1_2874	26.941	219	594
WP_061208759.1	lcl|NZ_JQPS01000028.1_cds_WP_002184018.1_833	26.230	244	594
WP_061208759.1	lcl|NZ_JQPS01000104.1_cds_WP_000942282.1_2417	28.509	228	594
WP_061208759.1	lcl|NZ_JQPS01000105.1_cds_WP_000619182.1_2444	29.098	244	594
WP_061208759.1	lcl|NZ_JQPS01000004.1_cds_WP_000666552.1_135	28.099	242	594
WP_061208759.1	lcl|NZ_JQPS01000214.1_cds_WP_000603361.1_3569	29.130	230	594
WP_061208759.1	lcl|NZ_JQPS01000203.1_cds_WP_061226722.1_3487	30.942	223	594
WP_061208759.1	lcl|NZ_JQPS01000004.1_cds_WP_001089494.1_114	30.357	224	594
WP_061208759.1	lcl|NZ_JQPS01000083.1_cds_WP_000047473.1_2120	28.571	210	594
WP_061208759.1	lcl|NZ_JQPS01000004.1_cds_WP_000433117.1_82	32.927	164	594
WP_061208759.1	lcl|NZ_JQPS01000105.1_cds_WP_061234598.1_2445	28.112	249	594
WP_061208759.1	lcl|NZ_JQPS01000116.1_cds_WP_000590871.1_2609	25.943	212	594
WP_061208759.1	lcl|NZ_JQPS01000116.1_cds_WP_000590871.1_2609	24.841	157	594
WP_061208759.1	lcl|NZ_JQPS01000002.1_cds_WP_000052667.1_41	25.439	228	594
WP_061208759.1	lcl|NZ_JQPS01000161.1_cds_WP_000184524.1_3110	26.728	217	594
WP_061208759.1	lcl|NZ_JQPS01000048.1_cds_WP_001288322.1_1390	28.241	216	594
WP_061208759.1	lcl|NZ_JQPS01000084.1_cds_WP_000651462.1_2168	26.104	249	594
WP_061208759.1	lcl|NZ_JQPS01000012.1_cds_WP_001049208.1_447	28.500	200	594
WP_061208759.1	lcl|NZ_JQPS01000012.1_cds_WP_001049208.1_447	26.201	229	594
WP_061208759.1	lcl|NZ_JQPS01000062.1_cds_WP_000054169.1_1754	23.445	209	594
WP_061208759.1	lcl|NZ_JQPS01000344.1_cds_WP_000626143.1_4113	28.000	200	594
WP_061208759.1	lcl|NZ_JQPS01000344.1_cds_WP_000626143.1_4113	21.505	186	594
WP_061208759.1	lcl|NZ_JQPS01000163.1_cds_WP_000481723.1_3148	24.229	227	594
WP_061208759.1	lcl|NZ_JQPS01000163.1_cds_WP_000481723.1_3148	22.500	240	594
WP_061208759.1	lcl|NZ_JQPS01000006.1_cds_WP_000136057.1_188	27.027	222	594
WP_061208759.1	lcl|NZ_JQPS01000011.1_cds_WP_000667646.1_405	32.412	398	594
WP_061208759.1	lcl|NZ_JQPS01000104.1_cds_WP_000172203.1_2431	39.565	230	594
WP_061208759.1	lcl|NZ_JQPS01000138.1_cds_WP_000828456.1_2790	36.863	255	594
WP_061208759.1	lcl|NZ_JQPS01000038.1_cds_WP_000834715.1_1135	37.553	237	594
WP_061208759.1	lcl|NZ_JQPS01000073.1_cds_WP_001161019.1_1967	32.407	216	594
WP_061208759.1	lcl|NZ_JQPS01000144.1_cds_WP_000510777.1_2874	26.941	219	594
WP_061208759.1	lcl|NZ_JQPS01000028.1_cds_WP_002184018.1_833	26.230	244	594
WP_061208759.1	lcl|NZ_JQPS01000104.1_cds_WP_000942282.1_2417	28.509	228	594
WP_061208759.1	lcl|NZ_JQPS01000105.1_cds_WP_000619182.1_2444	29.098	244	594
WP_061208759.1	lcl|NZ_JQPS01000004.1_cds_WP_000666552.1_135	28.099	242	594
WP_061208759.1	lcl|NZ_JQPS01000214.1_cds_WP_000603361.1_3569	29.130	230	594
WP_061208759.1	lcl|NZ_JQPS01000203.1_cds_WP_061226722.1_3487	30.942	223	594
WP_061208759.1	lcl|NZ_JQPS01000004.1_cds_WP_001089494.1_114	30.357	224	594
