WP_002725873.1	lcl|NZ_AFLK01000117.1_cds_WP_000340715.1_1953	93.902	82	106
WP_061209188.1	lcl|NZ_AFLK01000117.1_cds_WP_000410273.1_1952	92.971	313	314
WP_061209188.1	lcl|NZ_AFLK01000012.1_cds_WP_000093099.1_3658	58.730	63	314
WP_061209188.1	lcl|NZ_AFLK01000117.1_cds_WP_000646250.1_1949	27.711	249	314
WP_061209188.1	lcl|NZ_AFLK01000032.1_cds_WP_000744700.1_3573	23.385	325	314
WP_061209188.1	lcl|NZ_AFLK01000012.1_cds_WP_000600889.1_3667	22.909	275	314
WP_061209188.1	lcl|NZ_AFLK01000163.1_cds_WP_000723090.1_1538	23.875	289	314
WP_061209188.1	lcl|NZ_AFLK01000117.1_cds_WP_001067557.1_1946	24.540	326	314
WP_061208759.1	lcl|NZ_AFLK01000126.1_cds_WP_000667646.1_1828	32.412	398	594
WP_061208759.1	lcl|NZ_AFLK01000283.1_cds_WP_000172202.1_400	39.130	230	594
WP_061208759.1	lcl|NZ_AFLK01000039.1_cds_WP_000828455.1_3454	36.863	255	594
WP_061208759.1	lcl|NZ_AFLK01000012.1_cds_WP_000834715.1_3661	37.553	237	594
WP_061208759.1	lcl|NZ_AFLK01000052.1_cds_WP_001161019.1_3110	32.407	216	594
WP_061208759.1	lcl|NZ_AFLK01000074.1_cds_WP_000510777.1_2687	26.941	219	594
WP_061208759.1	lcl|NZ_AFLK01000043.1_cds_WP_001052498.1_3373	25.820	244	594
WP_061208759.1	lcl|NZ_AFLK01000048.1_cds_WP_000942282.1_3197	28.509	228	594
WP_061208759.1	lcl|NZ_AFLK01000115.1_cds_WP_000619175.1_1989	29.098	244	594
WP_061208759.1	lcl|NZ_AFLK01000368.1_cds_WP_000666552.1_30	28.099	242	594
WP_061208759.1	lcl|NZ_AFLK01000068.1_cds_WP_000603361.1_2799	29.130	230	594
WP_061208759.1	lcl|NZ_AFLK01000234.1_cds_WP_001141158.1_708	30.942	223	594
WP_061208759.1	lcl|NZ_AFLK01000172.1_cds_WP_000047473.1_1368	28.571	210	594
WP_061208759.1	lcl|NZ_AFLK01000049.1_cds_WP_001089500.1_3184	29.911	224	594
WP_061208759.1	lcl|NZ_AFLK01000120.1_cds_WP_000433117.1_1886	32.927	164	594
WP_061208759.1	lcl|NZ_AFLK01000115.1_cds_WP_000218838.1_1990	28.112	249	594
WP_061208759.1	lcl|NZ_AFLK01000244.1_cds_WP_000590867.1_623	25.943	212	594
WP_061208759.1	lcl|NZ_AFLK01000244.1_cds_WP_000590867.1_623	24.841	157	594
WP_061208759.1	lcl|NZ_AFLK01000223.1_cds_WP_000052667.1_822	25.439	228	594
WP_061208759.1	lcl|NZ_AFLK01000177.1_cds_WP_000184524.1_1261	26.728	217	594
WP_061208759.1	lcl|NZ_AFLK01000007.1_cds_WP_001288326.1_3705	27.778	216	594
WP_061208759.1	lcl|NZ_AFLK01000165.1_cds_WP_001049205.1_1463	28.500	200	594
WP_061208759.1	lcl|NZ_AFLK01000165.1_cds_WP_001049205.1_1463	26.957	230	594
WP_061208759.1	lcl|NZ_AFLK01000288.1_cds_WP_000675807.1_378	25.506	247	594
WP_061208759.1	lcl|NZ_AFLK01000335.1_cds_WP_000054169.1_334	23.445	209	594
WP_061208759.1	lcl|NZ_AFLK01000284.1_cds_WP_000626143.1_398	28.000	200	594
WP_061208759.1	lcl|NZ_AFLK01000284.1_cds_WP_000626143.1_398	21.505	186	594
WP_061208759.1	lcl|NZ_AFLK01000093.1_cds_WP_000481720.1_2293	24.229	227	594
WP_061208759.1	lcl|NZ_AFLK01000093.1_cds_WP_000481720.1_2293	22.500	240	594
WP_061208759.1	lcl|NZ_AFLK01000220.1_cds_WP_000136057.1_839	27.027	222	594
