WP_002725873.1	lcl|NZ_AFJZ01000786.1_cds_WP_000340715.1_44	93.902	82	106
WP_061209188.1	lcl|NZ_AFJZ01000786.1_cds_WP_000410271.1_43	92.780	277	314
WP_061209188.1	lcl|NZ_AFJZ01000316.1_cds_WP_000093099.1_2335	58.730	63	314
WP_061209188.1	lcl|NZ_AFJZ01000316.1_cds_LEP2GSC100_RS21845_2355	96.774	31	314
WP_061209188.1	lcl|NZ_AFJZ01000316.1_cds_WP_000646250.1_2352	27.711	249	314
WP_061209188.1	lcl|NZ_AFJZ01000285.1_cds_WP_000744700.1_2876	23.385	325	314
WP_061209188.1	lcl|NZ_AFJZ01000365.1_cds_WP_000600889.1_1861	22.909	275	314
WP_061209188.1	lcl|NZ_AFJZ01000718.1_cds_WP_000723090.1_332	23.875	289	314
WP_061209188.1	lcl|NZ_AFJZ01000316.1_cds_WP_001067557.1_2349	24.540	326	314
WP_061208759.1	lcl|NZ_AFJZ01000314.1_cds_WP_000172202.1_2379	39.130	230	594
WP_061208759.1	lcl|NZ_AFJZ01000055.1_cds_WP_000828455.1_3927	36.863	255	594
WP_061208759.1	lcl|NZ_AFJZ01000316.1_cds_WP_000834715.1_2332	37.553	237	594
WP_061208759.1	lcl|NZ_AFJZ01000084.1_cds_WP_000520085.1_3611	42.564	195	594
WP_061208759.1	lcl|NZ_AFJZ01000544.1_cds_WP_001161019.1_831	32.407	216	594
WP_061208759.1	lcl|NZ_AFJZ01000377.1_cds_WP_000510777.1_1777	26.941	219	594
WP_061208759.1	lcl|NZ_AFJZ01000279.1_cds_WP_001052498.1_2974	25.820	244	594
WP_061208759.1	lcl|NZ_AFJZ01000314.1_cds_WP_000942282.1_2393	28.509	228	594
WP_061208759.1	lcl|NZ_AFJZ01000375.1_cds_WP_000619175.1_1793	29.098	244	594
WP_061208759.1	lcl|NZ_AFJZ01000166.1_cds_WP_000666555.1_3269	28.099	242	594
WP_061208759.1	lcl|NZ_AFJZ01000076.1_cds_WP_000603361.1_3659	29.130	230	594
WP_061208759.1	lcl|NZ_AFJZ01000556.1_cds_WP_001141158.1_780	30.942	223	594
WP_061208759.1	lcl|NZ_AFJZ01000151.1_cds_WP_000047473.1_3308	28.571	210	594
WP_061208759.1	lcl|NZ_AFJZ01000290.1_cds_WP_001089500.1_2817	29.911	224	594
WP_061208759.1	lcl|NZ_AFJZ01000058.1_cds_WP_000433117.1_3851	32.927	164	594
WP_061208759.1	lcl|NZ_AFJZ01000375.1_cds_WP_000218838.1_1794	28.112	249	594
WP_061208759.1	lcl|NZ_AFJZ01000437.1_cds_WP_000590867.1_1437	25.943	212	594
WP_061208759.1	lcl|NZ_AFJZ01000437.1_cds_WP_000590867.1_1437	24.841	157	594
WP_061208759.1	lcl|NZ_AFJZ01000507.1_cds_WP_000052667.1_1118	25.439	228	594
WP_061208759.1	lcl|NZ_AFJZ01000180.1_cds_WP_000316312.1_3227	27.660	188	594
WP_061208759.1	lcl|NZ_AFJZ01000070.1_cds_WP_001288326.1_3737	27.778	216	594
WP_061208759.1	lcl|NZ_AFJZ01000127.1_cds_WP_001049205.1_3403	28.500	200	594
WP_061208759.1	lcl|NZ_AFJZ01000127.1_cds_WP_001049205.1_3403	26.957	230	594
WP_061208759.1	lcl|NZ_AFJZ01000708.1_cds_WP_000675807.1_448	25.506	247	594
WP_061208759.1	lcl|NZ_AFJZ01000720.1_cds_WP_000667644.1_310	26.147	218	594
WP_061208759.1	lcl|NZ_AFJZ01000728.1_cds_WP_000054169.1_249	23.445	209	594
WP_061208759.1	lcl|NZ_AFJZ01000358.1_cds_WP_000626143.1_1920	28.000	200	594
WP_061208759.1	lcl|NZ_AFJZ01000358.1_cds_WP_000626143.1_1920	21.505	186	594
WP_061208759.1	lcl|NZ_AFJZ01000370.1_cds_WP_000481720.1_1819	24.229	227	594
WP_061208759.1	lcl|NZ_AFJZ01000370.1_cds_WP_000481720.1_1819	22.500	240	594
WP_061208759.1	lcl|NZ_AFJZ01000329.1_cds_WP_000136057.1_2168	27.027	222	594
WP_061208759.1	lcl|NZ_AFJZ01000314.1_cds_WP_000172202.1_2379	39.130	230	594
WP_061208759.1	lcl|NZ_AFJZ01000055.1_cds_WP_000828455.1_3927	36.863	255	594
WP_061208759.1	lcl|NZ_AFJZ01000316.1_cds_WP_000834715.1_2332	37.553	237	594
WP_061208759.1	lcl|NZ_AFJZ01000084.1_cds_WP_000520085.1_3611	42.564	195	594
WP_061208759.1	lcl|NZ_AFJZ01000544.1_cds_WP_001161019.1_831	32.407	216	594
WP_061208759.1	lcl|NZ_AFJZ01000377.1_cds_WP_000510777.1_1777	26.941	219	594
WP_061208759.1	lcl|NZ_AFJZ01000279.1_cds_WP_001052498.1_2974	25.820	244	594
WP_061208759.1	lcl|NZ_AFJZ01000314.1_cds_WP_000942282.1_2393	28.509	228	594
WP_061208759.1	lcl|NZ_AFJZ01000375.1_cds_WP_000619175.1_1793	29.098	244	594
WP_061208759.1	lcl|NZ_AFJZ01000166.1_cds_WP_000666555.1_3269	28.099	242	594
WP_061208759.1	lcl|NZ_AFJZ01000076.1_cds_WP_000603361.1_3659	29.130	230	594
WP_061208759.1	lcl|NZ_AFJZ01000556.1_cds_WP_001141158.1_780	30.942	223	594
WP_061208759.1	lcl|NZ_AFJZ01000151.1_cds_WP_000047473.1_3308	28.571	210	594
WP_061208759.1	lcl|NZ_AFJZ01000290.1_cds_WP_001089500.1_2817	29.911	224	594
WP_061208759.1	lcl|NZ_AFJZ01000058.1_cds_WP_000433117.1_3851	32.927	164	594
WP_061208759.1	lcl|NZ_AFJZ01000375.1_cds_WP_000218838.1_1794	28.112	249	594
WP_061208759.1	lcl|NZ_AFJZ01000437.1_cds_WP_000590867.1_1437	25.943	212	594
WP_061208759.1	lcl|NZ_AFJZ01000437.1_cds_WP_000590867.1_1437	24.841	157	594
WP_061208759.1	lcl|NZ_AFJZ01000507.1_cds_WP_000052667.1_1118	25.439	228	594
WP_061208759.1	lcl|NZ_AFJZ01000180.1_cds_WP_000316312.1_3227	27.660	188	594
WP_061208759.1	lcl|NZ_AFJZ01000070.1_cds_WP_001288326.1_3737	27.778	216	594
WP_061208759.1	lcl|NZ_AFJZ01000127.1_cds_WP_001049205.1_3403	28.500	200	594
WP_061208759.1	lcl|NZ_AFJZ01000127.1_cds_WP_001049205.1_3403	26.957	230	594
WP_061208759.1	lcl|NZ_AFJZ01000708.1_cds_WP_000675807.1_448	25.506	247	594
WP_061208759.1	lcl|NZ_AFJZ01000720.1_cds_WP_000667644.1_310	26.147	218	594
