WP_002725873.1	lcl|NZ_AHQS01000642.1_cds_WP_000340715.1_916	93.902	82	106
WP_061209188.1	lcl|NZ_AHQS01000642.1_cds_WP_000410266.1_917	92.971	313	314
WP_061209188.1	lcl|NZ_AHQS01000473.1_cds_WP_000744700.1_1969	23.385	325	314
WP_061209188.1	lcl|NZ_AHQS01000642.1_cds_WP_000646248.1_920	27.572	243	314
WP_061209188.1	lcl|NZ_AHQS01000325.1_cds_WP_000723082.1_2635	23.875	289	314
WP_061209188.1	lcl|NZ_AHQS01000036.1_cds_WP_001067557.1_4135	24.540	326	314
WP_061208759.1	lcl|NZ_AHQS01000117.1_cds_WP_002122776.1_3625	52.108	593	594
WP_061208759.1	lcl|NZ_AHQS01000543.1_cds_WP_000667646.1_1366	32.412	398	594
WP_061208759.1	lcl|NZ_AHQS01000470.1_cds_WP_000172210.1_2033	39.565	230	594
WP_061208759.1	lcl|NZ_AHQS01000315.1_cds_WP_000828456.1_2762	36.863	255	594
WP_061208759.1	lcl|NZ_AHQS01000539.1_cds_WP_001161019.1_1389	32.407	216	594
WP_061208759.1	lcl|NZ_AHQS01000366.1_cds_WP_001052496.1_2415	25.820	244	594
WP_061208759.1	lcl|NZ_AHQS01000058.1_cds_WP_002071818.1_3972	28.070	228	594
WP_061208759.1	lcl|NZ_AHQS01000069.1_cds_WP_000666554.1_3884	28.099	242	594
WP_061208759.1	lcl|NZ_AHQS01000594.1_cds_WP_000603361.1_1118	29.130	230	594
WP_061208759.1	lcl|NZ_AHQS01000533.1_cds_WP_001141158.1_1421	30.942	223	594
WP_061208759.1	lcl|NZ_AHQS01000504.1_cds_WP_000047473.1_1634	28.571	210	594
WP_061208759.1	lcl|NZ_AHQS01000027.1_cds_WP_001089498.1_4210	29.911	224	594
WP_061208759.1	lcl|NZ_AHQS01000354.1_cds_WP_000433117.1_2486	32.927	164	594
WP_061208759.1	lcl|NZ_AHQS01000118.1_cds_WP_000218832.1_3618	28.112	249	594
WP_061208759.1	lcl|NZ_AHQS01000822.1_cds_WP_000590871.1_462	25.943	212	594
WP_061208759.1	lcl|NZ_AHQS01000822.1_cds_WP_000590871.1_462	24.841	157	594
WP_061208759.1	lcl|NZ_AHQS01000568.1_cds_WP_000052667.1_1238	25.439	228	594
WP_061208759.1	lcl|NZ_AHQS01000659.1_cds_WP_000184524.1_860	26.728	217	594
WP_061208759.1	lcl|NZ_AHQS01000183.1_cds_WP_000321925.1_3371	29.452	146	594
WP_061208759.1	lcl|NZ_AHQS01000022.1_cds_WP_001288322.1_4243	28.241	216	594
WP_061208759.1	lcl|NZ_AHQS01000068.1_cds_WP_000651459.1_3905	25.703	249	594
WP_061208759.1	lcl|NZ_AHQS01000038.1_cds_WP_000317428.1_4127	41.111	90	594
WP_061208759.1	lcl|NZ_AHQS01000375.1_cds_WP_001049211.1_2298	28.000	200	594
WP_061208759.1	lcl|NZ_AHQS01000375.1_cds_WP_001049211.1_2298	25.551	227	594
WP_061208759.1	lcl|NZ_AHQS01000099.1_cds_WP_025179830.1_3720	23.445	209	594
WP_061208759.1	lcl|NZ_AHQS01000919.1_cds_WP_000626143.1_41	28.000	200	594
WP_061208759.1	lcl|NZ_AHQS01000919.1_cds_WP_000626143.1_41	21.505	186	594
WP_061208759.1	lcl|NZ_AHQS01000859.1_cds_WP_000481723.1_245	24.229	227	594
WP_061208759.1	lcl|NZ_AHQS01000859.1_cds_WP_000481723.1_245	22.500	240	594
WP_061208759.1	lcl|NZ_AHQS01000031.1_cds_WP_000136057.1_4177	27.027	222	594
WP_061208759.1	lcl|NZ_AHQS01000117.1_cds_WP_002122776.1_3625	52.108	593	594
WP_061208759.1	lcl|NZ_AHQS01000543.1_cds_WP_000667646.1_1366	32.412	398	594
WP_061208759.1	lcl|NZ_AHQS01000470.1_cds_WP_000172210.1_2033	39.565	230	594
WP_061208759.1	lcl|NZ_AHQS01000315.1_cds_WP_000828456.1_2762	36.863	255	594
WP_061208759.1	lcl|NZ_AHQS01000539.1_cds_WP_001161019.1_1389	32.407	216	594
WP_061208759.1	lcl|NZ_AHQS01000366.1_cds_WP_001052496.1_2415	25.820	244	594
WP_061208759.1	lcl|NZ_AHQS01000058.1_cds_WP_002071818.1_3972	28.070	228	594
WP_061208759.1	lcl|NZ_AHQS01000069.1_cds_WP_000666554.1_3884	28.099	242	594
WP_061208759.1	lcl|NZ_AHQS01000594.1_cds_WP_000603361.1_1118	29.130	230	594
WP_061208759.1	lcl|NZ_AHQS01000533.1_cds_WP_001141158.1_1421	30.942	223	594
WP_061208759.1	lcl|NZ_AHQS01000504.1_cds_WP_000047473.1_1634	28.571	210	594
WP_061208759.1	lcl|NZ_AHQS01000027.1_cds_WP_001089498.1_4210	29.911	224	594
WP_061208759.1	lcl|NZ_AHQS01000354.1_cds_WP_000433117.1_2486	32.927	164	594
WP_061208759.1	lcl|NZ_AHQS01000118.1_cds_WP_000218832.1_3618	28.112	249	594
