WP_002725873.1	lcl|NZ_AHQC01000043.1_cds_WP_000340715.1_2828	93.902	82	106
WP_061209188.1	lcl|NZ_AHQC01000043.1_cds_WP_000410273.1_2827	92.971	313	314
WP_061209188.1	lcl|NZ_AHQC01000043.1_cds_WP_000093099.1_2807	58.730	63	314
WP_061209188.1	lcl|NZ_AHQC01000227.1_cds_WP_000744700.1_235	23.385	325	314
WP_061209188.1	lcl|NZ_AHQC01000043.1_cds_WP_000646256.1_2824	27.309	249	314
WP_061209188.1	lcl|NZ_AHQC01000043.1_cds_WP_000600889.1_2798	22.909	275	314
WP_061209188.1	lcl|NZ_AHQC01000043.1_cds_WP_000723092.1_2744	23.875	289	314
WP_061209188.1	lcl|NZ_AHQC01000043.1_cds_WP_001067556.1_2821	24.540	326	314
WP_061208759.1	lcl|NZ_AHQC01000152.1_cds_WP_000667645.1_829	32.250	400	594
WP_061208759.1	lcl|NZ_AHQC01000075.1_cds_WP_000172203.1_1993	39.565	230	594
WP_061208759.1	lcl|NZ_AHQC01000115.1_cds_WP_000828456.1_1459	36.863	255	594
WP_061208759.1	lcl|NZ_AHQC01000043.1_cds_WP_000834715.1_2804	37.553	237	594
WP_061208759.1	lcl|NZ_AHQC01000158.1_cds_WP_001161020.1_681	32.127	221	594
WP_061208759.1	lcl|NZ_AHQC01000166.1_cds_WP_000510777.1_576	26.941	219	594
WP_061208759.1	lcl|NZ_AHQC01000067.1_cds_WP_000942282.1_2236	28.509	228	594
WP_061208759.1	lcl|NZ_AHQC01000069.1_cds_WP_000619172.1_2194	29.508	244	594
WP_061208759.1	lcl|NZ_AHQC01000052.1_cds_LEP2GSC049_RS1000000126105_2521	25.207	242	594
WP_061208759.1	lcl|NZ_AHQC01000151.1_cds_WP_000666552.1_858	28.099	242	594
WP_061208759.1	lcl|NZ_AHQC01000086.1_cds_WP_000603361.1_1756	29.130	230	594
WP_061208759.1	lcl|NZ_AHQC01000240.1_cds_WP_001141162.1_15	29.646	226	594
WP_061208759.1	lcl|NZ_AHQC01000126.1_cds_WP_000047473.1_1243	28.571	210	594
WP_061208759.1	lcl|NZ_AHQC01000078.1_cds_WP_001089498.1_1865	29.911	224	594
WP_061208759.1	lcl|NZ_AHQC01000078.1_cds_WP_000433117.1_1897	32.927	164	594
WP_061208759.1	lcl|NZ_AHQC01000069.1_cds_WP_000127309.1_2193	28.395	243	594
WP_061208759.1	lcl|NZ_AHQC01000005.1_cds_WP_000590871.1_3721	25.943	212	594
WP_061208759.1	lcl|NZ_AHQC01000005.1_cds_WP_000590871.1_3721	24.841	157	594
WP_061208759.1	lcl|NZ_AHQC01000033.1_cds_WP_000052667.1_3285	25.439	228	594
WP_061208759.1	lcl|NZ_AHQC01000083.1_cds_WP_000184524.1_1802	26.728	217	594
WP_061208759.1	lcl|NZ_AHQC01000003.1_cds_WP_001288326.1_3744	27.778	216	594
WP_061208759.1	lcl|NZ_AHQC01000058.1_cds_WP_001049207.1_2424	28.500	200	594
WP_061208759.1	lcl|NZ_AHQC01000058.1_cds_WP_001049207.1_2424	26.201	229	594
WP_061208759.1	lcl|NZ_AHQC01000168.1_cds_WP_000651458.1_561	25.703	249	594
WP_061208759.1	lcl|NZ_AHQC01000225.1_cds_WP_000054169.1_277	23.445	209	594
WP_061208759.1	lcl|NZ_AHQC01000203.1_cds_WP_000626143.1_315	28.000	200	594
WP_061208759.1	lcl|NZ_AHQC01000203.1_cds_WP_000626143.1_315	21.505	186	594
WP_061208759.1	lcl|NZ_AHQC01000082.1_cds_WP_000481723.1_1816	24.229	227	594
WP_061208759.1	lcl|NZ_AHQC01000082.1_cds_WP_000481723.1_1816	22.500	240	594
