WP_002725873.1	lcl|NZ_AHOQ02000029.1_cds_WP_004462903.1_2241	97.561	82	106
WP_061209188.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485958.1_2240	91.935	310	314
WP_061209188.1	lcl|NZ_AHOQ02000030.1_cds_WP_004476620.1_2066	24.224	322	314
WP_061209188.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485979.1_2237	26.908	249	314
WP_061209188.1	lcl|NZ_AHOQ02000029.1_cds_WP_004476514.1_2130	23.132	281	314
WP_061209188.1	lcl|NZ_AHOQ02000020.1_cds_WP_004461234.1_2603	25.087	287	314
WP_061209188.1	lcl|NZ_AHOQ02000046.1_cds_WP_004486477.1_521	20.710	169	314
WP_061209188.1	lcl|NZ_AHOQ02000029.1_cds_WP_004472339.1_2234	23.030	330	314
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_032922363.1_735	32.061	393	594
WP_061208759.1	lcl|NZ_AHOQ02000049.1_cds_WP_004457781.1_365	41.304	230	594
WP_061208759.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485967.1_2206	38.983	236	594
WP_061208759.1	lcl|NZ_AHOQ02000030.1_cds_WP_004459265.1_1911	31.620	389	594
WP_061208759.1	lcl|NZ_AHOQ02000031.1_cds_WP_004464005.1_1817	35.266	207	594
WP_061208759.1	lcl|NZ_AHOQ02000032.1_cds_WP_004461439.1_1670	25.806	217	594
WP_061208759.1	lcl|NZ_AHOQ02000011.1_cds_WP_004480113.1_3420	29.258	229	594
WP_061208759.1	lcl|NZ_AHOQ02000030.1_cds_WP_004480457.1_1941	27.311	238	594
WP_061208759.1	lcl|NZ_AHOQ02000018.1_cds_WP_004481432.1_2772	32.039	206	594
WP_061208759.1	lcl|NZ_AHOQ02000038.1_cds_WP_004460145.1_1348	29.911	224	594
WP_061208759.1	lcl|NZ_AHOQ02000032.1_cds_WP_004466161.1_1715	29.130	230	594
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_004469508.1_622	31.818	220	594
WP_061208759.1	lcl|NZ_AHOQ02000038.1_cds_WP_004460086.1_1382	29.358	218	594
WP_061208759.1	lcl|NZ_AHOQ02000038.1_cds_WP_004473583.1_1329	29.386	228	594
WP_061208759.1	lcl|NZ_AHOQ02000005.1_cds_WP_004460645.1_3624	29.048	210	594
WP_061208759.1	lcl|NZ_AHOQ02000022.1_cds_WP_004458038.1_2567	31.746	189	594
WP_061208759.1	lcl|NZ_AHOQ02000016.1_cds_WP_004466497.1_3174	26.609	233	594
WP_061208759.1	lcl|NZ_AHOQ02000039.1_cds_WP_004461802.1_980	23.984	246	594
WP_061208759.1	lcl|NZ_AHOQ02000039.1_cds_WP_004461802.1_980	26.115	157	594
WP_061208759.1	lcl|NZ_AHOQ02000016.1_cds_WP_004485631.1_3154	29.911	224	594
WP_061208759.1	lcl|NZ_AHOQ02000027.1_cds_WP_004459763.1_2340	26.442	208	594
WP_061208759.1	lcl|NZ_AHOQ02000018.1_cds_WP_004483041.1_2849	25.794	252	594
WP_061208759.1	lcl|NZ_AHOQ02000013.1_cds_WP_004467934.1_3243	28.856	201	594
WP_061208759.1	lcl|NZ_AHOQ02000013.1_cds_WP_004467934.1_3243	27.869	183	594
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_004467532.1_623	26.378	254	594
WP_061208759.1	lcl|NZ_AHOQ02000039.1_cds_WP_004466296.1_915	24.658	219	594
WP_061208759.1	lcl|NZ_AHOQ02000032.1_cds_WP_004478498.1_1593	22.727	220	594
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_004486419.1_724	23.982	221	594
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_004486419.1_724	22.892	249	594
WP_061208759.1	lcl|NZ_AHOQ02000050.1_cds_WP_004459333.1_313	27.000	200	594
WP_061208759.1	lcl|NZ_AHOQ02000050.1_cds_WP_004459333.1_313	22.043	186	594
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_032922363.1_735	32.061	393	594
WP_061208759.1	lcl|NZ_AHOQ02000049.1_cds_WP_004457781.1_365	41.304	230	594
WP_061208759.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485967.1_2206	38.983	236	594
WP_061208759.1	lcl|NZ_AHOQ02000030.1_cds_WP_004459265.1_1911	31.620	389	594
WP_061208759.1	lcl|NZ_AHOQ02000031.1_cds_WP_004464005.1_1817	35.266	207	594
WP_061208759.1	lcl|NZ_AHOQ02000032.1_cds_WP_004461439.1_1670	25.806	217	594
WP_061208759.1	lcl|NZ_AHOQ02000011.1_cds_WP_004480113.1_3420	29.258	229	594
WP_061208759.1	lcl|NZ_AHOQ02000030.1_cds_WP_004480457.1_1941	27.311	238	594
WP_061208759.1	lcl|NZ_AHOQ02000018.1_cds_WP_004481432.1_2772	32.039	206	594
WP_061208759.1	lcl|NZ_AHOQ02000038.1_cds_WP_004460145.1_1348	29.911	224	594
WP_061208759.1	lcl|NZ_AHOQ02000032.1_cds_WP_004466161.1_1715	29.130	230	594
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_004469508.1_622	31.818	220	594
WP_061208759.1	lcl|NZ_AHOQ02000038.1_cds_WP_004460086.1_1382	29.358	218	594
WP_061208759.1	lcl|NZ_AHOQ02000038.1_cds_WP_004473583.1_1329	29.386	228	594
WP_061208759.1	lcl|NZ_AHOQ02000005.1_cds_WP_004460645.1_3624	29.048	210	594
WP_061208759.1	lcl|NZ_AHOQ02000022.1_cds_WP_004458038.1_2567	31.746	189	594
WP_061208759.1	lcl|NZ_AHOQ02000016.1_cds_WP_004466497.1_3174	26.609	233	594
WP_061208759.1	lcl|NZ_AHOQ02000039.1_cds_WP_004461802.1_980	23.984	246	594
WP_061208759.1	lcl|NZ_AHOQ02000039.1_cds_WP_004461802.1_980	26.115	157	594
WP_061208759.1	lcl|NZ_AHOQ02000016.1_cds_WP_004485631.1_3154	29.911	224	594
WP_061208759.1	lcl|NZ_AHOQ02000027.1_cds_WP_004459763.1_2340	26.442	208	594
WP_061208759.1	lcl|NZ_AHOQ02000018.1_cds_WP_004483041.1_2849	25.794	252	594
WP_061208759.1	lcl|NZ_AHOQ02000013.1_cds_WP_004467934.1_3243	28.856	201	594
WP_061208759.1	lcl|NZ_AHOQ02000013.1_cds_WP_004467934.1_3243	27.869	183	594
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_004467532.1_623	26.378	254	594
WP_061208759.1	lcl|NZ_AHOQ02000039.1_cds_WP_004466296.1_915	24.658	219	594
WP_061208759.1	lcl|NZ_AHOQ02000032.1_cds_WP_004478498.1_1593	22.727	220	594
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_004486419.1_724	23.982	221	594
WP_061208759.1	lcl|NZ_AHOQ02000043.1_cds_WP_004486419.1_724	22.892	249	594
WP_061208759.1	lcl|NZ_AHOQ02000050.1_cds_WP_004459333.1_313	27.000	200	594
WP_061208759.1	lcl|NZ_AHOQ02000050.1_cds_WP_004459333.1_313	22.043	186	594
WP_061208753.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485952.1_2211	26.087	161	359
WP_061208754.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485979.1_2237	32.059	340	343
WP_061208754.1	lcl|NZ_AHOQ02000029.1_cds_WP_004476514.1_2130	26.857	350	343
WP_061208754.1	lcl|NZ_AHOQ02000030.1_cds_WP_004476620.1_2066	25.959	339	343
WP_061208754.1	lcl|NZ_AHOQ02000046.1_cds_WP_004486477.1_521	24.581	358	343
WP_061208754.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485949.1_2202	26.667	360	343
WP_061208754.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485922.1_2210	30.677	251	343
WP_061208754.1	lcl|NZ_AHOQ02000043.1_cds_WP_004484594.1_668	23.988	346	343
WP_061208754.1	lcl|NZ_AHOQ02000020.1_cds_WP_004461234.1_2603	27.692	195	343
WP_061208754.1	lcl|NZ_AHOQ02000038.1_cds_WP_004486294.1_1122	28.216	241	343
WP_061208754.1	lcl|NZ_AHOQ02000029.1_cds_WP_004472339.1_2234	29.388	245	343
WP_061208754.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485955.1_2208	28.750	240	343
