WP_002725873.1	lcl|NZ_AOVZ01000020.1_cds_WP_000340715.1_262	93.902	82	106
WP_061209188.1	lcl|NZ_AOVZ01000020.1_cds_WP_000410273.1_263	92.971	313	314
WP_061209188.1	lcl|NZ_AOVZ01000020.1_cds_WP_000093099.1_283	58.730	63	314
WP_061209188.1	lcl|NZ_AOVZ01000020.1_cds_WP_000646250.1_266	27.711	249	314
WP_061209188.1	lcl|NZ_AOVZ01000104.1_cds_WP_000744700.1_2377	23.385	325	314
WP_061209188.1	lcl|NZ_AOVZ01000020.1_cds_WP_000600889.1_292	22.909	275	314
WP_061209188.1	lcl|NZ_AOVZ01000020.1_cds_WP_000723090.1_345	23.875	289	314
WP_061209188.1	lcl|NZ_AOVZ01000020.1_cds_WP_001067557.1_269	24.540	326	314
WP_061208759.1	lcl|NZ_AOVZ01000071.1_cds_WP_000667646.1_1373	32.412	398	594
WP_061208759.1	lcl|NZ_AOVZ01000070.1_cds_WP_000172202.1_1330	39.130	230	594
WP_061208759.1	lcl|NZ_AOVZ01000104.1_cds_WP_000828455.1_2288	36.863	255	594
WP_061208759.1	lcl|NZ_AOVZ01000020.1_cds_WP_000834715.1_286	37.553	237	594
WP_061208759.1	lcl|NZ_AOVZ01000111.1_cds_WP_001161019.1_2710	32.407	216	594
WP_061208759.1	lcl|NZ_AOVZ01000126.1_cds_WP_000510777.1_3106	26.941	219	594
WP_061208759.1	lcl|NZ_AOVZ01000108.1_cds_WP_001052498.1_2619	25.820	244	594
WP_061208759.1	lcl|NZ_AOVZ01000070.1_cds_WP_000942282.1_1316	28.509	228	594
WP_061208759.1	lcl|NZ_AOVZ01000108.1_cds_WP_000619175.1_2575	29.098	244	594
WP_061208759.1	lcl|NZ_AOVZ01000138.1_cds_WP_000666552.1_3522	28.099	242	594
WP_061208759.1	lcl|NZ_AOVZ01000096.1_cds_WP_000603361.1_2082	29.130	230	594
WP_061208759.1	lcl|NZ_AOVZ01000099.1_cds_WP_001141158.1_2130	30.942	223	594
WP_061208759.1	lcl|NZ_AOVZ01000062.1_cds_WP_000047473.1_1226	28.571	210	594
WP_061208759.1	lcl|NZ_AOVZ01000021.1_cds_WP_001089500.1_394	29.911	224	594
WP_061208759.1	lcl|NZ_AOVZ01000021.1_cds_WP_000433117.1_426	32.927	164	594
WP_061208759.1	lcl|NZ_AOVZ01000108.1_cds_WP_000218838.1_2574	28.112	249	594
WP_061208759.1	lcl|NZ_AOVZ01000091.1_cds_WP_000590867.1_1975	25.943	212	594
WP_061208759.1	lcl|NZ_AOVZ01000091.1_cds_WP_000590867.1_1975	24.841	157	594
WP_061208759.1	lcl|NZ_AOVZ01000026.1_cds_WP_000052667.1_585	25.439	228	594
WP_061208759.1	lcl|NZ_AOVZ01000075.1_cds_WP_000184524.1_1505	26.728	217	594
WP_061208759.1	lcl|NZ_AOVZ01000003.1_cds_WP_001288326.1_24	27.778	216	594
WP_061208759.1	lcl|NZ_AOVZ01000022.1_cds_WP_001049205.1_460	28.500	200	594
WP_061208759.1	lcl|NZ_AOVZ01000022.1_cds_WP_001049205.1_460	26.957	230	594
WP_061208759.1	lcl|NZ_AOVZ01000102.1_cds_WP_000675807.1_2230	25.506	247	594
WP_061208759.1	lcl|NZ_AOVZ01000096.1_cds_WP_000054169.1_2098	23.445	209	594
WP_061208759.1	lcl|NZ_AOVZ01000070.1_cds_WP_000626143.1_1335	28.000	200	594
WP_061208759.1	lcl|NZ_AOVZ01000070.1_cds_WP_000626143.1_1335	21.505	186	594
WP_061208759.1	lcl|NZ_AOVZ01000030.1_cds_WP_000481720.1_715	24.229	227	594
WP_061208759.1	lcl|NZ_AOVZ01000030.1_cds_WP_000481720.1_715	22.500	240	594
WP_061208759.1	lcl|NZ_AOVZ01000086.1_cds_WP_000136057.1_1849	27.027	222	594
WP_061208759.1	lcl|NZ_AOVZ01000071.1_cds_WP_000667646.1_1373	32.412	398	594
WP_061208759.1	lcl|NZ_AOVZ01000070.1_cds_WP_000172202.1_1330	39.130	230	594
WP_061208759.1	lcl|NZ_AOVZ01000104.1_cds_WP_000828455.1_2288	36.863	255	594
WP_061208759.1	lcl|NZ_AOVZ01000020.1_cds_WP_000834715.1_286	37.553	237	594
WP_061208759.1	lcl|NZ_AOVZ01000111.1_cds_WP_001161019.1_2710	32.407	216	594
WP_061208759.1	lcl|NZ_AOVZ01000126.1_cds_WP_000510777.1_3106	26.941	219	594
WP_061208759.1	lcl|NZ_AOVZ01000108.1_cds_WP_001052498.1_2619	25.820	244	594
WP_061208759.1	lcl|NZ_AOVZ01000070.1_cds_WP_000942282.1_1316	28.509	228	594
WP_061208759.1	lcl|NZ_AOVZ01000108.1_cds_WP_000619175.1_2575	29.098	244	594
WP_061208759.1	lcl|NZ_AOVZ01000138.1_cds_WP_000666552.1_3522	28.099	242	594
WP_061208759.1	lcl|NZ_AOVZ01000096.1_cds_WP_000603361.1_2082	29.130	230	594
