WP_002725873.1	lcl|NZ_RQHW01000047.1_cds_WP_135760929.1_1123	55.556	81	106
WP_061209188.1	lcl|NZ_RQHW01000047.1_cds_WP_135760930.1_1124	90.000	310	314
WP_061209188.1	lcl|NZ_RQHW01000079.1_cds_WP_135762059.1_3564	25.155	322	314
WP_061209188.1	lcl|NZ_RQHW01000047.1_cds_WP_135760972.1_1172	22.383	277	314
WP_061209188.1	lcl|NZ_RQHW01000047.1_cds_WP_135760928.1_1122	22.887	284	314
WP_061209188.1	lcl|NZ_RQHW01000047.1_cds_WP_135760974.1_1174	22.293	314	314
WP_061209188.1	lcl|NZ_RQHW01000034.1_cds_WP_135760480.1_1719	24.691	324	314
WP_061208759.1	lcl|NZ_RQHW01000008.1_cds_WP_135758944.1_245	43.320	247	594
WP_061208759.1	lcl|NZ_RQHW01000013.1_cds_WP_135759178.1_2617	36.466	266	594
WP_061208759.1	lcl|NZ_RQHW01000013.1_cds_WP_135759234.1_2678	40.789	228	594
WP_061208759.1	lcl|NZ_RQHW01000047.1_cds_WP_135760837.1_1024	32.270	282	594
WP_061208759.1	lcl|NZ_RQHW01000047.1_cds_WP_135760953.1_1148	36.493	211	594
WP_061208759.1	lcl|NZ_RQHW01000002.1_cds_WP_210416269.1_3012	33.054	239	594
WP_061208759.1	lcl|NZ_RQHW01000047.1_cds_WP_167884237.1_1270	29.289	239	594
WP_061208759.1	lcl|NZ_RQHW01000002.1_cds_WP_135758574.1_2931	25.431	232	594
WP_061208759.1	lcl|NZ_RQHW01000010.1_cds_WP_135759026.1_553	25.229	218	594
WP_061208759.1	lcl|NZ_RQHW01000032.1_cds_WP_135760338.1_826	28.509	228	594
WP_061208759.1	lcl|NZ_RQHW01000003.1_cds_WP_135758806.1_665	34.247	219	594
WP_061208759.1	lcl|NZ_RQHW01000003.1_cds_WP_135758772.1_735	27.273	220	594
WP_061208759.1	lcl|NZ_RQHW01000047.1_cds_WP_135761400.1_1640	28.936	235	594
WP_061208759.1	lcl|NZ_RQHW01000078.1_cds_WP_135761857.1_51	30.952	210	594
WP_061208759.1	lcl|NZ_RQHW01000047.1_cds_WP_135761089.1_1297	28.054	221	594
WP_061208759.1	lcl|NZ_RQHW01000047.1_cds_WP_135761487.1_1417	29.148	223	594
