WP_002725873.1	lcl|NZ_RQFM01000027.1_cds_WP_035983633.1_2262	62.162	74	106
WP_061209188.1	lcl|NZ_RQFM01000027.1_cds_WP_135748742.1_2265	80.323	310	314
WP_061209188.1	lcl|NZ_RQFM01000008.1_cds_WP_135748927.1_3331	24.451	319	314
WP_061209188.1	lcl|NZ_RQFM01000006.1_cds_WP_135748906.1_3047	26.087	322	314
WP_061209188.1	lcl|NZ_RQFM01000027.1_cds_WP_135748743.1_2264	21.569	255	314
WP_061209188.1	lcl|NZ_RQFM01000023.1_cds_WP_135749866.1_3074	22.043	186	314
WP_061209188.1	lcl|NZ_RQFM01000022.1_cds_WP_135748100.1_1325	22.630	327	314
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135749212.1_841	43.049	223	594
WP_061208759.1	lcl|NZ_RQFM01000006.1_cds_WP_135749141.1_2775	41.202	233	594
WP_061208759.1	lcl|NZ_RQFM01000006.1_cds_WP_135748315.1_2841	38.261	230	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135749912.1_1320	32.967	273	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135748106.1_1318	34.532	278	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135748483.1_2066	32.328	232	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135692851.1_523	28.767	219	594
WP_061208759.1	lcl|NZ_RQFM01000027.1_cds_WP_135747926.1_2374	30.962	239	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135746730.1_1647	27.155	232	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135747226.1_1410	31.416	226	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135748084.1_1345	31.797	217	594
WP_061208759.1	lcl|NZ_RQFM01000008.1_cds_WP_135746874.1_3503	32.127	221	594
WP_061208759.1	lcl|NZ_RQFM01000027.1_cds_WP_135569264.1_2440	30.594	219	594
WP_061208759.1	lcl|NZ_RQFM01000012.1_cds_WP_135747471.1_3708	27.530	247	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135592366.1_44	28.251	223	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135749622.1_71	27.619	210	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_004789028.1_230	27.193	228	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135747834.1_1575	27.230	213	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135747834.1_1575	25.926	162	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135747835.1_1576	26.484	219	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135697085.1_927	29.386	228	594
WP_061208759.1	lcl|NZ_RQFM01000027.1_cds_WP_135748529.1_2288	24.000	250	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135749519.1_1738	27.962	211	594
WP_061208759.1	lcl|NZ_RQFM01000027.1_cds_WP_135747909.1_2400	26.941	219	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135749511.1_1730	27.451	204	594
WP_061208759.1	lcl|NZ_RQFM01000012.1_cds_WP_135747496.1_3737	25.417	240	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135746858.1_1794	23.445	209	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135747567.1_368	27.072	181	594
WP_061208759.1	lcl|NZ_RQFM01000019.1_cds_WP_135749802.1_3659	25.112	223	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135749001.1_1924	22.845	232	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135748368.1_975	25.414	181	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135748368.1_975	27.174	184	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135746719.1_1635	25.269	186	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135748124.1_1300	23.256	172	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135748668.1_757	22.277	202	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135748083.1_1346	27.706	231	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135747222.1_1402	24.793	242	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135747222.1_1402	22.892	249	594
WP_061208759.1	lcl|NZ_RQFM01000006.1_cds_WP_135747789.1_2620	22.111	199	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135749212.1_841	43.049	223	594
WP_061208759.1	lcl|NZ_RQFM01000006.1_cds_WP_135749141.1_2775	41.202	233	594
WP_061208759.1	lcl|NZ_RQFM01000006.1_cds_WP_135748315.1_2841	38.261	230	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135749912.1_1320	32.967	273	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135748106.1_1318	34.532	278	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135748483.1_2066	32.328	232	594
WP_061208759.1	lcl|NZ_RQFM01000022.1_cds_WP_135692851.1_523	28.767	219	594
WP_061208759.1	lcl|NZ_RQFM01000027.1_cds_WP_135747926.1_2374	30.962	239	594
WP_061208759.1	lcl|NZ_RQFM01000010.1_cds_WP_135746730.1_1647	27.155	232	594
