WP_002725873.1	lcl|NZ_QHCU01000007.1_cds_WP_118966243.1_3729	97.561	82	106
WP_061209188.1	lcl|NZ_QHCU01000007.1_cds_WP_118966133.1_3730	92.258	310	314
WP_061209188.1	lcl|NZ_QHCU01000002.1_cds_WP_118954467.1_1312	24.224	322	314
WP_061209188.1	lcl|NZ_QHCU01000007.1_cds_WP_118966181.1_3785	22.835	254	314
WP_061209188.1	lcl|NZ_QHCU01000007.1_cds_WP_118966198.1_3804	23.571	280	314
WP_061209188.1	lcl|NZ_QHCU01000007.1_cds_WP_118966183.1_3787	20.861	302	314
WP_061209188.1	lcl|NZ_QHCU01000002.1_cds_WP_118957901.1_1799	22.024	168	314
WP_061209188.1	lcl|NZ_QHCU01000002.1_cds_WP_118964806.1_1609	22.118	321	314
WP_061208759.1	lcl|NZ_QHCU01000007.1_cds_WP_118966136.1_3733	33.161	579	594
WP_061208759.1	lcl|NZ_QHCU01000002.1_cds_WP_167450740.1_1761	40.000	230	594
WP_061208759.1	lcl|NZ_QHCU01000001.1_cds_WP_167450714.1_907	41.228	228	594
WP_061208759.1	lcl|NZ_QHCU01000002.1_cds_WP_118964703.1_1400	36.471	255	594
WP_061208759.1	lcl|NZ_QHCU01000003.1_cds_WP_118955540.1_2026	32.870	216	594
WP_061208759.1	lcl|NZ_QHCU01000001.1_cds_WP_118956104.1_575	30.279	251	594
WP_061208759.1	lcl|NZ_QHCU01000003.1_cds_WP_118955241.1_2364	27.230	213	594
WP_061208759.1	lcl|NZ_QHCU01000004.1_cds_WP_118965299.1_2411	33.511	188	594
WP_061208759.1	lcl|NZ_QHCU01000001.1_cds_WP_118964509.1_1154	30.876	217	594
WP_061208759.1	lcl|NZ_QHCU01000002.1_cds_WP_118964851.1_1695	28.448	232	594
WP_061208759.1	lcl|NZ_QHCU01000005.1_cds_WP_118965722.1_3086	29.876	241	594
WP_061208759.1	lcl|NZ_QHCU01000001.1_cds_WP_118956272.1_398	32.000	200	594
WP_061208759.1	lcl|NZ_QHCU01000005.1_cds_WP_118956674.1_3105	28.947	228	594
WP_061208759.1	lcl|NZ_QHCU01000002.1_cds_WP_118957909.1_1788	29.245	212	594
WP_061208759.1	lcl|NZ_QHCU01000006.1_cds_WP_118966000.1_3542	27.014	211	594
WP_061208759.1	lcl|NZ_QHCU01000003.1_cds_WP_118957663.1_1869	27.468	233	594
WP_061208759.1	lcl|NZ_QHCU01000005.1_cds_WP_118956883.1_3051	28.899	218	594
WP_061208759.1	lcl|NZ_QHCU01000005.1_cds_WP_167450780.1_3243	28.571	210	594
WP_061208759.1	lcl|NZ_QHCU01000003.1_cds_WP_118957668.1_1863	25.943	212	594
WP_061208759.1	lcl|NZ_QHCU01000003.1_cds_WP_118957668.1_1863	25.478	157	594
WP_061208759.1	lcl|NZ_QHCU01000004.1_cds_WP_118965322.1_2453	32.275	189	594
WP_061208759.1	lcl|NZ_QHCU01000002.1_cds_WP_118964593.1_1199	23.830	235	594
WP_061208759.1	lcl|NZ_QHCU01000001.1_cds_WP_118954754.1_1039	27.604	192	594
WP_061208759.1	lcl|NZ_QHCU01000002.1_cds_WP_118964962.1_1738	26.809	235	594
WP_061208759.1	lcl|NZ_QHCU01000001.1_cds_WP_118964508.1_1153	27.347	245	594
WP_061208759.1	lcl|NZ_QHCU01000004.1_cds_WP_118965325.1_2456	26.923	208	594
WP_061208759.1	lcl|NZ_QHCU01000007.1_cds_WP_118966222.1_3845	23.265	245	594
WP_061208759.1	lcl|NZ_QHCU01000004.1_cds_WP_118965472.1_2708	24.885	217	594
WP_061208759.1	lcl|NZ_QHCU01000004.1_cds_WP_118965472.1_2708	28.070	228	594
WP_061208759.1	lcl|NZ_QHCU01000001.1_cds_WP_118964145.1_381	23.982	221	594
WP_061208759.1	lcl|NZ_QHCU01000003.1_cds_WP_118965240.1_2363	26.490	151	594
