WP_002725873.1	lcl|NZ_JQQE01000003.1_cds_WP_000340715.1_88	93.902	82	106
WP_061209188.1	lcl|NZ_JQQE01000003.1_cds_WP_000410273.1_89	92.971	313	314
WP_061209188.1	lcl|NZ_JQQE01000040.1_cds_WP_000744700.1_1304	23.385	325	314
WP_061209188.1	lcl|NZ_JQQE01000003.1_cds_WP_000646251.1_92	27.309	249	314
WP_061209188.1	lcl|NZ_JQQE01000003.1_cds_WP_061255837.1_120	22.909	275	314
WP_061209188.1	lcl|NZ_JQQE01000003.1_cds_WP_000723090.1_175	23.875	289	314
WP_061209188.1	lcl|NZ_JQQE01000003.1_cds_WP_001067556.1_95	24.540	326	314
WP_061208759.1	lcl|NZ_JQQE01000045.1_cds_WP_000667646.1_1441	32.412	398	594
WP_061208759.1	lcl|NZ_JQQE01000163.1_cds_WP_154644654.1_3351	39.394	231	594
WP_061208759.1	lcl|NZ_JQQE01000018.1_cds_WP_000828459.1_648	36.863	255	594
WP_061208759.1	lcl|NZ_JQQE01000003.1_cds_WP_000797356.1_118	38.559	236	594
WP_061208759.1	lcl|NZ_JQQE01000032.1_cds_WP_001161019.1_1095	32.407	216	594
WP_061208759.1	lcl|NZ_JQQE01000211.1_cds_WP_000510774.1_3760	26.941	219	594
WP_061208759.1	lcl|NZ_JQQE01000180.1_cds_WP_001052498.1_3560	25.820	244	594
WP_061208759.1	lcl|NZ_JQQE01000088.1_cds_WP_000942282.1_2380	28.509	228	594
WP_061208759.1	lcl|NZ_JQQE01000002.1_cds_WP_000619179.1_65	28.689	244	594
WP_061208759.1	lcl|NZ_JQQE01000056.1_cds_WP_000666552.1_1802	28.099	242	594
WP_061208759.1	lcl|NZ_JQQE01000096.1_cds_WP_000603361.1_2555	29.130	230	594
WP_061208759.1	lcl|NZ_JQQE01000066.1_cds_WP_001141160.1_2062	30.942	223	594
WP_061208759.1	lcl|NZ_JQQE01000077.1_cds_WP_000047473.1_2217	28.571	210	594
WP_061208759.1	lcl|NZ_JQQE01000049.1_cds_WP_001089498.1_1641	29.911	224	594
WP_061208759.1	lcl|NZ_JQQE01000049.1_cds_WP_000433117.1_1609	32.927	164	594
WP_061208759.1	lcl|NZ_JQQE01000002.1_cds_WP_000218838.1_64	28.112	249	594
WP_061208759.1	lcl|NZ_JQQE01000142.1_cds_WP_000590871.1_3184	25.943	212	594
WP_061208759.1	lcl|NZ_JQQE01000142.1_cds_WP_000590871.1_3184	24.841	157	594
