WP_002725873.1	lcl|NZ_RQHM01000008.1_cds_WP_135594790.1_126	62.162	74	106
WP_061209188.1	lcl|NZ_RQHM01000008.1_cds_WP_135594788.1_127	83.067	313	314
WP_061209188.1	lcl|NZ_RQHM01000008.1_cds_WP_135605693.1_2335	23.006	326	314
WP_061209188.1	lcl|NZ_RQHM01000008.1_cds_WP_135594691.1_178	22.500	280	314
WP_061209188.1	lcl|NZ_RQHM01000008.1_cds_WP_135594687.1_180	21.569	306	314
WP_061209188.1	lcl|NZ_RQHM01000008.1_cds_WP_135592297.1_198	27.778	180	314
WP_061209188.1	lcl|NZ_RQHM01000002.1_cds_WP_100715920.1_3401	22.619	168	314
WP_061209188.1	lcl|NZ_RQHM01000008.1_cds_WP_135605246.1_1775	24.204	314	314
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_167879885.1_129	32.240	549	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100716311.1_1308	42.616	237	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100716163.1_2050	41.525	236	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605505.1_2110	40.000	225	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605235.1_1769	34.317	271	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605233.1_1767	34.496	258	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_135603428.1_2580	29.670	273	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100717653.1_2943	28.326	233	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135591471.1_984	28.311	219	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100728022.1_329	29.204	226	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100719689.1_1794	32.258	217	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135604118.1_267	31.356	236	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100721480.1_1859	28.879	232	594
WP_061208759.1	lcl|NZ_RQHM01000005.1_cds_WP_135603838.1_3523	28.270	237	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605817.1_2525	30.531	226	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135604138.1_293	29.817	218	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100718973.1_2852	29.384	211	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_239671187.1_570	26.636	214	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100716774.1_695	26.609	233	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605897.1_543	27.803	223	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100720566.1_3133	25.000	220	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100716584.1_3020	26.471	204	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100716584.1_3020	25.926	162	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100718385.1_1395	28.378	222	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100718965.1_2860	29.412	204	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605214.1_1751	29.114	158	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605955.1_1443	27.723	202	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605955.1_1443	28.261	184	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135604881.1_1227	26.047	215	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100719685.1_1795	26.549	226	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_135603492.1_2726	24.737	190	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100717642.1_2955	26.344	186	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100717642.1_2955	26.957	230	594
WP_061208759.1	lcl|NZ_RQHM01000005.1_cds_WP_100726759.1_3556	24.893	233	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605359.1_1914	23.762	202	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135604549.1_829	28.788	198	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_167879885.1_129	32.240	549	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100716311.1_1308	42.616	237	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100716163.1_2050	41.525	236	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605505.1_2110	40.000	225	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605235.1_1769	34.317	271	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605233.1_1767	34.496	258	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_135603428.1_2580	29.670	273	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100717653.1_2943	28.326	233	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135591471.1_984	28.311	219	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100728022.1_329	29.204	226	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100719689.1_1794	32.258	217	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135604118.1_267	31.356	236	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100721480.1_1859	28.879	232	594
WP_061208759.1	lcl|NZ_RQHM01000005.1_cds_WP_135603838.1_3523	28.270	237	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605817.1_2525	30.531	226	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135604138.1_293	29.817	218	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100718973.1_2852	29.384	211	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_239671187.1_570	26.636	214	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100716774.1_695	26.609	233	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_135605897.1_543	27.803	223	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100720566.1_3133	25.000	220	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100716584.1_3020	26.471	204	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100716584.1_3020	25.926	162	594
WP_061208759.1	lcl|NZ_RQHM01000008.1_cds_WP_100718385.1_1395	28.378	222	594
WP_061208759.1	lcl|NZ_RQHM01000004.1_cds_WP_100718965.1_2860	29.412	204	594
