WP_002725873.1	lcl|NZ_WNNH01000003.1_cds_WP_000340715.1_1904	93.902	82	106
WP_061209188.1	lcl|NZ_WNNH01000003.1_cds_WP_000410273.1_1905	92.971	313	314
WP_061209188.1	lcl|NZ_WNNH01000003.1_cds_WP_000093099.1_1925	58.730	63	314
WP_061209188.1	lcl|NZ_WNNH01000003.1_cds_WP_000646250.1_1908	27.711	249	314
WP_061209188.1	lcl|NZ_WNNH01000002.1_cds_WP_000744700.1_1189	23.385	325	314
WP_061209188.1	lcl|NZ_WNNH01000003.1_cds_WP_000600889.1_1934	22.909	275	314
WP_061209188.1	lcl|NZ_WNNH01000003.1_cds_WP_000723090.1_1987	23.875	289	314
WP_061209188.1	lcl|NZ_WNNH01000003.1_cds_WP_001067557.1_1911	24.540	326	314
WP_061208759.1	lcl|NZ_WNNH01000018.1_cds_WP_000667646.1_1038	32.412	398	594
WP_061208759.1	lcl|NZ_WNNH01000008.1_cds_WP_000172202.1_3498	39.130	230	594
WP_061208759.1	lcl|NZ_WNNH01000002.1_cds_WP_000828455.1_1278	36.863	255	594
WP_061208759.1	lcl|NZ_WNNH01000003.1_cds_WP_000834715.1_1928	37.553	237	594
WP_061208759.1	lcl|NZ_WNNH01000011.1_cds_WP_001161019.1_449	32.407	216	594
WP_061208759.1	lcl|NZ_WNNH01000005.1_cds_WP_000510777.1_2810	26.941	219	594
WP_061208759.1	lcl|NZ_WNNH01000022.1_cds_WP_001052498.1_1480	25.820	244	594
WP_061208759.1	lcl|NZ_WNNH01000008.1_cds_WP_000942282.1_3512	28.509	228	594
WP_061208759.1	lcl|NZ_WNNH01000050.1_cds_WP_000619175.1_2889	29.098	244	594
WP_061208759.1	lcl|NZ_WNNH01000049.1_cds_WP_000666552.1_2759	28.099	242	594
WP_061208759.1	lcl|NZ_WNNH01000033.1_cds_WP_000603361.1_2200	29.130	230	594
WP_061208759.1	lcl|NZ_WNNH01000061.1_cds_WP_001141158.1_3198	30.942	223	594
WP_061208759.1	lcl|NZ_WNNH01000016.1_cds_WP_000047473.1_887	28.571	210	594
WP_061208759.1	lcl|NZ_WNNH01000026.1_cds_WP_001089500.1_1691	29.911	224	594
WP_061208759.1	lcl|NZ_WNNH01000026.1_cds_WP_000433117.1_1723	32.927	164	594
WP_061208759.1	lcl|NZ_WNNH01000050.1_cds_WP_000218838.1_2890	28.112	249	594
WP_061208759.1	lcl|NZ_WNNH01000036.1_cds_WP_000590867.1_2292	25.943	212	594
WP_061208759.1	lcl|NZ_WNNH01000036.1_cds_WP_000590867.1_2292	24.841	157	594
WP_061208759.1	lcl|NZ_WNNH01000006.1_cds_WP_000052667.1_3077	25.439	228	594
WP_061208759.1	lcl|NZ_WNNH01000004.1_cds_WP_000184524.1_2522	26.728	217	594
WP_061208759.1	lcl|NZ_WNNH01000017.1_cds_WP_001288326.1_984	27.778	216	594
WP_061208759.1	lcl|NZ_WNNH01000035.1_cds_WP_001049205.1_2274	28.500	200	594
WP_061208759.1	lcl|NZ_WNNH01000035.1_cds_WP_001049205.1_2274	26.957	230	594
WP_061208759.1	lcl|NZ_WNNH01000003.1_cds_WP_000675807.1_2030	25.506	247	594
WP_061208759.1	lcl|NZ_WNNH01000033.1_cds_WP_000054169.1_2216	23.445	209	594
WP_061208759.1	lcl|NZ_WNNH01000008.1_cds_WP_000626143.1_3493	28.000	200	594
WP_061208759.1	lcl|NZ_WNNH01000008.1_cds_WP_000626143.1_3493	21.505	186	594
WP_061208759.1	lcl|NZ_WNNH01000087.1_cds_WP_000481720.1_3603	24.229	227	594
WP_061208759.1	lcl|NZ_WNNH01000087.1_cds_WP_000481720.1_3603	22.500	240	594
