WP_002725873.1	lcl|NZ_JADDWF010000005.1_cds_WP_002725873.1_2765	100.000	106	106
WP_061209188.1	lcl|NZ_JADDWF010000005.1_cds_WP_002733579.1_2764	100.000	313	314
WP_061209188.1	lcl|NZ_JADDWF010000017.1_cds_WP_002722638.1_602	24.845	322	314
WP_061209188.1	lcl|NZ_JADDWF010000005.1_cds_WP_002733534.1_2761	26.908	249	314
WP_061209188.1	lcl|NZ_JADDWF010000005.1_cds_WP_002740024.1_2670	23.132	281	314
WP_061209188.1	lcl|NZ_JADDWF010000006.1_cds_WP_002728309.1_3027	25.723	311	314
WP_061209188.1	lcl|NZ_JADDWF010000029.1_cds_WP_002743770.1_1379	20.809	173	314
WP_061209188.1	lcl|NZ_JADDWF010000005.1_cds_WP_016749081.1_2732	24.503	151	314
WP_061209188.1	lcl|NZ_JADDWF010000005.1_cds_WP_002740721.1_2758	24.848	330	314
WP_061208759.1	lcl|NZ_JADDWF010000001.1_cds_WP_002723347.1_761	41.228	228	594
WP_061208759.1	lcl|NZ_JADDWF010000005.1_cds_WP_002740724.1_2739	39.167	240	594
WP_061208759.1	lcl|NZ_JADDWF010000068.1_cds_WP_002742222.1_2900	40.000	230	594
WP_061208759.1	lcl|NZ_JADDWF010000030.1_cds_WP_002741286.1_1560	31.620	389	594
WP_061208759.1	lcl|NZ_JADDWF010000005.1_cds_IQA76_RS03175_2728	35.115	262	594
WP_061208759.1	lcl|NZ_JADDWF010000009.1_cds_WP_002726143.1_3362	33.333	216	594
WP_061208759.1	lcl|NZ_JADDWF010000008.1_cds_WP_002739451.1_3247	25.806	217	594
WP_061208759.1	lcl|NZ_JADDWF010000010.1_cds_WP_032854486.1_31	33.010	206	594
WP_061208759.1	lcl|NZ_JADDWF010000002.1_cds_WP_002734207.1_1476	28.017	232	594
WP_061208759.1	lcl|NZ_JADDWF010000008.1_cds_WP_002725984.1_3279	29.565	230	594
WP_061208759.1	lcl|NZ_JADDWF010000003.1_cds_WP_002721827.1_2043	29.954	217	594
WP_061208759.1	lcl|NZ_JADDWF010000003.1_cds_WP_002721914.1_2010	29.817	218	594
WP_061208759.1	lcl|NZ_JADDWF010000027.1_cds_WP_002729296.1_1279	27.948	229	594
WP_061208759.1	lcl|NZ_JADDWF010000004.1_cds_WP_002724285.1_2386	30.093	216	594
WP_061208759.1	lcl|NZ_JADDWF010000010.1_cds_WP_002728388.1_47	29.048	210	594
WP_061208759.1	lcl|NZ_JADDWF010000011.1_cds_WP_002752475.1_181	27.197	239	594
WP_061208759.1	lcl|NZ_JADDWF010000054.1_cds_WP_002738485.1_2555	29.255	188	594
WP_061208759.1	lcl|NZ_JADDWF010000031.1_cds_WP_032853264.1_1600	25.592	211	594
WP_061208759.1	lcl|NZ_JADDWF010000031.1_cds_WP_032853264.1_1600	25.478	157	594
WP_061208759.1	lcl|NZ_JADDWF010000011.1_cds_WP_002729758.1_172	31.696	224	594
WP_061208759.1	lcl|NZ_JADDWF010000004.1_cds_WP_002730493.1_2368	26.512	215	594
WP_061208759.1	lcl|NZ_JADDWF010000025.1_cds_WP_002733837.1_1180	29.064	203	594
