WP_002725873.1	lcl|NZ_AOWX01000105.1_cds_WP_000340715.1_1965	93.902	82	106
WP_061209188.1	lcl|NZ_AOWX01000105.1_cds_WP_000410273.1_1964	92.971	313	314
WP_061209188.1	lcl|NZ_AOWX01000105.1_cds_WP_000093099.1_1944	58.730	63	314
WP_061209188.1	lcl|NZ_AOWX01000105.1_cds_WP_000646250.1_1961	27.711	249	314
WP_061209188.1	lcl|NZ_AOWX01000093.1_cds_WP_000744700.1_1692	23.385	325	314
WP_061209188.1	lcl|NZ_AOWX01000105.1_cds_WP_017861861.1_1935	22.545	275	314
WP_061209188.1	lcl|NZ_AOWX01000105.1_cds_WP_000723090.1_1882	23.875	289	314
WP_061209188.1	lcl|NZ_AOWX01000105.1_cds_WP_001067557.1_1958	24.540	326	314
WP_061208759.1	lcl|NZ_AOWX01000122.1_cds_WP_000667646.1_2460	32.412	398	594
WP_061208759.1	lcl|NZ_AOWX01000040.1_cds_WP_000172202.1_557	39.130	230	594
WP_061208759.1	lcl|NZ_AOWX01000119.1_cds_WP_000828455.1_2343	36.863	255	594
WP_061208759.1	lcl|NZ_AOWX01000105.1_cds_WP_000834715.1_1941	37.553	237	594
WP_061208759.1	lcl|NZ_AOWX01000136.1_cds_WP_001161019.1_2860	32.407	216	594
WP_061208759.1	lcl|NZ_AOWX01000028.1_cds_WP_000510777.1_299	26.941	219	594
WP_061208759.1	lcl|NZ_AOWX01000128.1_cds_WP_001052498.1_2556	25.820	244	594
WP_061208759.1	lcl|NZ_AOWX01000049.1_cds_WP_000942282.1_690	28.509	228	594
WP_061208759.1	lcl|NZ_AOWX01000133.1_cds_WP_000619175.1_2826	29.098	244	594
WP_061208759.1	lcl|NZ_AOWX01000141.1_cds_WP_000666552.1_2969	28.099	242	594
WP_061208759.1	lcl|NZ_AOWX01000042.1_cds_WP_000603361.1_580	29.130	230	594
WP_061208759.1	lcl|NZ_AOWX01000107.1_cds_WP_001141158.1_2028	30.942	223	594
WP_061208759.1	lcl|NZ_AOWX01000130.1_cds_WP_000047473.1_2673	28.571	210	594
WP_061208759.1	lcl|NZ_AOWX01000062.1_cds_WP_001089500.1_1096	29.911	224	594
WP_061208759.1	lcl|NZ_AOWX01000062.1_cds_WP_000433117.1_1064	32.927	164	594
WP_061208759.1	lcl|NZ_AOWX01000133.1_cds_WP_000218838.1_2825	28.112	249	594
WP_061208759.1	lcl|NZ_AOWX01000013.1_cds_WP_000590867.1_50	25.943	212	594
WP_061208759.1	lcl|NZ_AOWX01000013.1_cds_WP_000590867.1_50	24.841	157	594
WP_061208759.1	lcl|NZ_AOWX01000142.1_cds_WP_000052667.1_2999	25.439	228	594
