WP_002725873.1	lcl|NZ_AOUW01000022.1_cds_WP_002733653.1_3107	99.057	106	106
WP_061209188.1	lcl|NZ_AOUW01000022.1_cds_WP_002733579.1_3106	100.000	313	314
WP_061209188.1	lcl|NZ_AOUW01000029.1_cds_WP_002722638.1_2819	24.845	322	314
WP_061209188.1	lcl|NZ_AOUW01000022.1_cds_WP_002733534.1_3103	26.908	249	314
WP_061209188.1	lcl|NZ_AOUW01000045.1_cds_WP_002727919.1_2337	23.132	281	314
WP_061209188.1	lcl|NZ_AOUW01000009.1_cds_WP_002728309.1_3267	25.723	311	314
WP_061209188.1	lcl|NZ_AOUW01000087.1_cds_WP_002729504.1_142	20.809	173	314
WP_061209188.1	lcl|NZ_AOUW01000031.1_cds_WP_016749081.1_2766	24.503	151	314
WP_061209188.1	lcl|NZ_AOUW01000022.1_cds_WP_016749079.1_3100	24.242	330	314
WP_061208759.1	lcl|NZ_AOUW01000075.1_cds_WP_002723347.1_739	41.228	228	594
WP_061208759.1	lcl|NZ_AOUW01000081.1_cds_WP_002735243.1_260	40.435	230	594
WP_061208759.1	lcl|NZ_AOUW01000074.1_cds_WP_002732396.1_940	31.620	389	594
WP_061208759.1	lcl|NZ_AOUW01000031.1_cds_WP_002733589.1_2762	35.115	262	594
WP_061208759.1	lcl|NZ_AOUW01000060.1_cds_WP_002726143.1_1621	33.333	216	594
WP_061208759.1	lcl|NZ_AOUW01000003.1_cds_WP_002723679.1_3373	25.806	217	594
WP_061208759.1	lcl|NZ_AOUW01000077.1_cds_WP_002735846.1_473	32.524	206	594
WP_061208759.1	lcl|NZ_AOUW01000015.1_cds_WP_002734207.1_3190	28.017	232	594
WP_061208759.1	lcl|NZ_AOUW01000054.1_cds_WP_002725984.1_2040	29.565	230	594
WP_061208759.1	lcl|NZ_AOUW01000043.1_cds_WP_002721827.1_2396	29.954	217	594
WP_061208759.1	lcl|NZ_AOUW01000043.1_cds_WP_002721914.1_2363	29.817	218	594
WP_061208759.1	lcl|NZ_AOUW01000043.1_cds_WP_002729296.1_2415	27.948	229	594
WP_061208759.1	lcl|NZ_AOUW01000075.1_cds_WP_002724285.1_677	30.093	216	594
WP_061208759.1	lcl|NZ_AOUW01000077.1_cds_WP_002728388.1_489	29.048	210	594
WP_061208759.1	lcl|NZ_AOUW01000087.1_cds_WP_002733932.1_88	27.197	239	594
WP_061208759.1	lcl|NZ_AOUW01000038.1_cds_WP_002732862.1_2569	29.255	188	594
WP_061208759.1	lcl|NZ_AOUW01000065.1_cds_WP_016749008.1_1376	26.066	211	594
WP_061208759.1	lcl|NZ_AOUW01000065.1_cds_WP_016749008.1_1376	26.115	157	594
WP_061208759.1	lcl|NZ_AOUW01000087.1_cds_WP_002729758.1_79	31.696	224	594
WP_061208759.1	lcl|NZ_AOUW01000035.1_cds_WP_002730493.1_2597	26.512	215	594
WP_061208759.1	lcl|NZ_AOUW01000034.1_cds_WP_002733837.1_2661	29.064	203	594
