WP_002725873.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733653.1_3118	99.057	106	106
WP_061209188.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733579.1_3119	100.000	313	314
WP_061209188.1	lcl|NZ_JASUZS010000001.1_cds_WP_002722638.1_268	24.845	322	314
WP_061209188.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733534.1_3122	26.908	249	314
WP_061209188.1	lcl|NZ_JASUZS010000008.1_cds_WP_002727919.1_3214	23.132	281	314
WP_061209188.1	lcl|NZ_JASUZS010000003.1_cds_WP_002728309.1_2088	25.723	311	314
WP_061209188.1	lcl|NZ_JASUZS010000005.1_cds_WP_002729504.1_2655	20.809	173	314
WP_061209188.1	lcl|NZ_JASUZS010000008.1_cds_WP_016749081.1_3146	24.503	151	314
WP_061209188.1	lcl|NZ_JASUZS010000008.1_cds_WP_016749079.1_3125	24.242	330	314
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002723347.1_1463	41.228	228	594
WP_061208759.1	lcl|NZ_JASUZS010000017.1_cds_WP_002735243.1_1172	40.435	230	594
WP_061208759.1	lcl|NZ_JASUZS010000001.1_cds_WP_107694874.1_183	31.620	389	594
WP_061208759.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733589.1_3150	35.115	262	594
WP_061208759.1	lcl|NZ_JASUZS010000004.1_cds_WP_002726143.1_2387	33.333	216	594
WP_061208759.1	lcl|NZ_JASUZS010000016.1_cds_WP_002723679.1_1065	25.806	217	594
WP_061208759.1	lcl|NZ_JASUZS010000007.1_cds_WP_002735846.1_3052	32.524	206	594
WP_061208759.1	lcl|NZ_JASUZS010000013.1_cds_WP_002734207.1_793	28.017	232	594
WP_061208759.1	lcl|NZ_JASUZS010000016.1_cds_WP_002725984.1_1034	29.565	230	594
WP_061208759.1	lcl|NZ_JASUZS010000006.1_cds_WP_002721827.1_2857	29.954	217	594
WP_061208759.1	lcl|NZ_JASUZS010000006.1_cds_WP_002721914.1_2890	29.817	218	594
WP_061208759.1	lcl|NZ_JASUZS010000006.1_cds_WP_002729296.1_2838	27.948	229	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002724285.1_1525	30.093	216	594
WP_061208759.1	lcl|NZ_JASUZS010000007.1_cds_WP_002728388.1_3036	29.048	210	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_002733932.1_2602	27.197	239	594
WP_061208759.1	lcl|NZ_JASUZS010000030.1_cds_WP_002732862.1_2213	29.255	188	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_016749008.1_2687	26.066	211	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_016749008.1_2687	26.115	157	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_002729758.1_2593	31.696	224	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002730493.1_1543	26.512	215	594
WP_061208759.1	lcl|NZ_JASUZS010000018.1_cds_WP_002733837.1_1216	29.064	203	594
WP_061208759.1	lcl|NZ_JASUZS010000018.1_cds_WP_002733837.1_1216	26.630	184	594
WP_061208759.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733736.1_3258	25.600	250	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002735056.1_1378	28.272	191	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_002729133.1_2609	26.126	222	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002724311.1_1524	26.587	252	594
WP_061208759.1	lcl|NZ_JASUZS010000004.1_cds_WP_002734479.1_2460	23.305	236	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002734915.1_1473	24.887	221	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002734915.1_1473	22.605	261	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002735022.1_1482	27.500	200	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002735022.1_1482	23.118	186	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_002723659.1_2696	29.333	225	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002723347.1_1463	41.228	228	594
WP_061208759.1	lcl|NZ_JASUZS010000017.1_cds_WP_002735243.1_1172	40.435	230	594
WP_061208759.1	lcl|NZ_JASUZS010000001.1_cds_WP_107694874.1_183	31.620	389	594
WP_061208759.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733589.1_3150	35.115	262	594
WP_061208759.1	lcl|NZ_JASUZS010000004.1_cds_WP_002726143.1_2387	33.333	216	594
WP_061208759.1	lcl|NZ_JASUZS010000016.1_cds_WP_002723679.1_1065	25.806	217	594
WP_061208759.1	lcl|NZ_JASUZS010000007.1_cds_WP_002735846.1_3052	32.524	206	594
WP_061208759.1	lcl|NZ_JASUZS010000013.1_cds_WP_002734207.1_793	28.017	232	594
WP_061208759.1	lcl|NZ_JASUZS010000016.1_cds_WP_002725984.1_1034	29.565	230	594
WP_061208759.1	lcl|NZ_JASUZS010000006.1_cds_WP_002721827.1_2857	29.954	217	594
WP_061208759.1	lcl|NZ_JASUZS010000006.1_cds_WP_002721914.1_2890	29.817	218	594
WP_061208759.1	lcl|NZ_JASUZS010000006.1_cds_WP_002729296.1_2838	27.948	229	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002724285.1_1525	30.093	216	594
WP_061208759.1	lcl|NZ_JASUZS010000007.1_cds_WP_002728388.1_3036	29.048	210	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_002733932.1_2602	27.197	239	594
WP_061208759.1	lcl|NZ_JASUZS010000030.1_cds_WP_002732862.1_2213	29.255	188	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_016749008.1_2687	26.066	211	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_016749008.1_2687	26.115	157	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_002729758.1_2593	31.696	224	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002730493.1_1543	26.512	215	594
WP_061208759.1	lcl|NZ_JASUZS010000018.1_cds_WP_002733837.1_1216	29.064	203	594
WP_061208759.1	lcl|NZ_JASUZS010000018.1_cds_WP_002733837.1_1216	26.630	184	594
WP_061208759.1	lcl|NZ_JASUZS010000008.1_cds_WP_002733736.1_3258	25.600	250	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002735056.1_1378	28.272	191	594
WP_061208759.1	lcl|NZ_JASUZS010000005.1_cds_WP_002729133.1_2609	26.126	222	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002724311.1_1524	26.587	252	594
WP_061208759.1	lcl|NZ_JASUZS010000004.1_cds_WP_002734479.1_2460	23.305	236	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002734915.1_1473	24.887	221	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002734915.1_1473	22.605	261	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002735022.1_1482	27.500	200	594
WP_061208759.1	lcl|NZ_JASUZS010000002.1_cds_WP_002735022.1_1482	23.118	186	594
