WP_002725873.1	lcl|NZ_RQGL01000026.1_cds_WP_135573185.1_1308	97.561	82	106
WP_061209188.1	lcl|NZ_RQGL01000024.1_cds_WP_118954467.1_278	24.224	322	314
WP_061209188.1	lcl|NZ_RQGL01000024.1_cds_WP_135572641.1_142	26.074	326	314
WP_061209188.1	lcl|NZ_RQGL01000015.1_cds_WP_135571467.1_2771	23.571	280	314
WP_061209188.1	lcl|NZ_RQGL01000021.1_cds_WP_118957901.1_1723	22.024	168	314
WP_061209188.1	lcl|NZ_RQGL01000014.1_cds_WP_135571314.1_2079	24.000	250	314
WP_061208759.1	lcl|NZ_RQGL01000014.1_cds_WP_167482383.1_1924	40.000	230	594
WP_061208759.1	lcl|NZ_RQGL01000031.1_cds_WP_167482463.1_1010	41.228	228	594
WP_061208759.1	lcl|NZ_RQGL01000024.1_cds_WP_135572717.1_192	36.471	255	594
WP_061208759.1	lcl|NZ_RQGL01000007.1_cds_WP_135569394.1_1188	32.870	216	594
WP_061208759.1	lcl|NZ_RQGL01000036.1_cds_WP_135574577.1_2132	31.301	246	594
WP_061208759.1	lcl|NZ_RQGL01000026.1_cds_WP_135573323.1_1405	27.907	215	594
WP_061208759.1	lcl|NZ_RQGL01000022.1_cds_WP_135572292.1_2544	34.043	188	594
WP_061208759.1	lcl|NZ_RQGL01000014.1_cds_WP_135571044.1_1898	29.126	206	594
WP_061208759.1	lcl|NZ_RQGL01000023.1_cds_WP_135572406.1_3655	30.876	217	594
WP_061208759.1	lcl|NZ_RQGL01000010.1_cds_WP_135570164.1_3254	29.876	241	594
WP_061208759.1	lcl|NZ_RQGL01000032.1_cds_WP_118956272.1_2918	32.000	200	594
WP_061208759.1	lcl|NZ_RQGL01000014.1_cds_WP_135571182.1_1992	28.017	232	594
WP_061208759.1	lcl|NZ_RQGL01000010.1_cds_WP_135570143.1_3235	28.947	228	594
WP_061208759.1	lcl|NZ_RQGL01000003.1_cds_WP_135568791.1_3136	27.039	233	594
WP_061208759.1	lcl|NZ_RQGL01000010.1_cds_WP_135570220.1_3289	28.899	218	594
WP_061208759.1	lcl|NZ_RQGL01000011.1_cds_WP_135570297.1_453	26.540	211	594
WP_061208759.1	lcl|NZ_RQGL01000022.1_cds_WP_135572229.1_2504	32.804	189	594
WP_061208759.1	lcl|NZ_RQGL01000009.1_cds_WP_167450780.1_1648	28.571	210	594
WP_061208759.1	lcl|NZ_RQGL01000003.1_cds_WP_118957668.1_3144	25.943	212	594
WP_061208759.1	lcl|NZ_RQGL01000003.1_cds_WP_118957668.1_3144	25.478	157	594
WP_061208759.1	lcl|NZ_RQGL01000024.1_cds_WP_135573031.1_392	24.473	237	594
WP_061208759.1	lcl|NZ_RQGL01000013.1_cds_WP_118954754.1_2982	27.604	192	594
WP_061208759.1	lcl|NZ_RQGL01000026.1_cds_WP_135573149.1_1288	25.373	201	594
WP_061208759.1	lcl|NZ_RQGL01000014.1_cds_WP_118954085.1_1948	26.809	235	594
WP_061208759.1	lcl|NZ_RQGL01000023.1_cds_WP_135572404.1_3654	28.235	255	594
WP_061208759.1	lcl|NZ_RQGL01000015.1_cds_WP_135571411.1_2731	23.265	245	594
WP_061208759.1	lcl|NZ_RQGL01000022.1_cds_WP_135572218.1_2497	26.923	208	594
WP_061208759.1	lcl|NZ_RQGL01000037.1_cds_WP_135575002.1_2653	24.885	217	594
WP_061208759.1	lcl|NZ_RQGL01000037.1_cds_WP_135575002.1_2653	28.070	228	594
WP_061208759.1	lcl|NZ_RQGL01000026.1_cds_WP_135573325.1_1406	27.397	146	594
WP_061208759.1	lcl|NZ_RQGL01000032.1_cds_WP_135574351.1_2935	23.982	221	594
WP_061208759.1	lcl|NZ_RQGL01000014.1_cds_WP_135571077.1_1920	26.738	187	594
WP_061208759.1	lcl|NZ_RQGL01000014.1_cds_WP_135571077.1_1920	23.656	186	594
