WP_002725873.1	lcl|NZ_RQHD01000007.1_cds_WP_135576183.1_3020	63.514	74	106
WP_061209188.1	lcl|NZ_RQHD01000007.1_cds_WP_135737733.1_3019	82.258	310	314
WP_061209188.1	lcl|NZ_RQHD01000003.1_cds_WP_135576905.1_388	23.053	321	314
WP_061209188.1	lcl|NZ_RQHD01000007.1_cds_WP_135737736.1_3015	24.064	187	314
WP_061209188.1	lcl|NZ_RQHD01000011.1_cds_WP_012476594.1_2808	22.619	168	314
WP_061209188.1	lcl|NZ_RQHD01000003.1_cds_WP_135736992.1_961	23.529	323	314
WP_061209188.1	lcl|NZ_RQHD01000007.1_cds_WP_135737748.1_2990	19.856	277	314
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135736780.1_1416	42.616	237	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135577291.1_678	41.841	239	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135736989.1_967	34.686	271	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135737166.1_614	37.931	232	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135736987.1_969	34.496	258	594
WP_061208759.1	lcl|NZ_RQHD01000008.1_cds_WP_135737910.1_3286	30.337	267	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135736626.1_1733	29.412	221	594
WP_061208759.1	lcl|NZ_RQHD01000012.1_cds_WP_135579585.1_2598	27.897	233	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_246843668.1_198	33.816	207	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_233440954.1_940	33.178	214	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135737030.1_875	31.304	230	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135575225.1_2395	29.730	222	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135736428.1_2156	27.907	215	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_041769999.1_2183	28.700	223	594
WP_061208759.1	lcl|NZ_RQHD01000015.1_cds_WP_135736304.1_3533	27.778	252	594
WP_061208759.1	lcl|NZ_RQHD01000012.1_cds_WP_135738061.1_2681	29.384	211	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_012388483.1_2029	27.632	228	594
WP_061208759.1	lcl|NZ_RQHD01000001.1_cds_WP_135737776.1_3446	29.630	243	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135737464.1_31	23.810	231	594
WP_061208759.1	lcl|NZ_RQHD01000012.1_cds_WP_135579491.1_2520	26.471	204	594
WP_061208759.1	lcl|NZ_RQHD01000012.1_cds_WP_135579491.1_2520	25.309	162	594
WP_061208759.1	lcl|NZ_RQHD01000001.1_cds_WP_135737764.1_3472	26.009	223	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135736821.1_1329	28.947	228	594
WP_061208759.1	lcl|NZ_RQHD01000007.1_cds_WP_135737735.1_3016	24.631	203	594
WP_061208759.1	lcl|NZ_RQHD01000012.1_cds_WP_135738056.1_2673	29.412	204	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135736975.1_988	28.218	202	594
WP_061208759.1	lcl|NZ_RQHD01000008.1_cds_WP_012389374.1_3141	29.648	199	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135578119.1_1286	28.000	200	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135578119.1_1286	27.586	174	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135736999.1_939	26.613	248	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135737061.1_818	25.248	202	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135578371.1_1499	22.772	202	594
WP_061208759.1	lcl|NZ_RQHD01000015.1_cds_WP_135736286.1_3500	25.941	239	594
WP_061208759.1	lcl|NZ_RQHD01000012.1_cds_WP_012389603.1_2586	25.806	186	594
WP_061208759.1	lcl|NZ_RQHD01000012.1_cds_WP_012389603.1_2586	28.151	238	594
WP_061208759.1	lcl|NZ_RQHD01000001.1_cds_WP_135737774.1_3448	25.359	209	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135736780.1_1416	42.616	237	594
WP_061208759.1	lcl|NZ_RQHD01000003.1_cds_WP_135577291.1_678	41.841	239	594
