WP_002725873.1	lcl|NZ_JQQS01000219.1_cds_WP_000340715.1_3373	93.902	82	106
WP_061209188.1	lcl|NZ_JQQS01000219.1_cds_WP_000410266.1_3372	92.971	313	314
WP_061209188.1	lcl|NZ_JQQS01000054.1_cds_WP_000744698.1_1229	23.385	325	314
WP_061209188.1	lcl|NZ_JQQS01000219.1_cds_WP_000646254.1_3369	27.309	249	314
WP_061209188.1	lcl|NZ_JQQS01000058.1_cds_WP_000723091.1_1262	24.221	289	314
WP_061209188.1	lcl|NZ_JQQS01000219.1_cds_WP_001067557.1_3366	24.540	326	314
WP_061208759.1	lcl|NZ_JQQS01000063.1_cds_WP_000667646.1_1385	32.412	398	594
WP_061208759.1	lcl|NZ_JQQS01000033.1_cds_WP_154644797.1_704	39.394	231	594
WP_061208759.1	lcl|NZ_JQQS01000107.1_cds_WP_000828456.1_2214	36.863	255	594
WP_061208759.1	lcl|NZ_JQQS01000052.1_cds_WP_001161019.1_1130	32.407	216	594
WP_061208759.1	lcl|NZ_JQQS01000022.1_cds_WP_000510770.1_461	26.606	218	594
WP_061208759.1	lcl|NZ_JQQS01000049.1_cds_WP_001052496.1_1063	25.820	244	594
WP_061208759.1	lcl|NZ_JQQS01000033.1_cds_JG99_RS03535_690	28.452	239	594
WP_061208759.1	lcl|NZ_JQQS01000216.1_cds_WP_000619182.1_3332	29.098	244	594
WP_061208759.1	lcl|NZ_JQQS01000128.1_cds_WP_000666552.1_2492	28.099	242	594
WP_061208759.1	lcl|NZ_JQQS01000071.1_cds_WP_000603361.1_1582	29.130	230	594
WP_061208759.1	lcl|NZ_JQQS01000236.1_cds_WP_001141155.1_3458	30.942	223	594
WP_061208759.1	lcl|NZ_JQQS01000037.1_cds_WP_000047473.1_773	28.571	210	594
WP_061208759.1	lcl|NZ_JQQS01000177.1_cds_WP_001089503.1_3043	29.911	224	594
WP_061208759.1	lcl|NZ_JQQS01000023.1_cds_WP_000433117.1_490	32.927	164	594
WP_061208759.1	lcl|NZ_JQQS01000217.1_cds_WP_045192693.1_3353	25.943	212	594
WP_061208759.1	lcl|NZ_JQQS01000217.1_cds_WP_045192693.1_3353	24.841	157	594
WP_061208759.1	lcl|NZ_JQQS01000055.1_cds_WP_000052667.1_1247	25.439	228	594
WP_061208759.1	lcl|NZ_JQQS01000216.1_cds_WP_000218834.1_3331	28.112	249	594
WP_061208759.1	lcl|NZ_JQQS01000155.1_cds_WP_000184524.1_2723	26.728	217	594
WP_061208759.1	lcl|NZ_JQQS01000146.1_cds_WP_001288322.1_2646	28.241	216	594
WP_061208759.1	lcl|NZ_JQQS01000098.1_cds_WP_000651462.1_2013	26.104	249	594
WP_061208759.1	lcl|NZ_JQQS01000175.1_cds_WP_001049212.1_2986	28.500	200	594
WP_061208759.1	lcl|NZ_JQQS01000175.1_cds_WP_001049212.1_2986	26.638	229	594
WP_061208759.1	lcl|NZ_JQQS01000071.1_cds_WP_000054169.1_1565	23.445	209	594
WP_061208759.1	lcl|NZ_JQQS01000198.1_cds_WP_000626143.1_3225	28.000	200	594
WP_061208759.1	lcl|NZ_JQQS01000198.1_cds_WP_000626143.1_3225	21.505	186	594
