WP_002725873.1	lcl|NZ_NPEF02000017.1_cds_WP_100747355.1_2889	92.683	82	106
WP_061209188.1	lcl|NZ_NPEF02000017.1_cds_WP_100747354.1_2890	78.846	312	314
WP_061209188.1	lcl|NZ_NPEF02000017.1_cds_WP_100765507.1_2892	23.054	334	314
WP_061209188.1	lcl|NZ_NPEF02000001.1_cds_WP_100745423.1_42	23.676	321	314
WP_061208759.1	lcl|NZ_NPEF02000001.1_cds_WP_165783872.1_434	42.609	230	594
WP_061208759.1	lcl|NZ_NPEF02000008.1_cds_WP_100764476.1_1602	32.061	393	594
WP_061208759.1	lcl|NZ_NPEF02000001.1_cds_WP_317572012.1_130	36.508	252	594
WP_061208759.1	lcl|NZ_NPEF02000027.1_cds_WP_100765024.1_3598	31.197	234	594
WP_061208759.1	lcl|NZ_NPEF02000002.1_cds_WP_100747869.1_740	27.391	230	594
WP_061208759.1	lcl|NZ_NPEF02000014.1_cds_WP_100747294.1_2584	34.043	188	594
WP_061208759.1	lcl|NZ_NPEF02000024.1_cds_WP_100764720.1_3466	32.258	217	594
WP_061208759.1	lcl|NZ_NPEF02000033.1_cds_WP_100748390.1_3811	31.068	206	594
WP_061208759.1	lcl|NZ_NPEF02000001.1_cds_WP_100745752.1_367	29.694	229	594
WP_061208759.1	lcl|NZ_NPEF02000016.1_cds_WP_100747164.1_2834	29.130	230	594
WP_061208759.1	lcl|NZ_NPEF02000004.1_cds_WP_100765346.1_991	26.009	223	594
WP_061208759.1	lcl|NZ_NPEF02000014.1_cds_WP_100746815.1_2547	29.787	188	594
WP_061208759.1	lcl|NZ_NPEF02000016.1_cds_WP_100764612.1_2726	27.313	227	594
WP_061208759.1	lcl|NZ_NPEF02000018.1_cds_WP_165783492.1_2998	28.571	210	594
WP_061208759.1	lcl|NZ_NPEF02000019.1_cds_WP_100764669.1_3074	28.636	220	594
WP_061208759.1	lcl|NZ_NPEF02000001.1_cds_WP_100747552.1_411	29.464	224	594
WP_061208759.1	lcl|NZ_NPEF02000024.1_cds_WP_100745675.1_3429	24.370	238	594
WP_061208759.1	lcl|NZ_NPEF02000012.1_cds_WP_100745842.1_2171	27.225	191	594
