WP_002725873.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746496.1_2279	60.811	74	106
WP_061209188.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746495.1_2278	83.548	310	314
WP_061209188.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745382.1_1496	26.837	313	314
WP_061209188.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745407.1_1523	23.242	327	314
WP_061209188.1	lcl|NZ_JAIZBJ010000006.1_cds_WP_135743732.1_3469	22.043	186	314
WP_061209188.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753159.1_2246	21.552	232	314
WP_061209188.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135744912.1_910	23.438	320	314
WP_061209188.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753201.1_2212	23.423	222	314
WP_061208759.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753118.1_2275	50.350	572	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238733918.1_457	43.946	223	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734952.1_1195	40.773	233	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745202.1_1257	38.261	230	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734629.1_905	32.342	269	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734625.1_903	34.752	282	594
WP_061208759.1	lcl|NZ_JAIZBJ010000004.1_cds_WP_238753394.1_3130	32.000	225	594
WP_061208759.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746388.1_2138	33.193	238	594
WP_061208759.1	lcl|NZ_JAIZBJ010000005.1_cds_WP_238840091.1_3288	28.017	232	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238733415.1_135	28.636	220	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734712.1_991	29.565	230	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135744926.1_928	32.692	208	594
WP_061208759.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135743210.1_2076	31.507	219	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745551.1_1694	31.674	221	594
WP_061208759.1	lcl|NZ_JAIZBJ010000003.1_cds_WP_238753947.1_2799	26.872	227	594
WP_061208759.1	lcl|NZ_JAIZBJ010000003.1_cds_WP_135592366.1_2826	28.251	223	594
WP_061208759.1	lcl|NZ_JAIZBJ010000005.1_cds_WP_238840120.1_3356	26.941	219	594
WP_061208759.1	lcl|NZ_JAIZBJ010000007.1_cds_WP_100728389.1_3751	28.000	225	594
WP_061208759.1	lcl|NZ_JAIZBJ010000003.1_cds_WP_135744089.1_2661	28.947	228	594
WP_061208759.1	lcl|NZ_JAIZBJ010000005.1_cds_WP_238840121.1_3357	27.451	204	594
WP_061208759.1	lcl|NZ_JAIZBJ010000005.1_cds_WP_238840121.1_3357	26.087	161	594
WP_061208759.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753255.1_2112	27.982	218	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238752884.1_1862	26.457	223	594
WP_061208759.1	lcl|NZ_JAIZBJ010000005.1_cds_WP_238840011.1_3196	30.159	189	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135744576.1_542	30.476	210	594
WP_061208759.1	lcl|NZ_JAIZBJ010000005.1_cds_WP_238840017.1_3204	25.490	204	594
WP_061208759.1	lcl|NZ_JAIZBJ010000003.1_cds_WP_238754406.1_2525	27.322	183	594
WP_061208759.1	lcl|NZ_JAIZBJ010000004.1_cds_WP_238753705.1_2985	25.333	225	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238733776.1_375	25.116	215	594
WP_061208759.1	lcl|NZ_JAIZBJ010000005.1_cds_WP_238840099.1_3300	26.522	230	594
WP_061208759.1	lcl|NZ_JAIZBJ010000005.1_cds_WP_238840099.1_3300	25.806	186	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734767.1_1047	23.618	199	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135744887.1_885	24.277	173	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734110.1_591	26.087	207	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734110.1_591	28.261	184	594
WP_061208759.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734645.1_929	27.273	220	594
