WP_002725873.1	lcl|NZ_AOWJ01000112.1_cds_WP_000340715.1_1880	93.902	82	106
WP_061209188.1	lcl|NZ_AOWJ01000112.1_cds_WP_000410273.1_1879	92.971	313	314
WP_061209188.1	lcl|NZ_AOWJ01000112.1_cds_WP_000646255.1_1876	27.711	249	314
WP_061209188.1	lcl|NZ_AOWJ01000097.1_cds_WP_000744695.1_1393	23.385	325	314
WP_061209188.1	lcl|NZ_AOWJ01000155.1_cds_WP_000600891.1_3140	22.909	275	314
WP_061209188.1	lcl|NZ_AOWJ01000155.1_cds_WP_000723081.1_3192	23.875	289	314
WP_061209188.1	lcl|NZ_AOWJ01000117.1_cds_WP_000649929.1_2100	25.688	327	314
WP_061209188.1	lcl|NZ_AOWJ01000112.1_cds_WP_001067557.1_1873	24.540	326	314
WP_061208759.1	lcl|NZ_AOWJ01000018.1_cds_WP_000667646.1_188	32.412	398	594
WP_061208759.1	lcl|NZ_AOWJ01000136.1_cds_WP_000172209.1_2533	39.565	230	594
WP_061208759.1	lcl|NZ_AOWJ01000099.1_cds_WP_000828456.1_1515	36.863	255	594
WP_061208759.1	lcl|NZ_AOWJ01000155.1_cds_WP_000834719.1_3134	37.553	237	594
WP_061208759.1	lcl|NZ_AOWJ01000156.1_cds_WP_001161019.1_3301	32.407	216	594
WP_061208759.1	lcl|NZ_AOWJ01000154.1_cds_WP_000510772.1_3099	27.064	218	594
WP_061208759.1	lcl|NZ_AOWJ01000147.1_cds_WP_001052496.1_2982	25.820	244	594
WP_061208759.1	lcl|NZ_AOWJ01000107.1_cds_WP_000619183.1_1696	29.098	244	594
WP_061208759.1	lcl|NZ_AOWJ01000136.1_cds_WP_002071818.1_2519	28.070	228	594
WP_061208759.1	lcl|NZ_AOWJ01000139.1_cds_WP_000666544.1_2643	28.099	242	594
WP_061208759.1	lcl|NZ_AOWJ01000121.1_cds_WP_000603361.1_2150	29.130	230	594
WP_061208759.1	lcl|NZ_AOWJ01000019.1_cds_WP_001141155.1_200	30.942	223	594
WP_061208759.1	lcl|NZ_AOWJ01000156.1_cds_WP_000047473.1_3332	28.571	210	594
WP_061208759.1	lcl|NZ_AOWJ01000103.1_cds_WP_001089503.1_1614	29.911	224	594
WP_061208759.1	lcl|NZ_AOWJ01000103.1_cds_WP_000433117.1_1582	32.927	164	594
WP_061208759.1	lcl|NZ_AOWJ01000062.1_cds_WP_000590871.1_912	25.943	212	594
WP_061208759.1	lcl|NZ_AOWJ01000062.1_cds_WP_000590871.1_912	24.841	157	594
WP_061208759.1	lcl|NZ_AOWJ01000084.1_cds_WP_000052667.1_1164	25.439	228	594
WP_061208759.1	lcl|NZ_AOWJ01000107.1_cds_WP_000218834.1_1697	28.112	249	594
WP_061208759.1	lcl|NZ_AOWJ01000115.1_cds_WP_000184524.1_1973	26.728	217	594
WP_061208759.1	lcl|NZ_AOWJ01000031.1_cds_WP_001288322.1_421	28.241	216	594
WP_061208759.1	lcl|NZ_AOWJ01000053.1_cds_WP_000651462.1_791	26.104	249	594
WP_061208759.1	lcl|NZ_AOWJ01000174.1_cds_WP_001049213.1_3794	28.500	200	594
WP_061208759.1	lcl|NZ_AOWJ01000174.1_cds_WP_001049213.1_3794	26.638	229	594
WP_061208759.1	lcl|NZ_AOWJ01000121.1_cds_WP_000054169.1_2167	23.445	209	594
WP_061208759.1	lcl|NZ_AOWJ01000136.1_cds_WP_000626143.1_2538	28.000	200	594
WP_061208759.1	lcl|NZ_AOWJ01000136.1_cds_WP_000626143.1_2538	21.505	186	594
WP_061208759.1	lcl|NZ_AOWJ01000131.1_cds_WP_000481721.1_2469	24.229	227	594
WP_061208759.1	lcl|NZ_AOWJ01000131.1_cds_WP_000481721.1_2469	22.500	240	594
WP_061208759.1	lcl|NZ_AOWJ01000148.1_cds_WP_000136058.1_3012	27.477	222	594
WP_061208759.1	lcl|NZ_AOWJ01000018.1_cds_WP_000667646.1_188	32.412	398	594
WP_061208759.1	lcl|NZ_AOWJ01000136.1_cds_WP_000172209.1_2533	39.565	230	594
WP_061208759.1	lcl|NZ_AOWJ01000099.1_cds_WP_000828456.1_1515	36.863	255	594
WP_061208759.1	lcl|NZ_AOWJ01000155.1_cds_WP_000834719.1_3134	37.553	237	594
WP_061208759.1	lcl|NZ_AOWJ01000156.1_cds_WP_001161019.1_3301	32.407	216	594
WP_061208759.1	lcl|NZ_AOWJ01000154.1_cds_WP_000510772.1_3099	27.064	218	594
WP_061208759.1	lcl|NZ_AOWJ01000147.1_cds_WP_001052496.1_2982	25.820	244	594
WP_061208759.1	lcl|NZ_AOWJ01000107.1_cds_WP_000619183.1_1696	29.098	244	594
WP_061208759.1	lcl|NZ_AOWJ01000136.1_cds_WP_002071818.1_2519	28.070	228	594
WP_061208759.1	lcl|NZ_AOWJ01000139.1_cds_WP_000666544.1_2643	28.099	242	594
WP_061208759.1	lcl|NZ_AOWJ01000121.1_cds_WP_000603361.1_2150	29.130	230	594
WP_061208759.1	lcl|NZ_AOWJ01000019.1_cds_WP_001141155.1_200	30.942	223	594
WP_061208759.1	lcl|NZ_AOWJ01000156.1_cds_WP_000047473.1_3332	28.571	210	594
WP_061208759.1	lcl|NZ_AOWJ01000103.1_cds_WP_001089503.1_1614	29.911	224	594
WP_061208759.1	lcl|NZ_AOWJ01000103.1_cds_WP_000433117.1_1582	32.927	164	594
WP_061208759.1	lcl|NZ_AOWJ01000062.1_cds_WP_000590871.1_912	25.943	212	594
WP_061208759.1	lcl|NZ_AOWJ01000062.1_cds_WP_000590871.1_912	24.841	157	594
WP_061208759.1	lcl|NZ_AOWJ01000084.1_cds_WP_000052667.1_1164	25.439	228	594
WP_061208759.1	lcl|NZ_AOWJ01000107.1_cds_WP_000218834.1_1697	28.112	249	594
WP_061208759.1	lcl|NZ_AOWJ01000115.1_cds_WP_000184524.1_1973	26.728	217	594
WP_061208759.1	lcl|NZ_AOWJ01000031.1_cds_WP_001288322.1_421	28.241	216	594
WP_061208759.1	lcl|NZ_AOWJ01000053.1_cds_WP_000651462.1_791	26.104	249	594
WP_061208759.1	lcl|NZ_AOWJ01000174.1_cds_WP_001049213.1_3794	28.500	200	594
WP_061208759.1	lcl|NZ_AOWJ01000174.1_cds_WP_001049213.1_3794	26.638	229	594
WP_061208759.1	lcl|NZ_AOWJ01000121.1_cds_WP_000054169.1_2167	23.445	209	594
WP_061208759.1	lcl|NZ_AOWJ01000136.1_cds_WP_000626143.1_2538	28.000	200	594
WP_061208759.1	lcl|NZ_AOWJ01000136.1_cds_WP_000626143.1_2538	21.505	186	594
WP_061208759.1	lcl|NZ_AOWJ01000131.1_cds_WP_000481721.1_2469	24.229	227	594
WP_061208759.1	lcl|NZ_AOWJ01000131.1_cds_WP_000481721.1_2469	22.500	240	594
WP_061208759.1	lcl|NZ_AOWJ01000148.1_cds_WP_000136058.1_3012	27.477	222	594
WP_061208754.1	lcl|NZ_AOWJ01000112.1_cds_WP_000646255.1_1876	32.544	338	343
WP_061208754.1	lcl|NZ_AOWJ01000097.1_cds_WP_000744695.1_1393	25.959	339	343
WP_061208754.1	lcl|NZ_AOWJ01000155.1_cds_WP_000723081.1_3192	26.571	350	343
WP_061208754.1	lcl|NZ_AOWJ01000155.1_cds_WP_000600891.1_3140	26.239	343	343
WP_061208754.1	lcl|NZ_AOWJ01000052.1_cds_WP_002064390.1_787	23.642	313	343
WP_061208754.1	lcl|NZ_AOWJ01000117.1_cds_WP_000649929.1_2100	23.837	344	343
WP_061208754.1	lcl|NZ_AOWJ01000112.1_cds_WP_001067557.1_1873	28.017	232	343
WP_061208754.1	lcl|NZ_AOWJ01000129.1_cds_WP_001074779.1_2441	27.036	307	343
WP_061208754.1	lcl|NZ_AOWJ01000155.1_cds_WP_000487319.1_3165	26.923	182	343
