WP_002725873.1	lcl|NZ_AFJW02000154.1_cds_WP_000340715.1_43	93.902	82	106
WP_061209188.1	lcl|NZ_AFJW02000154.1_cds_WP_000410273.1_44	92.971	313	314
WP_061209188.1	lcl|NZ_AFJW02000154.1_cds_WP_000093099.1_64	58.730	63	314
WP_061209188.1	lcl|NZ_AFJW02000154.1_cds_WP_000646252.1_47	27.711	249	314
WP_061209188.1	lcl|NZ_AFJW02000073.1_cds_WP_000744700.1_2506	23.385	325	314
WP_061209188.1	lcl|NZ_AFJW02000154.1_cds_WP_000600889.1_73	22.909	275	314
WP_061209188.1	lcl|NZ_AFJW02000154.1_cds_WP_000723090.1_126	23.875	289	314
WP_061209188.1	lcl|NZ_AFJW02000154.1_cds_WP_001067557.1_50	24.540	326	314
WP_061208759.1	lcl|NZ_AFJW02000062.1_cds_WP_000667646.1_2786	32.412	398	594
WP_061208759.1	lcl|NZ_AFJW02000151.1_cds_WP_000172202.1_289	39.130	230	594
WP_061208759.1	lcl|NZ_AFJW02000127.1_cds_WP_000828455.1_1080	36.863	255	594
WP_061208759.1	lcl|NZ_AFJW02000154.1_cds_WP_000834715.1_67	37.553	237	594
WP_061208759.1	lcl|NZ_AFJW02000102.1_cds_WP_001161019.1_1793	32.407	216	594
WP_061208759.1	lcl|NZ_AFJW02000143.1_cds_WP_000510777.1_547	26.941	219	594
WP_061208759.1	lcl|NZ_AFJW02000096.1_cds_WP_001052498.1_2003	25.820	244	594
WP_061208759.1	lcl|NZ_AFJW02000151.1_cds_WP_000942282.1_275	28.509	228	594
WP_061208759.1	lcl|NZ_AFJW02000096.1_cds_WP_000619175.1_2047	29.098	244	594
WP_061208759.1	lcl|NZ_AFJW02000083.1_cds_WP_000666552.1_2281	28.099	242	594
WP_061208759.1	lcl|NZ_AFJW02000144.1_cds_WP_000603361.1_468	29.130	230	594
WP_061208759.1	lcl|NZ_AFJW02000102.1_cds_WP_001141158.1_1869	30.942	223	594
WP_061208759.1	lcl|NZ_AFJW02000133.1_cds_WP_000047473.1_866	28.571	210	594
WP_061208759.1	lcl|NZ_AFJW02000120.1_cds_WP_001089500.1_1362	29.911	224	594
WP_061208759.1	lcl|NZ_AFJW02000120.1_cds_WP_000433117.1_1330	32.927	164	594
WP_061208759.1	lcl|NZ_AFJW02000096.1_cds_WP_000218838.1_2048	28.112	249	594
WP_061208759.1	lcl|NZ_AFJW02000088.1_cds_WP_000590867.1_2170	25.943	212	594
WP_061208759.1	lcl|NZ_AFJW02000088.1_cds_WP_000590867.1_2170	24.841	157	594
WP_061208759.1	lcl|NZ_AFJW02000039.1_cds_WP_000052667.1_3288	25.439	228	594
WP_061208759.1	lcl|NZ_AFJW02000105.1_cds_WP_000184524.1_1664	26.728	217	594
WP_061208759.1	lcl|NZ_AFJW02000023.1_cds_WP_001288326.1_3508	27.778	216	594
WP_061208759.1	lcl|NZ_AFJW02000084.1_cds_WP_001049205.1_2265	28.500	200	594
WP_061208759.1	lcl|NZ_AFJW02000084.1_cds_WP_001049205.1_2265	26.957	230	594
WP_061208759.1	lcl|NZ_AFJW02000154.1_cds_WP_000675807.1_169	25.506	247	594
WP_061208759.1	lcl|NZ_AFJW02000144.1_cds_WP_000054169.1_484	23.445	209	594
WP_061208759.1	lcl|NZ_AFJW02000151.1_cds_WP_000626143.1_294	28.000	200	594
WP_061208759.1	lcl|NZ_AFJW02000151.1_cds_WP_000626143.1_294	21.505	186	594
WP_061208759.1	lcl|NZ_AFJW02000157.1_cds_WP_000481720.1_10	24.229	227	594
WP_061208759.1	lcl|NZ_AFJW02000157.1_cds_WP_000481720.1_10	22.500	240	594
WP_061208759.1	lcl|NZ_AFJW02000003.1_cds_WP_000136057.1_3787	27.027	222	594
WP_061208759.1	lcl|NZ_AFJW02000062.1_cds_WP_000667646.1_2786	32.412	398	594
WP_061208759.1	lcl|NZ_AFJW02000151.1_cds_WP_000172202.1_289	39.130	230	594
WP_061208759.1	lcl|NZ_AFJW02000127.1_cds_WP_000828455.1_1080	36.863	255	594
WP_061208759.1	lcl|NZ_AFJW02000154.1_cds_WP_000834715.1_67	37.553	237	594
WP_061208759.1	lcl|NZ_AFJW02000102.1_cds_WP_001161019.1_1793	32.407	216	594
WP_061208759.1	lcl|NZ_AFJW02000143.1_cds_WP_000510777.1_547	26.941	219	594
WP_061208759.1	lcl|NZ_AFJW02000096.1_cds_WP_001052498.1_2003	25.820	244	594
WP_061208759.1	lcl|NZ_AFJW02000151.1_cds_WP_000942282.1_275	28.509	228	594
WP_061208759.1	lcl|NZ_AFJW02000096.1_cds_WP_000619175.1_2047	29.098	244	594
WP_061208759.1	lcl|NZ_AFJW02000083.1_cds_WP_000666552.1_2281	28.099	242	594
WP_061208759.1	lcl|NZ_AFJW02000144.1_cds_WP_000603361.1_468	29.130	230	594
WP_061208759.1	lcl|NZ_AFJW02000102.1_cds_WP_001141158.1_1869	30.942	223	594
WP_061208759.1	lcl|NZ_AFJW02000133.1_cds_WP_000047473.1_866	28.571	210	594
WP_061208759.1	lcl|NZ_AFJW02000120.1_cds_WP_001089500.1_1362	29.911	224	594
WP_061208759.1	lcl|NZ_AFJW02000120.1_cds_WP_000433117.1_1330	32.927	164	594
WP_061208759.1	lcl|NZ_AFJW02000096.1_cds_WP_000218838.1_2048	28.112	249	594
WP_061208759.1	lcl|NZ_AFJW02000088.1_cds_WP_000590867.1_2170	25.943	212	594
WP_061208759.1	lcl|NZ_AFJW02000088.1_cds_WP_000590867.1_2170	24.841	157	594
WP_061208759.1	lcl|NZ_AFJW02000039.1_cds_WP_000052667.1_3288	25.439	228	594
WP_061208759.1	lcl|NZ_AFJW02000105.1_cds_WP_000184524.1_1664	26.728	217	594
WP_061208759.1	lcl|NZ_AFJW02000023.1_cds_WP_001288326.1_3508	27.778	216	594
WP_061208759.1	lcl|NZ_AFJW02000084.1_cds_WP_001049205.1_2265	28.500	200	594
WP_061208759.1	lcl|NZ_AFJW02000084.1_cds_WP_001049205.1_2265	26.957	230	594
WP_061208759.1	lcl|NZ_AFJW02000154.1_cds_WP_000675807.1_169	25.506	247	594
WP_061208759.1	lcl|NZ_AFJW02000144.1_cds_WP_000054169.1_484	23.445	209	594
WP_061208759.1	lcl|NZ_AFJW02000151.1_cds_WP_000626143.1_294	28.000	200	594
WP_061208759.1	lcl|NZ_AFJW02000151.1_cds_WP_000626143.1_294	21.505	186	594
WP_061208759.1	lcl|NZ_AFJW02000157.1_cds_WP_000481720.1_10	24.229	227	594
WP_061208759.1	lcl|NZ_AFJW02000157.1_cds_WP_000481720.1_10	22.500	240	594
WP_061208759.1	lcl|NZ_AFJW02000003.1_cds_WP_000136057.1_3787	27.027	222	594
WP_061208754.1	lcl|NZ_AFJW02000154.1_cds_WP_000646252.1_47	31.657	338	343
WP_061208754.1	lcl|NZ_AFJW02000154.1_cds_WP_000723090.1_126	26.857	350	343
WP_061208754.1	lcl|NZ_AFJW02000073.1_cds_WP_000744700.1_2506	25.959	339	343
WP_061208754.1	lcl|NZ_AFJW02000154.1_cds_WP_000600889.1_73	26.239	343	343
WP_061208754.1	lcl|NZ_AFJW02000006.1_cds_WP_001984071.1_3771	23.962	313	343
WP_061208754.1	lcl|NZ_AFJW02000047.1_cds_WP_000649925.1_3124	23.837	344	343
WP_061208754.1	lcl|NZ_AFJW02000154.1_cds_WP_001067557.1_50	28.017	232	343
WP_061208754.1	lcl|NZ_AFJW02000024.1_cds_WP_001074785.1_3488	27.362	307	343
WP_061208754.1	lcl|NZ_AFJW02000154.1_cds_WP_000487322.1_98	28.571	175	343
WP_061208756.1	lcl|NZ_AFJW02000154.1_cds_WP_000132016.1_72	40.000	230	577
WP_061208756.1	lcl|NZ_AFJW02000069.1_cds_WP_001982325.1_2608	26.136	264	577
WP_061208756.1	lcl|NZ_AFJW02000154.1_cds_WP_001046757.1_82	31.004	229	577
WP_061208756.1	lcl|NZ_AFJW02000154.1_cds_WP_000675255.1_95	26.122	245	577
WP_061208756.1	lcl|NZ_AFJW02000033.1_cds_WP_000421034.1_3372	24.252	301	577
WP_061208756.1	lcl|NZ_AFJW02000154.1_cds_WP_000132016.1_72	40.000	230	577
WP_061208756.1	lcl|NZ_AFJW02000069.1_cds_WP_001982325.1_2608	26.136	264	577
WP_061208756.1	lcl|NZ_AFJW02000154.1_cds_WP_001046757.1_82	31.004	229	577
WP_061208756.1	lcl|NZ_AFJW02000154.1_cds_WP_000675255.1_95	26.122	245	577
WP_061208756.1	lcl|NZ_AFJW02000033.1_cds_WP_000421034.1_3372	24.252	301	577
WP_061208756.1	lcl|NZ_AFJW02000154.1_cds_WP_000132016.1_72	40.000	230	577
WP_061208756.1	lcl|NZ_AFJW02000069.1_cds_WP_001982325.1_2608	26.136	264	577
WP_061208756.1	lcl|NZ_AFJW02000154.1_cds_WP_001046757.1_82	31.004	229	577
WP_061208756.1	lcl|NZ_AFJW02000154.1_cds_WP_000675255.1_95	26.122	245	577
WP_061208756.1	lcl|NZ_AFJW02000033.1_cds_WP_000421034.1_3372	24.252	301	577
WP_061208757.1	lcl|NZ_AFJW02000154.1_cds_WP_000282880.1_122	39.326	89	223
WP_061208757.1	lcl|NZ_AFJW02000007.1_cds_WP_000868621.1_3756	28.571	84	223
WP_061208758.1	lcl|NZ_AFJW02000154.1_cds_WP_000582618.1_80	34.221	263	230
WP_061208758.1	lcl|NZ_AFJW02000154.1_cds_WP_001230564.1_76	29.213	267	230
WP_061208758.1	lcl|NZ_AFJW02000084.1_cds_WP_001011675.1_2231	32.328	232	230
WP_061208429.1	lcl|NZ_AFJW02000154.1_cds_WP_000007538.1_103	32.673	101	306
WP_061208429.1	lcl|NZ_AFJW02000132.1_cds_WP_000394787.1_972	27.049	122	306
WP_061208429.1	lcl|NZ_AFJW02000099.1_cds_WP_001244016.1_1933	29.508	61	306
WP_061209096.1	lcl|NZ_AFJW02000154.1_cds_WP_000977950.1_87	24.545	330	607
WP_061209097.1	lcl|NZ_AFJW02000154.1_cds_WP_000600889.1_73	86.322	329	332
WP_061209097.1	lcl|NZ_AFJW02000154.1_cds_WP_000646252.1_47	30.100	299	332
WP_061209097.1	lcl|NZ_AFJW02000047.1_cds_WP_000649925.1_3124	29.338	317	332
WP_061209097.1	lcl|NZ_AFJW02000154.1_cds_WP_000723090.1_126	29.607	331	332
WP_061209097.1	lcl|NZ_AFJW02000073.1_cds_WP_000744700.1_2506	28.182	330	332
WP_061209097.1	lcl|NZ_AFJW02000020.1_cds_WP_000709511.1_3573	27.640	322	332
WP_061209097.1	lcl|NZ_AFJW02000006.1_cds_WP_001984071.1_3771	25.159	314	332
WP_061209097.1	lcl|NZ_AFJW02000154.1_cds_WP_000487322.1_98	26.420	352	332
WP_061209097.1	lcl|NZ_AFJW02000154.1_cds_WP_001067557.1_50	25.368	272	332
WP_061209097.1	lcl|NZ_AFJW02000154.1_cds_WP_000410273.1_44	21.505	186	332
WP_061209097.1	lcl|NZ_AFJW02000154.1_cds_WP_000601375.1_100	20.588	204	332
WP_061209098.1	lcl|NZ_AFJW02000154.1_cds_WP_000947844.1_74	66.406	384	393
WP_061209098.1	lcl|NZ_AFJW02000134.1_cds_WP_001281953.1_848	32.624	282	393
WP_061209098.1	lcl|NZ_AFJW02000154.1_cds_WP_000608295.1_52	28.060	335	393
WP_061209098.1	lcl|NZ_AFJW02000154.1_cds_WP_001198107.1_51	25.556	360	393
WP_061209098.1	lcl|NZ_AFJW02000154.1_cds_WP_000575178.1_120	26.908	249	393
WP_061209098.1	lcl|NZ_AFJW02000154.1_cds_WP_000582222.1_62	31.008	258	393
WP_061209098.1	lcl|NZ_AFJW02000120.1_cds_WP_000538752.1_1391	27.341	267	393
WP_061209098.1	lcl|NZ_AFJW02000154.1_cds_WP_000346036.1_81	24.625	333	393
WP_061209099.1	lcl|NZ_AFJW02000154.1_cds_WP_000516588.1_75	52.239	201	203
WP_061209099.1	lcl|NZ_AFJW02000138.1_cds_WP_000644954.1_748	30.841	107	203
WP_061209099.1	lcl|NZ_AFJW02000154.1_cds_WP_000475975.1_65	25.926	135	203
WP_061209099.1	lcl|NZ_AFJW02000069.1_cds_WP_000007746.1_2624	28.696	115	203
WP_061209099.1	lcl|NZ_AFJW02000006.1_cds_WP_000690880.1_3772	23.529	119	203
WP_061209100.1	lcl|NZ_AFJW02000154.1_cds_WP_001230564.1_76	66.369	336	334
WP_061209100.1	lcl|NZ_AFJW02000154.1_cds_WP_000582618.1_80	37.538	333	334
WP_061209100.1	lcl|NZ_AFJW02000084.1_cds_WP_001011675.1_2231	35.461	282	334
WP_061209100.1	lcl|NZ_AFJW02000154.1_cds_WP_001230564.1_76	66.369	336	334
WP_061209100.1	lcl|NZ_AFJW02000154.1_cds_WP_000582618.1_80	37.538	333	334
WP_061209100.1	lcl|NZ_AFJW02000084.1_cds_WP_001011675.1_2231	35.461	282	334
WP_061209101.1	lcl|NZ_AFJW02000154.1_cds_WP_000823150.1_77	60.207	387	386
WP_061209102.1	lcl|NZ_AFJW02000154.1_cds_WP_000800438.1_78	39.763	337	348
WP_061209102.1	lcl|NZ_AFJW02000154.1_cds_WP_000859505.1_97	34.673	199	348
WP_061209102.1	lcl|NZ_AFJW02000154.1_cds_WP_000774262.1_48	23.830	235	348
WP_061209102.1	lcl|NZ_AFJW02000007.1_cds_WP_000805357.1_3734	23.770	244	348
WP_061209102.1	lcl|NZ_AFJW02000082.1_cds_WP_000667727.1_2317	35.632	87	348
WP_061209102.1	lcl|NZ_AFJW02000154.1_cds_WP_000842260.1_127	32.967	91	348
WP_061209104.1	lcl|NZ_AFJW02000027.1_cds_WP_000067921.1_3439	43.952	248	256
WP_061209104.1	lcl|NZ_AFJW02000126.1_cds_WP_000635440.1_1104	26.471	204	256
WP_061209105.1	lcl|NZ_AFJW02000126.1_cds_WP_000560473.1_1103	35.909	220	215
WP_061209106.1	lcl|NZ_AFJW02000154.1_cds_WP_000132016.1_72	44.053	227	231
WP_061209106.1	lcl|NZ_AFJW02000154.1_cds_WP_001046757.1_82	35.526	228	231
WP_061209106.1	lcl|NZ_AFJW02000070.1_cds_WP_000721859.1_2594	30.081	123	231
WP_228008733.1	lcl|NZ_AFJW02000154.1_cds_WP_000847001.1_79	34.748	377	402
WP_061209107.1	lcl|NZ_AFJW02000154.1_cds_WP_000132016.1_72	37.054	224	233
WP_061209107.1	lcl|NZ_AFJW02000154.1_cds_WP_001046757.1_82	27.064	218	233
