WP_002725873.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633099.1_2715	63.514	74	106
WP_061209188.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633097.1_2714	80.968	310	314
WP_061209188.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265390701.1_392	24.062	320	314
WP_061209188.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392896.1_419	25.915	328	314
WP_061209188.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135632088.1_2658	26.738	187	314
WP_061209188.1	lcl|NZ_JAMQPQ010000005.1_cds_WP_265391932.1_3605	21.925	187	314
WP_061209188.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393954.1_2694	20.961	229	314
WP_061209188.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265391083.1_998	22.630	327	314
WP_061208759.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393971.1_2711	49.825	572	594
WP_061208759.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393418.1_1491	44.395	223	594
WP_061208759.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_135634674.1_695	40.343	233	594
WP_061208759.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393181.1_1004	32.967	273	594
WP_061208759.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393007.1_631	38.261	230	594
WP_061208759.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393182.1_1006	34.892	278	594
WP_061208759.1	lcl|NZ_JAMQPQ010000003.1_cds_WP_135636071.1_3123	31.169	231	594
WP_061208759.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393562.1_1824	29.817	218	594
WP_061208759.1	lcl|NZ_JAMQPQ010000004.1_cds_WP_265394253.1_3299	28.017	232	594
WP_061208759.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393142.1_914	30.435	230	594
WP_061208759.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392797.1_197	31.250	208	594
