WP_002725873.1	lcl|NZ_AHOL02000018.1_cds_WP_000340715.1_1801	93.902	82	106
WP_061209188.1	lcl|NZ_AHOL02000018.1_cds_WP_000410273.1_1800	92.971	313	314
WP_061209188.1	lcl|NZ_AHOL02000018.1_cds_WP_000093099.1_1780	58.730	63	314
WP_061209188.1	lcl|NZ_AHOL02000018.1_cds_WP_000646250.1_1797	27.711	249	314
WP_061209188.1	lcl|NZ_AHOL02000012.1_cds_WP_000744700.1_2876	23.385	325	314
WP_061209188.1	lcl|NZ_AHOL02000018.1_cds_WP_000600889.1_1771	22.909	275	314
WP_061209188.1	lcl|NZ_AHOL02000018.1_cds_WP_000723090.1_1718	23.875	289	314
WP_061209188.1	lcl|NZ_AHOL02000018.1_cds_WP_001067557.1_1794	24.540	326	314
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000667646.1_786	32.412	398	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000172202.1_829	39.130	230	594
WP_061208759.1	lcl|NZ_AHOL02000012.1_cds_WP_000828455.1_2965	36.863	255	594
WP_061208759.1	lcl|NZ_AHOL02000018.1_cds_WP_000834715.1_1777	37.553	237	594
WP_061208759.1	lcl|NZ_AHOL02000002.1_cds_WP_001161019.1_3552	32.407	216	594
WP_061208759.1	lcl|NZ_AHOL02000002.1_cds_WP_000510777.1_3453	26.941	219	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_001052498.1_2115	25.820	244	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000942282.1_843	28.509	228	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_000619175.1_2070	29.098	244	594
WP_061208759.1	lcl|NZ_AHOL02000015.1_cds_WP_000666552.1_2712	28.099	242	594
WP_061208759.1	lcl|NZ_AHOL02000001.1_cds_WP_000603361.1_3667	29.130	230	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_001141158.1_697	30.942	223	594
WP_061208759.1	lcl|NZ_AHOL02000015.1_cds_WP_000047473.1_2457	28.571	210	594
WP_061208759.1	lcl|NZ_AHOL02000015.1_cds_WP_001089500.1_2732	29.911	224	594
WP_061208759.1	lcl|NZ_AHOL02000015.1_cds_WP_000433117.1_2764	32.927	164	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_000218838.1_2069	28.112	249	594
WP_061208759.1	lcl|NZ_AHOL02000019.1_cds_WP_000590867.1_1628	25.943	212	594
WP_061208759.1	lcl|NZ_AHOL02000019.1_cds_WP_000590867.1_1628	24.841	157	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_000052667.1_1968	25.439	228	594
WP_061208759.1	lcl|NZ_AHOL02000004.1_cds_WP_000184524.1_3357	26.728	217	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_001288326.1_1850	27.778	216	594
WP_061208759.1	lcl|NZ_AHOL02000007.1_cds_WP_001049205.1_3140	28.500	200	594
WP_061208759.1	lcl|NZ_AHOL02000007.1_cds_WP_001049205.1_3140	26.957	230	594
WP_061208759.1	lcl|NZ_AHOL02000018.1_cds_WP_000675807.1_1675	25.506	247	594
WP_061208759.1	lcl|NZ_AHOL02000001.1_cds_WP_000054169.1_3683	23.445	209	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000626143.1_824	28.000	200	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000626143.1_824	21.505	186	594
WP_061208759.1	lcl|NZ_AHOL02000032.1_cds_WP_000481720.1_305	24.229	227	594
WP_061208759.1	lcl|NZ_AHOL02000032.1_cds_WP_000481720.1_305	22.500	240	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000136057.1_737	27.027	222	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000667646.1_786	32.412	398	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000172202.1_829	39.130	230	594
WP_061208759.1	lcl|NZ_AHOL02000012.1_cds_WP_000828455.1_2965	36.863	255	594
WP_061208759.1	lcl|NZ_AHOL02000018.1_cds_WP_000834715.1_1777	37.553	237	594
WP_061208759.1	lcl|NZ_AHOL02000002.1_cds_WP_001161019.1_3552	32.407	216	594
WP_061208759.1	lcl|NZ_AHOL02000002.1_cds_WP_000510777.1_3453	26.941	219	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_001052498.1_2115	25.820	244	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000942282.1_843	28.509	228	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_000619175.1_2070	29.098	244	594
WP_061208759.1	lcl|NZ_AHOL02000015.1_cds_WP_000666552.1_2712	28.099	242	594
WP_061208759.1	lcl|NZ_AHOL02000001.1_cds_WP_000603361.1_3667	29.130	230	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_001141158.1_697	30.942	223	594
WP_061208759.1	lcl|NZ_AHOL02000015.1_cds_WP_000047473.1_2457	28.571	210	594
WP_061208759.1	lcl|NZ_AHOL02000015.1_cds_WP_001089500.1_2732	29.911	224	594
WP_061208759.1	lcl|NZ_AHOL02000015.1_cds_WP_000433117.1_2764	32.927	164	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_000218838.1_2069	28.112	249	594
WP_061208759.1	lcl|NZ_AHOL02000019.1_cds_WP_000590867.1_1628	25.943	212	594
WP_061208759.1	lcl|NZ_AHOL02000019.1_cds_WP_000590867.1_1628	24.841	157	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_000052667.1_1968	25.439	228	594
WP_061208759.1	lcl|NZ_AHOL02000004.1_cds_WP_000184524.1_3357	26.728	217	594
WP_061208759.1	lcl|NZ_AHOL02000017.1_cds_WP_001288326.1_1850	27.778	216	594
WP_061208759.1	lcl|NZ_AHOL02000007.1_cds_WP_001049205.1_3140	28.500	200	594
WP_061208759.1	lcl|NZ_AHOL02000007.1_cds_WP_001049205.1_3140	26.957	230	594
WP_061208759.1	lcl|NZ_AHOL02000018.1_cds_WP_000675807.1_1675	25.506	247	594
WP_061208759.1	lcl|NZ_AHOL02000001.1_cds_WP_000054169.1_3683	23.445	209	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000626143.1_824	28.000	200	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000626143.1_824	21.505	186	594
WP_061208759.1	lcl|NZ_AHOL02000032.1_cds_WP_000481720.1_305	24.229	227	594
WP_061208759.1	lcl|NZ_AHOL02000032.1_cds_WP_000481720.1_305	22.500	240	594
WP_061208759.1	lcl|NZ_AHOL02000027.1_cds_WP_000136057.1_737	27.027	222	594
WP_061208754.1	lcl|NZ_AHOL02000018.1_cds_WP_000646250.1_1797	31.657	338	343
WP_061208754.1	lcl|NZ_AHOL02000018.1_cds_WP_000723090.1_1718	26.857	350	343
WP_061208754.1	lcl|NZ_AHOL02000012.1_cds_WP_000744700.1_2876	25.959	339	343
WP_061208754.1	lcl|NZ_AHOL02000018.1_cds_WP_000600889.1_1771	26.239	343	343
WP_061208754.1	lcl|NZ_AHOL02000025.1_cds_WP_001984071.1_1036	23.962	313	343
WP_061208754.1	lcl|NZ_AHOL02000017.1_cds_WP_000649925.1_2000	23.837	344	343
WP_061208754.1	lcl|NZ_AHOL02000018.1_cds_WP_001067557.1_1794	28.017	232	343
WP_061208754.1	lcl|NZ_AHOL02000015.1_cds_WP_001074785.1_2527	27.362	307	343
WP_061208754.1	lcl|NZ_AHOL02000018.1_cds_WP_000487322.1_1746	28.571	175	343
WP_061208756.1	lcl|NZ_AHOL02000018.1_cds_WP_000132016.1_1772	40.000	230	577
WP_061208756.1	lcl|NZ_AHOL02000029.1_cds_WP_001982325.1_523	26.136	264	577
WP_061208756.1	lcl|NZ_AHOL02000018.1_cds_WP_001046757.1_1762	31.004	229	577
WP_061208756.1	lcl|NZ_AHOL02000018.1_cds_WP_000675255.1_1749	26.122	245	577
WP_061208756.1	lcl|NZ_AHOL02000023.1_cds_WP_000421034.1_1143	24.252	301	577
WP_061208756.1	lcl|NZ_AHOL02000018.1_cds_WP_000132016.1_1772	40.000	230	577
WP_061208756.1	lcl|NZ_AHOL02000029.1_cds_WP_001982325.1_523	26.136	264	577
WP_061208756.1	lcl|NZ_AHOL02000018.1_cds_WP_001046757.1_1762	31.004	229	577
WP_061208756.1	lcl|NZ_AHOL02000018.1_cds_WP_000675255.1_1749	26.122	245	577
WP_061208756.1	lcl|NZ_AHOL02000023.1_cds_WP_000421034.1_1143	24.252	301	577
WP_061208756.1	lcl|NZ_AHOL02000018.1_cds_WP_000132016.1_1772	40.000	230	577
WP_061208756.1	lcl|NZ_AHOL02000029.1_cds_WP_001982325.1_523	26.136	264	577
WP_061208756.1	lcl|NZ_AHOL02000018.1_cds_WP_001046757.1_1762	31.004	229	577
WP_061208756.1	lcl|NZ_AHOL02000018.1_cds_WP_000675255.1_1749	26.122	245	577
WP_061208756.1	lcl|NZ_AHOL02000023.1_cds_WP_000421034.1_1143	24.252	301	577
WP_061208757.1	lcl|NZ_AHOL02000018.1_cds_WP_000282880.1_1722	39.326	89	223
WP_061208757.1	lcl|NZ_AHOL02000032.1_cds_WP_000868621.1_248	28.571	84	223
WP_061208758.1	lcl|NZ_AHOL02000018.1_cds_WP_000582618.1_1764	34.221	263	230
WP_061208758.1	lcl|NZ_AHOL02000018.1_cds_WP_001230564.1_1768	29.213	267	230
