WP_002725873.1	lcl|NZ_JADDVT010000005.1_cds_WP_002725873.1_2687	100.000	106	106
WP_061209188.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733579.1_2688	100.000	313	314
WP_061209188.1	lcl|NZ_JADDVT010000018.1_cds_WP_002722638.1_672	24.845	322	314
WP_061209188.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733534.1_2691	26.908	249	314
WP_061209188.1	lcl|NZ_JADDVT010000005.1_cds_WP_002740024.1_2782	23.132	281	314
WP_061209188.1	lcl|NZ_JADDVT010000006.1_cds_WP_002728309.1_2941	25.723	311	314
WP_061209188.1	lcl|NZ_JADDVT010000029.1_cds_WP_002743770.1_1418	20.809	173	314
WP_061209188.1	lcl|NZ_JADDVT010000005.1_cds_WP_016749081.1_2720	24.503	151	314
WP_061209188.1	lcl|NZ_JADDVT010000005.1_cds_WP_002740721.1_2694	24.848	330	314
WP_061208759.1	lcl|NZ_JADDVT010000001.1_cds_WP_002723347.1_915	41.228	228	594
WP_061208759.1	lcl|NZ_JADDVT010000005.1_cds_WP_002740724.1_2713	39.167	240	594
WP_061208759.1	lcl|NZ_JADDVT010000067.1_cds_WP_002742222.1_2907	40.000	230	594
WP_061208759.1	lcl|NZ_JADDVT010000031.1_cds_WP_002741286.1_1659	31.620	389	594
WP_061208759.1	lcl|NZ_JADDVT010000005.1_cds_IQA67_RS03055_2724	35.115	262	594
WP_061208759.1	lcl|NZ_JADDVT010000009.1_cds_WP_002726143.1_3360	33.333	216	594
WP_061208759.1	lcl|NZ_JADDVT010000008.1_cds_WP_002739451.1_3250	25.806	217	594
WP_061208759.1	lcl|NZ_JADDVT010000010.1_cds_WP_032854486.1_31	33.010	206	594
WP_061208759.1	lcl|NZ_JADDVT010000002.1_cds_WP_002734207.1_1506	28.017	232	594
WP_061208759.1	lcl|NZ_JADDVT010000008.1_cds_WP_002725984.1_3282	29.565	230	594
WP_061208759.1	lcl|NZ_JADDVT010000003.1_cds_WP_002721827.1_2072	29.954	217	594
WP_061208759.1	lcl|NZ_JADDVT010000003.1_cds_WP_002721914.1_2039	29.817	218	594
WP_061208759.1	lcl|NZ_JADDVT010000027.1_cds_WP_002729296.1_1336	27.948	229	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002724285.1_2411	30.093	216	594
WP_061208759.1	lcl|NZ_JADDVT010000010.1_cds_WP_002728388.1_47	29.048	210	594
WP_061208759.1	lcl|NZ_JADDVT010000011.1_cds_WP_002752475.1_137	27.197	239	594
WP_061208759.1	lcl|NZ_JADDVT010000053.1_cds_WP_002738485.1_2554	29.255	188	594
WP_061208759.1	lcl|NZ_JADDVT010000030.1_cds_WP_032853264.1_1586	25.592	211	594
WP_061208759.1	lcl|NZ_JADDVT010000030.1_cds_WP_032853264.1_1586	25.478	157	594
WP_061208759.1	lcl|NZ_JADDVT010000011.1_cds_WP_002729758.1_146	31.696	224	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002730493.1_2429	26.512	215	594
WP_061208759.1	lcl|NZ_JADDVT010000014.1_cds_WP_002733837.1_397	29.064	203	594
WP_061208759.1	lcl|NZ_JADDVT010000014.1_cds_WP_002733837.1_397	26.630	184	594
WP_061208759.1	lcl|NZ_JADDVT010000017.1_cds_WP_002733736.1_611	25.600	250	594
WP_061208759.1	lcl|NZ_JADDVT010000001.1_cds_WP_002735056.1_830	28.272	191	594
WP_061208759.1	lcl|NZ_JADDVT010000011.1_cds_WP_002729133.1_129	26.126	222	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002724311.1_2410	26.587	252	594
WP_061208759.1	lcl|NZ_JADDVT010000050.1_cds_WP_002739367.1_2491	23.305	236	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002734915.1_2358	24.887	221	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002734915.1_2358	22.605	261	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002739909.1_2367	27.500	200	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002739909.1_2367	22.581	186	594
WP_061208759.1	lcl|NZ_JADDVT010000030.1_cds_WP_002723659.1_1595	29.333	225	594
WP_061208759.1	lcl|NZ_JADDVT010000001.1_cds_WP_002723347.1_915	41.228	228	594
WP_061208759.1	lcl|NZ_JADDVT010000005.1_cds_WP_002740724.1_2713	39.167	240	594
WP_061208759.1	lcl|NZ_JADDVT010000067.1_cds_WP_002742222.1_2907	40.000	230	594
WP_061208759.1	lcl|NZ_JADDVT010000031.1_cds_WP_002741286.1_1659	31.620	389	594
WP_061208759.1	lcl|NZ_JADDVT010000005.1_cds_IQA67_RS03055_2724	35.115	262	594
WP_061208759.1	lcl|NZ_JADDVT010000009.1_cds_WP_002726143.1_3360	33.333	216	594
WP_061208759.1	lcl|NZ_JADDVT010000008.1_cds_WP_002739451.1_3250	25.806	217	594
WP_061208759.1	lcl|NZ_JADDVT010000010.1_cds_WP_032854486.1_31	33.010	206	594
WP_061208759.1	lcl|NZ_JADDVT010000002.1_cds_WP_002734207.1_1506	28.017	232	594
WP_061208759.1	lcl|NZ_JADDVT010000008.1_cds_WP_002725984.1_3282	29.565	230	594
WP_061208759.1	lcl|NZ_JADDVT010000003.1_cds_WP_002721827.1_2072	29.954	217	594
WP_061208759.1	lcl|NZ_JADDVT010000003.1_cds_WP_002721914.1_2039	29.817	218	594
WP_061208759.1	lcl|NZ_JADDVT010000027.1_cds_WP_002729296.1_1336	27.948	229	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002724285.1_2411	30.093	216	594
WP_061208759.1	lcl|NZ_JADDVT010000010.1_cds_WP_002728388.1_47	29.048	210	594
WP_061208759.1	lcl|NZ_JADDVT010000011.1_cds_WP_002752475.1_137	27.197	239	594
WP_061208759.1	lcl|NZ_JADDVT010000053.1_cds_WP_002738485.1_2554	29.255	188	594
WP_061208759.1	lcl|NZ_JADDVT010000030.1_cds_WP_032853264.1_1586	25.592	211	594
WP_061208759.1	lcl|NZ_JADDVT010000030.1_cds_WP_032853264.1_1586	25.478	157	594
WP_061208759.1	lcl|NZ_JADDVT010000011.1_cds_WP_002729758.1_146	31.696	224	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002730493.1_2429	26.512	215	594
WP_061208759.1	lcl|NZ_JADDVT010000014.1_cds_WP_002733837.1_397	29.064	203	594
WP_061208759.1	lcl|NZ_JADDVT010000014.1_cds_WP_002733837.1_397	26.630	184	594
WP_061208759.1	lcl|NZ_JADDVT010000017.1_cds_WP_002733736.1_611	25.600	250	594
WP_061208759.1	lcl|NZ_JADDVT010000001.1_cds_WP_002735056.1_830	28.272	191	594
WP_061208759.1	lcl|NZ_JADDVT010000011.1_cds_WP_002729133.1_129	26.126	222	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002724311.1_2410	26.587	252	594
WP_061208759.1	lcl|NZ_JADDVT010000050.1_cds_WP_002739367.1_2491	23.305	236	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002734915.1_2358	24.887	221	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002734915.1_2358	22.605	261	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002739909.1_2367	27.500	200	594
WP_061208759.1	lcl|NZ_JADDVT010000004.1_cds_WP_002739909.1_2367	22.581	186	594
WP_061208759.1	lcl|NZ_JADDVT010000030.1_cds_WP_002723659.1_1595	29.333	225	594
WP_061208753.1	lcl|NZ_JADDVT010000005.1_cds_WP_002740938.1_2719	25.185	135	359
WP_061208754.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733534.1_2691	31.657	338	343
WP_061208754.1	lcl|NZ_JADDVT010000005.1_cds_WP_002740024.1_2782	26.857	350	343
WP_061208754.1	lcl|NZ_JADDVT010000018.1_cds_WP_002722638.1_672	25.959	339	343
WP_061208754.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733638.1_2728	28.212	358	343
WP_061208754.1	lcl|NZ_JADDVT010000029.1_cds_WP_002743770.1_1418	24.513	359	343
WP_061208754.1	lcl|NZ_JADDVT010000076.1_cds_WP_002741146.1_3106	24.425	348	343
WP_061208754.1	lcl|NZ_JADDVT010000006.1_cds_WP_002728309.1_2941	23.284	335	343
WP_061208754.1	lcl|NZ_JADDVT010000005.1_cds_WP_016749081.1_2720	28.740	254	343
WP_061208754.1	lcl|NZ_JADDVT010000059.1_cds_WP_002740236.1_2679	27.801	241	343
WP_061208754.1	lcl|NZ_JADDVT010000005.1_cds_WP_002740721.1_2694	28.571	231	343
WP_061208754.1	lcl|NZ_JADDVT010000005.1_cds_WP_002744551.1_2722	28.926	242	343
WP_061208754.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733757.1_2755	25.269	186	343
WP_061208754.1	lcl|NZ_JADDVT010000005.1_cds_IQA67_RS03065_2726	60.000	25	343
WP_061208755.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733548.1_2727	26.889	450	422
WP_061208755.1	lcl|NZ_JADDVT010000050.1_cds_WP_002726457.1_2492	24.533	428	422
WP_061208755.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733548.1_2727	26.889	450	422
WP_061208755.1	lcl|NZ_JADDVT010000050.1_cds_WP_002726457.1_2492	24.533	428	422
WP_061208755.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733548.1_2727	26.889	450	422
WP_061208755.1	lcl|NZ_JADDVT010000050.1_cds_WP_002726457.1_2492	24.533	428	422
WP_061208756.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733672.1_2725	39.130	230	577
WP_061208756.1	lcl|NZ_JADDVT010000005.1_cds_WP_002740808.1_2737	35.714	238	577
WP_061208756.1	lcl|NZ_JADDVT010000055.1_cds_WP_002722821.1_2599	27.652	264	577
WP_061208756.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733651.1_2753	26.506	249	577
WP_061208756.1	lcl|NZ_JADDVT010000044.1_cds_WP_002742184.1_2227	27.675	271	577
WP_061208756.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733600.1_2749	32.203	59	577
WP_061208756.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733672.1_2725	39.130	230	577
WP_061208756.1	lcl|NZ_JADDVT010000005.1_cds_WP_002740808.1_2737	35.714	238	577
WP_061208756.1	lcl|NZ_JADDVT010000055.1_cds_WP_002722821.1_2599	27.652	264	577
WP_061208756.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733651.1_2753	26.506	249	577
WP_061208756.1	lcl|NZ_JADDVT010000044.1_cds_WP_002742184.1_2227	27.675	271	577
WP_061208756.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733600.1_2749	32.203	59	577
WP_061208756.1	lcl|NZ_JADDVT010000005.1_cds_WP_002733672.1_2725	39.130	230	577
