WP_002725873.1	lcl|NZ_JASEXB010000012.1_cds_WP_004462903.1_1561	97.561	82	106
WP_061209188.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472299.1_1560	91.935	310	314
WP_061209188.1	lcl|NZ_JASEXB010000007.1_cds_WP_282973838.1_1185	23.913	322	314
WP_061209188.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479538.1_1557	26.908	249	314
WP_061209188.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479686.1_1527	23.936	188	314
WP_061209188.1	lcl|NZ_JASEXB010000033.1_cds_WP_004476514.1_2701	23.132	281	314
WP_061209188.1	lcl|NZ_JASEXB010000037.1_cds_WP_004461234.1_770	25.087	287	314
WP_061209188.1	lcl|NZ_JASEXB010000039.1_cds_WP_004468319.1_2899	20.710	169	314
WP_061208759.1	lcl|NZ_JASEXB010000058.1_cds_WP_017863782.1_3409	32.061	393	594
WP_061208759.1	lcl|NZ_JASEXB010000029.1_cds_WP_004457781.1_1782	41.304	230	594
WP_061208759.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479548.1_1528	38.983	236	594
WP_061208759.1	lcl|NZ_JASEXB010000010.1_cds_WP_004459265.1_1426	31.620	389	594
WP_061208759.1	lcl|NZ_JASEXB010000014.1_cds_WP_004494700.1_1735	36.702	188	594
WP_061208759.1	lcl|NZ_JASEXB010000004.1_cds_WP_004461439.1_645	25.806	217	594
WP_061208759.1	lcl|NZ_JASEXB010000003.1_cds_WP_004480113.1_494	29.258	229	594
WP_061208759.1	lcl|NZ_JASEXB010000031.1_cds_WP_282974379.1_2631	29.911	224	594
WP_061208759.1	lcl|NZ_JASEXB010000010.1_cds_WP_004473839.1_1455	26.891	238	594
WP_061208759.1	lcl|NZ_JASEXB010000034.1_cds_WP_004466161.1_2759	29.130	230	594
WP_061208759.1	lcl|NZ_JASEXB010000041.1_cds_WP_004476577.1_3004	31.553	206	594
WP_061208759.1	lcl|NZ_JASEXB010000002.1_cds_WP_004469508.1_231	31.818	220	594
WP_061208759.1	lcl|NZ_JASEXB010000031.1_cds_WP_004460182.1_2612	29.386	228	594
WP_061208759.1	lcl|NZ_JASEXB010000043.1_cds_WP_004481334.1_3058	29.358	218	594
WP_061208759.1	lcl|NZ_JASEXB010000024.1_cds_WP_004460645.1_2315	29.048	210	594
WP_061208759.1	lcl|NZ_JASEXB010000011.1_cds_WP_004464119.1_402	31.746	189	594
WP_061208759.1	lcl|NZ_JASEXB010000028.1_cds_WP_004480402.1_2515	26.609	233	594
WP_061208759.1	lcl|NZ_JASEXB010000028.1_cds_WP_004466635.1_2536	30.357	224	594
WP_061208759.1	lcl|NZ_JASEXB010000025.1_cds_WP_004461802.1_2387	23.984	246	594
WP_061208759.1	lcl|NZ_JASEXB010000025.1_cds_WP_004461802.1_2387	26.115	157	594
WP_061208759.1	lcl|NZ_JASEXB010000019.1_cds_WP_004459763.1_848	26.442	208	594
WP_061208759.1	lcl|NZ_JASEXB010000008.1_cds_WP_004474610.1_1215	26.190	252	594
WP_061208759.1	lcl|NZ_JASEXB010000009.1_cds_WP_282973883.1_1361	28.571	231	594
WP_061208759.1	lcl|NZ_JASEXB010000009.1_cds_WP_282973883.1_1361	27.869	183	594
WP_061208759.1	lcl|NZ_JASEXB010000002.1_cds_WP_004467532.1_230	26.378	254	594
WP_061208759.1	lcl|NZ_JASEXB010000040.1_cds_WP_004466296.1_2987	24.658	219	594
WP_061208759.1	lcl|NZ_JASEXB010000004.1_cds_WP_004479667.1_568	22.727	220	594
WP_061208759.1	lcl|NZ_JASEXB010000051.1_cds_WP_004480430.1_3226	24.434	221	594
WP_061208759.1	lcl|NZ_JASEXB010000051.1_cds_WP_004480430.1_3226	22.490	249	594
WP_061208759.1	lcl|NZ_JASEXB010000046.1_cds_WP_004459333.1_3144	27.000	200	594
WP_061208759.1	lcl|NZ_JASEXB010000046.1_cds_WP_004459333.1_3144	22.043	186	594
WP_061208759.1	lcl|NZ_JASEXB010000058.1_cds_WP_017863782.1_3409	32.061	393	594
WP_061208759.1	lcl|NZ_JASEXB010000029.1_cds_WP_004457781.1_1782	41.304	230	594
WP_061208759.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479548.1_1528	38.983	236	594
WP_061208759.1	lcl|NZ_JASEXB010000010.1_cds_WP_004459265.1_1426	31.620	389	594
WP_061208759.1	lcl|NZ_JASEXB010000014.1_cds_WP_004494700.1_1735	36.702	188	594
WP_061208759.1	lcl|NZ_JASEXB010000004.1_cds_WP_004461439.1_645	25.806	217	594
WP_061208759.1	lcl|NZ_JASEXB010000003.1_cds_WP_004480113.1_494	29.258	229	594
WP_061208759.1	lcl|NZ_JASEXB010000031.1_cds_WP_282974379.1_2631	29.911	224	594
WP_061208759.1	lcl|NZ_JASEXB010000010.1_cds_WP_004473839.1_1455	26.891	238	594
