WP_002725873.1	lcl|NZ_AHPZ01000029.1_cds_WP_004753574.1_2910	91.463	82	106
WP_061209188.1	lcl|NZ_AHPZ01000029.1_cds_WP_004761722.1_2909	92.949	312	314
WP_061209188.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755430.1_2906	27.309	249	314
WP_061209188.1	lcl|NZ_AHPZ01000017.1_cds_WP_004753565.1_3346	23.313	326	314
WP_061209188.1	lcl|NZ_AHPZ01000096.1_cds_WP_004755262.1_1754	22.776	281	314
WP_061209188.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755319.1_2903	25.152	330	314
WP_061208759.1	lcl|NZ_AHPZ01000250.1_cds_WP_004754165.1_118	54.392	592	594
WP_061208759.1	lcl|NZ_AHPZ01000020.1_cds_WP_004767541.1_3212	32.316	393	594
WP_061208759.1	lcl|NZ_AHPZ01000098.1_cds_WP_004754744.1_1688	40.000	230	594
WP_061208759.1	lcl|NZ_AHPZ01000063.1_cds_WP_004755367.1_2137	36.863	255	594
WP_061208759.1	lcl|NZ_AHPZ01000116.1_cds_WP_004759288.1_1309	32.243	214	594
WP_061208759.1	lcl|NZ_AHPZ01000030.1_cds_WP_004751633.1_2879	28.689	244	594
WP_061208759.1	lcl|NZ_AHPZ01000112.1_cds_WP_004750725.1_1393	26.977	215	594
WP_061208759.1	lcl|NZ_AHPZ01000043.1_cds_WP_004754759.1_2521	25.833	240	594
WP_061208759.1	lcl|NZ_AHPZ01000034.1_cds_WP_004754327.1_2765	28.634	227	594
WP_061208759.1	lcl|NZ_AHPZ01000028.1_cds_WP_004753839.1_2935	29.565	230	594
WP_061208759.1	lcl|NZ_AHPZ01000106.1_cds_WP_004752570.1_1543	28.099	242	594
WP_061208759.1	lcl|NZ_AHPZ01000022.1_cds_WP_004753339.1_3138	30.942	223	594
WP_061208759.1	lcl|NZ_AHPZ01000084.1_cds_WP_016749953.1_2045	28.571	210	594
WP_061208759.1	lcl|NZ_AHPZ01000092.1_cds_WP_004752581.1_1846	34.356	163	594
WP_061208759.1	lcl|NZ_AHPZ01000086.1_cds_WP_004767337.1_2003	29.464	224	594
WP_061208759.1	lcl|NZ_AHPZ01000195.1_cds_WP_004753899.1_352	29.167	192	594
WP_061208759.1	lcl|NZ_AHPZ01000032.1_cds_WP_004754310.1_2827	26.316	228	594
WP_061208759.1	lcl|NZ_AHPZ01000030.1_cds_WP_004751619.1_2880	27.686	242	594
WP_061208759.1	lcl|NZ_AHPZ01000245.1_cds_WP_004761397.1_210	26.852	216	594
WP_061208759.1	lcl|NZ_AHPZ01000190.1_cds_WP_004760205.1_377	25.472	212	594
WP_061208759.1	lcl|NZ_AHPZ01000190.1_cds_WP_004760205.1_377	24.204	157	594
WP_061208759.1	lcl|NZ_AHPZ01000031.1_cds_WP_004753756.1_2848	25.000	252	594
WP_061208759.1	lcl|NZ_AHPZ01000141.1_cds_WP_004767621.1_847	28.358	201	594
WP_061208759.1	lcl|NZ_AHPZ01000141.1_cds_WP_004767621.1_847	25.991	227	594
WP_061208759.1	lcl|NZ_AHPZ01000028.1_cds_WP_004761594.1_2953	24.167	240	594
WP_061208759.1	lcl|NZ_AHPZ01000114.1_cds_WP_004754099.1_1365	28.000	200	594
WP_061208759.1	lcl|NZ_AHPZ01000114.1_cds_WP_004754099.1_1365	21.505	186	594
WP_061208759.1	lcl|NZ_AHPZ01000136.1_cds_WP_004761392.1_907	23.256	215	594
