WP_002725873.1	lcl|NZ_RQGA01000001.1_cds_WP_135575440.1_2956	61.333	75	106
WP_061209188.1	lcl|NZ_RQGA01000001.1_cds_WP_135575173.1_2955	82.258	310	314
WP_061209188.1	lcl|NZ_RQGA01000013.1_cds_WP_135579814.1_2142	26.708	322	314
WP_061209188.1	lcl|NZ_RQGA01000013.1_cds_WP_135579709.1_2116	24.451	319	314
WP_061209188.1	lcl|NZ_RQGA01000001.1_cds_WP_208732131.1_2912	26.786	280	314
WP_061209188.1	lcl|NZ_RQGA01000014.1_cds_WP_135580093.1_1154	22.254	346	314
WP_061209188.1	lcl|NZ_RQGA01000007.1_cds_WP_100792235.1_2403	21.925	187	314
WP_061209188.1	lcl|NZ_RQGA01000001.1_cds_WP_135575119.1_2923	21.552	232	314
WP_061209188.1	lcl|NZ_RQGA01000003.1_cds_WP_135576409.1_452	22.324	327	314
WP_061208759.1	lcl|NZ_RQGA01000001.1_cds_WP_244241281.1_2952	48.319	565	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577259.1_916	41.393	244	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135575917.1_176	41.631	233	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135575794.1_108	38.326	227	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576422.1_458	33.333	273	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576426.1_460	37.131	237	594
WP_061208759.1	lcl|NZ_RQGA01000009.1_cds_WP_244241422.1_2701	32.468	231	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579208.1_2846	28.017	232	594
WP_061208759.1	lcl|NZ_RQGA01000019.1_cds_WP_135581429.1_3365	29.817	218	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580137.1_1222	30.041	243	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576264.1_370	30.870	230	594
WP_061208759.1	lcl|NZ_RQGA01000013.1_cds_WP_135579406.1_1947	31.754	211	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576375.1_432	31.336	217	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580190.1_1284	30.455	220	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_002973757.1_1647	27.632	228	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580756.1_1495	28.700	223	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580405.1_1522	26.549	226	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577105.1_829	30.172	232	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580160.1_1248	29.358	218	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579063.1_2760	30.693	202	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576043.1_246	25.592	211	594
WP_061208759.1	lcl|NZ_RQGA01000010.1_cds_WP_135578810.1_3400	26.887	212	594
WP_061208759.1	lcl|NZ_RQGA01000010.1_cds_WP_135578810.1_3400	25.767	163	594
WP_061208759.1	lcl|NZ_RQGA01000017.1_cds_WP_135581040.1_3214	25.446	224	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579075.1_2768	27.500	200	594
WP_061208759.1	lcl|NZ_RQGA01000021.1_cds_WP_135581533.1_3590	25.833	240	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580628.1_1784	29.310	232	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577419.1_1003	24.257	202	594
WP_061208759.1	lcl|NZ_RQGA01000009.1_cds_WP_135578466.1_2555	25.943	212	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576164.1_316	25.126	199	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576462.1_477	25.434	173	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577023.1_781	26.442	208	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577023.1_781	29.348	184	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579226.1_2857	25.806	186	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579226.1_2857	27.311	238	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576373.1_431	32.292	96	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580139.1_1224	24.020	204	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576278.1_378	23.137	255	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576278.1_378	23.984	246	594
WP_061208759.1	lcl|NZ_RQGA01000001.1_cds_WP_244241281.1_2952	48.319	565	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577259.1_916	41.393	244	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135575917.1_176	41.631	233	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135575794.1_108	38.326	227	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576422.1_458	33.333	273	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576426.1_460	37.131	237	594
WP_061208759.1	lcl|NZ_RQGA01000009.1_cds_WP_244241422.1_2701	32.468	231	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579208.1_2846	28.017	232	594
WP_061208759.1	lcl|NZ_RQGA01000019.1_cds_WP_135581429.1_3365	29.817	218	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580137.1_1222	30.041	243	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576264.1_370	30.870	230	594
WP_061208759.1	lcl|NZ_RQGA01000013.1_cds_WP_135579406.1_1947	31.754	211	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576375.1_432	31.336	217	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580190.1_1284	30.455	220	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_002973757.1_1647	27.632	228	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580756.1_1495	28.700	223	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580405.1_1522	26.549	226	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577105.1_829	30.172	232	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580160.1_1248	29.358	218	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579063.1_2760	30.693	202	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576043.1_246	25.592	211	594
WP_061208759.1	lcl|NZ_RQGA01000010.1_cds_WP_135578810.1_3400	26.887	212	594
WP_061208759.1	lcl|NZ_RQGA01000010.1_cds_WP_135578810.1_3400	25.767	163	594
WP_061208759.1	lcl|NZ_RQGA01000017.1_cds_WP_135581040.1_3214	25.446	224	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579075.1_2768	27.500	200	594
WP_061208759.1	lcl|NZ_RQGA01000021.1_cds_WP_135581533.1_3590	25.833	240	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580628.1_1784	29.310	232	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577419.1_1003	24.257	202	594
WP_061208759.1	lcl|NZ_RQGA01000009.1_cds_WP_135578466.1_2555	25.943	212	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576164.1_316	25.126	199	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576462.1_477	25.434	173	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577023.1_781	26.442	208	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135577023.1_781	29.348	184	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579226.1_2857	25.806	186	594
WP_061208759.1	lcl|NZ_RQGA01000011.1_cds_WP_135579226.1_2857	27.311	238	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576373.1_431	32.292	96	594
WP_061208759.1	lcl|NZ_RQGA01000014.1_cds_WP_135580139.1_1224	24.020	204	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576278.1_378	23.137	255	594
WP_061208759.1	lcl|NZ_RQGA01000003.1_cds_WP_135576278.1_378	23.984	246	594
WP_061208754.1	lcl|NZ_RQGA01000014.1_cds_WP_135580093.1_1154	24.642	349	343
WP_061208754.1	lcl|NZ_RQGA01000013.1_cds_WP_135579709.1_2116	23.599	339	343
WP_061208754.1	lcl|NZ_RQGA01000007.1_cds_WP_100792235.1_2403	25.419	358	343
WP_061208754.1	lcl|NZ_RQGA01000001.1_cds_WP_135575119.1_2923	29.661	236	343
WP_061208754.1	lcl|NZ_RQGA01000003.1_cds_WP_135576409.1_452	23.529	340	343
WP_061208754.1	lcl|NZ_RQGA01000013.1_cds_WP_135579814.1_2142	27.347	245	343
WP_061208756.1	lcl|NZ_RQGA01000001.1_cds_WP_135575149.1_2942	35.146	239	577
WP_061208756.1	lcl|NZ_RQGA01000014.1_cds_WP_135580168.1_1256	27.925	265	577
WP_061208756.1	lcl|NZ_RQGA01000001.1_cds_WP_208732132.1_2950	32.174	230	577
WP_061208756.1	lcl|NZ_RQGA01000001.1_cds_WP_135575136.1_2936	32.353	238	577
WP_061208756.1	lcl|NZ_RQGA01000001.1_cds_WP_135575171.1_2954	28.571	224	577
