WP_002725873.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277374.1_2144	93.902	82	106
WP_061209188.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	92.332	313	314
WP_061209188.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277414.1_2172	23.792	269	314
WP_061209188.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	24.308	325	314
WP_061209188.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	27.530	247	314
WP_061209188.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	22.759	290	314
WP_061209188.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	25.362	276	314
WP_061209188.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	23.547	327	314
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277430.1_2179	53.675	585	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020980249.1_1218	32.161	398	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276610.1_1265	40.870	230	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276394.1_905	31.948	385	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_002177150.1_2581	32.243	214	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020980217.1_1243	30.396	227	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_002180333.1_2674	26.512	215	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278696.1_3548	31.019	216	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278737.1_3597	25.000	240	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_002178574.1_2049	29.130	230	594
WP_061208759.1	lcl|NZ_JAKNBO010000003.1_cds_WP_002176655.1_445	27.386	241	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278291.1_3039	29.218	243	594
WP_061208759.1	lcl|NZ_JAKNBO010000003.1_cds_WP_240279210.1_465	29.464	224	594
WP_061208759.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276910.1_1593	27.511	229	594
