WP_004421256.1	lcl|NZ_JQRG01000009.1_cds_WP_004462903.1_424	94.186	86	106
WP_004421326.1	lcl|NZ_JQRG01000009.1_cds_WP_017863560.1_423	93.226	310	314
WP_004421326.1	lcl|NZ_JQRG01000020.1_cds_WP_004461583.1_1079	25.697	323	314
WP_004421326.1	lcl|NZ_JQRG01000009.1_cds_WP_004464967.1_372	22.662	278	314
WP_004421326.1	lcl|NZ_JQRG01000009.1_cds_WP_004465002.1_370	23.913	230	314
WP_004421326.1	lcl|NZ_JQRG01000009.1_cds_WP_004476514.1_351	23.793	290	314
WP_004421326.1	lcl|NZ_JQRG01000071.1_cds_WP_004468319.1_2962	21.649	194	314
WP_004421326.1	lcl|NZ_JQRG01000053.1_cds_WP_004461234.1_2515	24.074	216	314
WP_004421442.1	lcl|NZ_JQRG01000009.1_cds_WP_004494299.1_389	35.593	177	185
WP_004421442.1	lcl|NZ_JQRG01000016.1_cds_WP_004460143.1_827	33.562	146	185
WP_004421375.1	lcl|NZ_JQRG01000009.1_cds_WP_004464967.1_372	32.087	321	329
WP_004421375.1	lcl|NZ_JQRG01000020.1_cds_WP_004461583.1_1079	29.841	315	329
WP_004421375.1	lcl|NZ_JQRG01000053.1_cds_WP_004461234.1_2515	32.154	311	329
WP_004421375.1	lcl|NZ_JQRG01000009.1_cds_WP_004476514.1_351	29.940	334	329
WP_004421375.1	lcl|NZ_JQRG01000009.1_cds_WP_004465002.1_370	30.164	305	329
WP_004421375.1	lcl|NZ_JQRG01000035.1_cds_WP_004487738.1_1733	30.462	325	329
WP_004421375.1	lcl|NZ_JQRG01000053.1_cds_WP_004461242.1_2512	29.091	330	329
WP_004421375.1	lcl|NZ_JQRG01000071.1_cds_WP_004468319.1_2962	26.686	341	329
WP_004421375.1	lcl|NZ_JQRG01000058.1_cds_WP_017863440.1_2653	26.549	339	329
WP_004421375.1	lcl|NZ_JQRG01000009.1_cds_WP_017863560.1_423	24.920	313	329
WP_004421375.1	lcl|NZ_JQRG01000134.1_cds_WP_004470510.1_3514	27.652	264	329
WP_004421375.1	lcl|NZ_JQRG01000009.1_cds_WP_004465101.1_368	27.305	282	329
WP_004421375.1	lcl|NZ_JQRG01000031.1_cds_WP_004459320.1_1653	27.273	286	329
WP_004421375.1	lcl|NZ_JQRG01000086.1_cds_WP_004476349.1_3198	23.867	331	329
WP_004421408.1	lcl|NZ_JQRG01000009.1_cds_WP_004475169.1_371	26.423	246	267
WP_004421408.1	lcl|NZ_JQRG01000059.1_cds_WP_004477560.1_2688	35.455	110	267
WP_004421408.1	lcl|NZ_JQRG01000009.1_cds_WP_004476528.1_350	26.842	190	267
WP_004421408.1	lcl|NZ_JQRG01000012.1_cds_WP_017863400.1_498	37.209	86	267
WP_004421408.1	lcl|NZ_JQRG01000071.1_cds_WP_004477855.1_2961	25.389	193	267
WP_004420971.1	lcl|NZ_JQRG01000015.1_cds_WP_017862732.1_656	27.217	327	510
WP_004420971.1	lcl|NZ_JQRG01000015.1_cds_WP_004460640.1_655	32.609	92	510
WP_004420971.1	lcl|NZ_JQRG01000015.1_cds_WP_017862732.1_656	27.217	327	510
WP_004420971.1	lcl|NZ_JQRG01000015.1_cds_WP_004460640.1_655	32.609	92	510
WP_004421253.1	lcl|NZ_JQRG01000053.1_cds_WP_004461234.1_2515	26.374	273	330
WP_004421253.1	lcl|NZ_JQRG01000009.1_cds_WP_004464967.1_372	22.711	273	330
WP_004421253.1	lcl|NZ_JQRG01000020.1_cds_WP_004461583.1_1079	28.986	276	330
WP_004421253.1	lcl|NZ_JQRG01000009.1_cds_WP_004476514.1_351	26.126	333	330
WP_004421253.1	lcl|NZ_JQRG01000086.1_cds_WP_004476349.1_3198	25.926	243	330
WP_004421253.1	lcl|NZ_JQRG01000058.1_cds_WP_017863440.1_2653	25.676	222	330
WP_004421253.1	lcl|NZ_JQRG01000035.1_cds_WP_004487738.1_1733	29.482	251	330
WP_004421253.1	lcl|NZ_JQRG01000071.1_cds_WP_004468319.1_2962	24.460	139	330
WP_004421253.1	lcl|NZ_JQRG01000134.1_cds_WP_004470510.1_3514	28.462	130	330
WP_004421253.1	lcl|NZ_JQRG01000037.1_cds_WP_004478741.1_1902	26.562	128	330
WP_004421253.1	lcl|NZ_JQRG01000053.1_cds_WP_004461242.1_2512	28.000	150	330
WP_004434729.1	lcl|NZ_JQRG01000083.1_cds_WP_004457662.1_3136	40.741	243	265
