WP_004421256.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594790.1_2966	62.162	74	106
WP_004421326.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594788.1_2965	83.226	310	314
WP_004421326.1	lcl|NZ_RQGZ01000001.1_cds_WP_100725791.1_2824	23.148	324	314
WP_004421326.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594687.1_2912	21.824	307	314
WP_004421326.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594691.1_2914	23.105	277	314
WP_004421326.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592297.1_973	26.203	187	314
WP_004421326.1	lcl|NZ_RQGZ01000010.1_cds_WP_100715920.1_2241	23.529	170	314
WP_004421326.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594311.1_1523	23.529	323	314
WP_004421442.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594725.1_2934	32.124	193	185
WP_004421442.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591902.1_596	34.884	129	185
WP_004421375.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594691.1_2914	31.776	321	329
WP_004421375.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594687.1_2912	30.164	305	329
WP_004421375.1	lcl|NZ_RQGZ01000001.1_cds_WP_100725791.1_2824	29.936	314	329
WP_004421375.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594311.1_1523	31.068	309	329
WP_004421375.1	lcl|NZ_RQGZ01000010.1_cds_WP_100715920.1_2241	28.446	341	329
WP_004421375.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592297.1_973	28.060	335	329
WP_004421375.1	lcl|NZ_RQGZ01000013.1_cds_WP_100725525.1_2693	27.900	319	329
WP_004421375.1	lcl|NZ_RQGZ01000001.1_cds_WP_135591056.1_2797	29.355	310	329
WP_004421375.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594788.1_2965	28.302	318	329
WP_004421375.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594703.1_2921	22.472	267	329
WP_004421375.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593349.1_2639	26.693	251	329
WP_004421375.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594706.1_2924	33.548	155	329
WP_004421375.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593365.1_2647	24.535	269	329
WP_004421375.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594683.1_2910	26.316	266	329
WP_004421375.1	lcl|NZ_RQGZ01000010.1_cds_WP_207762726.1_2230	24.026	308	329
WP_004421375.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592263.1_956	26.259	278	329
WP_004421375.1	lcl|NZ_RQGZ01000001.1_cds_WP_135591134.1_2877	27.811	169	329
WP_004421375.1	lcl|NZ_RQGZ01000021.1_cds_WP_135595027.1_3115	26.257	179	329
WP_004421408.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594689.1_2913	26.939	245	267
WP_004421408.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594704.1_2922	28.155	206	267
WP_004421408.1	lcl|NZ_RQGZ01000003.1_cds_WP_100727872.1_895	24.812	266	267
WP_004421408.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594434.1_1633	28.161	174	267
WP_004421408.1	lcl|NZ_RQGZ01000010.1_cds_WP_100715921.1_2242	28.866	194	267
WP_004421408.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592295.1_972	25.381	197	267
WP_004420971.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592364.1_618	26.140	329	510
WP_004420971.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591928.1_619	28.302	106	510
WP_004420971.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592364.1_618	26.140	329	510
WP_004420971.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591928.1_619	28.302	106	510
WP_004421253.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593349.1_2639	27.376	263	330
WP_004421253.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594311.1_1523	23.741	278	330
WP_004421253.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594691.1_2914	23.810	273	330
WP_004421253.1	lcl|NZ_RQGZ01000001.1_cds_WP_100725791.1_2824	29.197	274	330
WP_004421253.1	lcl|NZ_RQGZ01000001.1_cds_WP_135591056.1_2797	27.019	322	330
WP_004421253.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592297.1_973	24.224	322	330
WP_004421253.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594687.1_2912	24.242	264	330
WP_004421253.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593365.1_2647	23.485	264	330
WP_004421253.1	lcl|NZ_RQGZ01000010.1_cds_WP_100715920.1_2241	23.102	303	330
WP_004421253.1	lcl|NZ_RQGZ01000001.1_cds_WP_135591134.1_2877	25.592	211	330
WP_004421253.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594703.1_2921	25.758	132	330
WP_004421253.1	lcl|NZ_RQGZ01000021.1_cds_WP_135595027.1_3115	28.289	152	330
WP_004421253.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594788.1_2965	23.235	340	330
WP_004421253.1	lcl|NZ_RQGZ01000013.1_cds_WP_100725525.1_2693	27.333	150	330
WP_004434729.1	lcl|NZ_RQGZ01000016.1_cds_WP_100715657.1_1249	38.735	253	265
WP_004434729.1	lcl|NZ_RQGZ01000015.1_cds_WP_100717700.1_1777	22.333	300	265
WP_004434524.1	lcl|NZ_RQGZ01000021.1_cds_WP_100717570.1_3210	36.577	298	310
WP_004434524.1	lcl|NZ_RQGZ01000015.1_cds_WP_100717700.1_1777	30.225	311	310
WP_004434524.1	lcl|NZ_RQGZ01000003.1_cds_WP_100718541.1_533	23.664	262	310
WP_004434524.1	lcl|NZ_RQGZ01000021.1_cds_WP_100717570.1_3210	36.577	298	310
WP_004434524.1	lcl|NZ_RQGZ01000015.1_cds_WP_100717700.1_1777	30.225	311	310
WP_004434524.1	lcl|NZ_RQGZ01000003.1_cds_WP_100718541.1_533	23.664	262	310
WP_004434893.1	lcl|NZ_RQGZ01000015.1_cds_WP_100718959.1_1752	35.780	109	144
WP_004434893.1	lcl|NZ_RQGZ01000006.1_cds_WP_135592404.1_3507	34.545	55	144
WP_004421361.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591824.1_514	31.000	100	221
WP_004421361.1	lcl|NZ_RQGZ01000010.1_cds_WP_135592988.1_2434	29.293	99	221
WP_004421361.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594060.1_1302	26.190	84	221
WP_004434567.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592275.1_962	30.534	262	318
WP_004434567.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592290.1_969	31.401	207	318
WP_004434567.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592286.1_967	25.249	301	318
WP_004434567.1	lcl|NZ_RQGZ01000008.1_cds_WP_100727529.1_1999	27.347	245	318
WP_004434567.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594701.1_2920	26.984	126	318
WP_004434810.1	lcl|NZ_RQGZ01000006.1_cds_WP_135592469.1_3552	30.841	107	242
WP_004434810.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591551.1_239	30.000	80	242
WP_004434810.1	lcl|NZ_RQGZ01000003.1_cds_WP_100717109.1_567	25.000	96	242
WP_004434810.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591822.1_513	31.633	98	242
WP_004434771.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592297.1_973	24.419	344	333
WP_004434771.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594691.1_2914	26.163	344	333
WP_004434771.1	lcl|NZ_RQGZ01000001.1_cds_WP_100725791.1_2824	25.073	343	333
WP_004434771.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594311.1_1523	31.522	184	333
WP_004434771.1	lcl|NZ_RQGZ01000010.1_cds_WP_100715920.1_2241	24.929	353	333
WP_004434771.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594687.1_2912	25.455	330	333
WP_004434771.1	lcl|NZ_RQGZ01000001.1_cds_WP_135591056.1_2797	27.350	234	333
WP_004434771.1	lcl|NZ_RQGZ01000013.1_cds_WP_100725525.1_2693	31.410	156	333
WP_004434771.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594706.1_2924	29.240	171	333
WP_004434771.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593349.1_2639	29.293	198	333
WP_004434771.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593365.1_2647	28.177	181	333
WP_004434771.1	lcl|NZ_RQGZ01000010.1_cds_WP_207762726.1_2230	23.958	192	333
WP_004434732.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591822.1_513	28.750	80	186
WP_004434477.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594788.1_2965	25.094	267	294
WP_004434477.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593349.1_2639	26.400	125	294
WP_004434477.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592263.1_956	25.294	170	294
WP_004434773.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593179.1_2514	25.714	140	174
WP_004434738.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591822.1_513	24.812	133	416
WP_004434568.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594763.1_2953	39.286	280	361
WP_004434568.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594781.1_2962	28.191	376	361
WP_004434568.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593278.1_2576	26.718	393	361
WP_004434568.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594735.1_2939	31.179	263	361
WP_004434568.1	lcl|NZ_RQGZ01000016.1_cds_WP_135593957.1_1196	24.863	366	361
WP_004434462.1	lcl|NZ_RQGZ01000015.1_cds_WP_135593462.1_1721	25.000	112	233
WP_004434462.1	lcl|NZ_RQGZ01000013.1_cds_WP_100725596.1_2572	27.966	118	233
WP_232436020.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594755.1_2949	33.043	115	167
WP_232436020.1	lcl|NZ_RQGZ01000019.1_cds_WP_246836639.1_2928	46.000	50	167
WP_004434874.1	lcl|NZ_RQGZ01000019.1_cds_WP_167879885.1_2963	30.674	564	592
WP_004434874.1	lcl|NZ_RQGZ01000013.1_cds_WP_100716163.1_2593	33.951	324	592
WP_004434874.1	lcl|NZ_RQGZ01000016.1_cds_WP_135593825.1_1043	41.564	243	592
WP_004434874.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593207.1_2532	41.667	228	592
WP_004434874.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594303.1_1517	38.095	231	592
WP_004434874.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594301.1_1515	35.841	226	592
WP_004434874.1	lcl|NZ_RQGZ01000008.1_cds_WP_135592491.1_1991	30.909	275	592
WP_004434874.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591471.1_182	29.362	235	592
WP_004434874.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594549.1_1542	32.609	230	592
WP_004434874.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594135.1_1381	28.636	220	592
WP_004434874.1	lcl|NZ_RQGZ01000023.1_cds_WP_135595200.1_3414	31.250	224	592
WP_004434874.1	lcl|NZ_RQGZ01000015.1_cds_WP_100718973.1_1737	29.075	227	592
WP_004434874.1	lcl|NZ_RQGZ01000006.1_cds_WP_100726786.1_3546	29.333	225	592
WP_004434874.1	lcl|NZ_RQGZ01000003.1_cds_WP_100728022.1_841	26.778	239	592
WP_004434874.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592251.1_904	27.426	237	592
WP_004434874.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594405.1_1607	27.434	226	592
WP_004434874.1	lcl|NZ_RQGZ01000015.1_cds_WP_100717653.1_1829	26.383	235	592
WP_004434874.1	lcl|NZ_RQGZ01000003.1_cds_WP_246837948.1_597	27.193	228	592
WP_004434874.1	lcl|NZ_RQGZ01000015.1_cds_WP_100716583.1_1906	26.496	234	592
